,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,INFORMAÇÕESOES_TÉCNICAS,TEXTO_DESCRITIVO,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,TIPO,LOCAL_DE_PRODUÇÃO,DATA_COLETA,LINK
67,60fac1039a4cc55a328655f4,Cachaça Reserva do Gerente Castanha 500ml,"R$ 53,90",500ml,"500ml
42%
castanheira
2 anos
ouro
Guarapari - ES","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","A Cachaça Reserva do Gerente é envelhecida em barris de castanheira. De cor dourada, apresenta boa viscosidade e sabor suave e aromático, com notas de castanha. Com graduação alcoólica de 42%, é indicada para ser harmonizada com feijoada, carnes vermelhas, queijos amarelos, castanhas e frutas, como caju e abacaxi.
 
Madeira: Castanheira
Envelhecimento: 2 Anos
Teor Alcoólico: 42%
Volume:750ml
Tipo: Ouro
Origem: Guarapari - ES",42%,castanheira,2 anos,ouro,Guarapari - ES,15/7/2021 - 21:5:13,https://www.mocabonitacachacaria.com.br/product-page/cachaça-reserva-do-gerente-castanha-500ml
68,60fac1039a4cc55a328655f5,Cachaça Rio do Engenho Reserva Top 45 750 ml,"R$ 86,90",750ml,"750ml
45%
bálsamo
premium
Ilhéus BA","Volume
Graduação Alcoólica
Madeira
Tipo
Origem","Madeira: Bálsamo
Teor Alcoólico: 45%
Volume:750ml
Tipo: Premium
Origem: Ilhéus BA
Cor amarelo-palha esverdeada, possui uma mescla de aromas de mel, carambola e anis. No paladar, traz um gosto doce, de ervas. Além disso, causa uma sensação licorosa e picante na boca. Retrogosto agradável e forte.",45%,bálsamo,,premium,Ilhéus BA,15/7/2021 - 21:5:20,https://www.mocabonitacachacaria.com.br/product-page/cachaça-rio-do-engenho-reserva-top-45-750-ml
69,60fac1039a4cc55a328655f6,Cachaça Matriarca 4 madeiras 750 ml,"R$ 179,90",750ml,"750ml
42%
blend de madeiras (
2 anos
extra premium","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Madeiras (
Jaqueira, Louro-Canela, Amburana E Balsamo)
Envelhecimento: 2 Anos
Teor Alcoólico: 42%
Volume:750ml
Tipo: Extra Premium
Origem: 
Caravelas  Medeiros Neto - BA",42%,blend de madeiras (,2 anos,extra premium,,15/7/2021 - 21:5:28,https://www.mocabonitacachacaria.com.br/product-page/cachaça-matriarca-4-madeiras-750-ml
70,60fac1049a4cc55a328655f7,Cachaca da Tulha Jequitiba 750ml,"R$ 44,90",750ml,"750ml
40%
jequitibá
de 2 - 4 anos
prata
Mococa/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitibá
Envelhecimento: de 2 - 4 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Prata
Origem: Mococa/SP",40%,jequitibá,de 2 - 4 anos,prata,Mococa/SP,15/7/2021 - 21:5:40,https://www.mocabonitacachacaria.com.br/product-page/cachaca-da-tulha-jequitiba-750ml
71,60fac1049a4cc55a328655f8,Cachaca Paratiana  Mulatinha 750ml,"R$ 58,90",750ml,"750ml
42%
ouro
Paraty/RJ","Volume
Graduação Alcoólica
Tipo
Origem","Descansa em Inox
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Ouro
Origem: Paraty/RJ",42%,,,ouro,Paraty/RJ,15/7/2021 - 21:5:48,https://www.mocabonitacachacaria.com.br/product-page/cachaca-paratiana-mulatinha-750ml
72,60fac1049a4cc55a328655f9,Cachaça Meia Lua Prata - 670ml,"R$ 36,90",670ml,"670ml
prata
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 670ml
Tipo: Prata
Origem: Salinas/ MG",,,,prata,Salinas/ MG,15/7/2021 - 21:5:55,https://www.mocabonitacachacaria.com.br/product-page/cachaça-meia-lua-prata-670ml
73,60fac1049a4cc55a328655fa,Cachaca da Tulha Carvalho 750ml,"R$ 61,90",750ml,"750ml
40%
carvalho
2 - 5 anos
ouro
Mococa/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 2 - 5 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Ouro
Origem: Mococa/SP",40%,carvalho,2 - 5 anos,ouro,Mococa/SP,15/7/2021 - 21:6:2,https://www.mocabonitacachacaria.com.br/product-page/cachaca-da-tulha-carvalho-750ml
74,60fac1049a4cc55a328655fb,Cachaça Engenho Fazenda Velha Prata 670ml,"R$ 42,90",670ml,"670ml
39%
prata
Nova Odessa/SP","Volume
Graduação Alcoólica
Tipo
Origem","Descansa em Inox
Teor Alcoólico: 39%
Volume: 670ml
Tipo: Prata
Origem: Nova Odessa/SP",39%,,,prata,Nova Odessa/SP,15/7/2021 - 21:6:10,https://www.mocabonitacachacaria.com.br/product-page/cachaça-engenho-fazenda-velha-prata-670ml
75,60fac1049a4cc55a328655fc,Cachaça Fogo de Palha Ouro 600 ML,"R$ 36,90",600ml,"600ml
43%
amburana
até 1 ano
ouro
Ribeirão das Neves/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: Até 1 Ano
Teor Alcoólico: 43%
Volume: 600ml
Tipo: Ouro
Origem: Ribeirão das Neves/MG
Produzida em Ribeirão das Neves-MG, a cachaça Fogo de Palha é armazenada na madeira amburana e possui uma graduação alcoólica de 43%. Harmoniza com sobremesas.",43%,amburana,até 1 ano,ouro,Ribeirão das Neves/MG,15/7/2021 - 21:6:18,https://www.mocabonitacachacaria.com.br/product-page/cachaça-fogo-de-palha-ouro-600-ml
76,60fac1059a4cc55a328655fd,Cachaca Paratiana  Gabriela Cravo e Canela 500ml,"R$ 68,90",500ml,"500ml
38%
bebida mista
Pataty/RJ","Volume
Graduação Alcoólica
Tipo
Origem","Bebida mista de Cachaça, cravo e canela
Teor Alcoólico: 38%
Volume: 500ml
Tipo: Bebida Mista
Origem: Pataty/RJ
Deliciosa mistura entre cachaça branca, cravo, canela e gengibre, bebida licorosa com sabor marcante e agradável, lembra o sabor do quentão, fica deliciosa bebendo gelada.
 
História da Paratiana
 
Em Janeiro da 1996, Carlos José Gama Miranda ( Casé ) junto com Dom João Orleans e Bragança, iniciam no bairro do Corisco uma sociedade na produção da Cachaça Maré Alta.
Em Abril de 1999 Casé inicia uma nova sociedade com seu irmão Paulo Eduardo Gama Miranda e o desenvolvimento de um novo Alambique, em um antigo casarão, cercado pela mata atlântica ladeado de cachoeira no bairro Pedra Branca, aliando ao modo de fabricação da Cachaça de Paraty ele realiza seu antigo sonho, e lança a Cachaça Paratiana.
 
A Cachaça Paratiana, produzida na região de Paraty, é uma das mais tradicionais dentre as Cachaças artesanais de Alambique em sua região, possui o Selo de Indicação Geográfica de Procedência.",38%,,,bebida mista,Pataty/RJ,15/7/2021 - 21:6:25,https://www.mocabonitacachacaria.com.br/product-page/cachaca-paratiana-gabriela-cravo-e-canela-700ml
77,60fac1059a4cc55a328655fe,Cachaça Pinga Ni Mim Reserva do Serjão - 700ml,"R$ 146,90",700ml,"700ml
ouro
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 700ml
Tipo: Ouro
Origem: Salinas/ MG",,,,ouro,Salinas/ MG,15/7/2021 - 21:6:32,https://www.mocabonitacachacaria.com.br/product-page/cachaça-pinga-ni-mim-reserva-do-serjão-700ml
78,60fac1059a4cc55a328655ff,Cachaça Salinas Cristalina 600ml,"R$ 38,90",600ml,"600ml
42%
inox
1 ano
prata
Salinas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Inox
Envelhecimento: 1 Ano
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Prata
Origem: Salinas/MG",42%,inox,1 ano,prata,Salinas/MG,15/7/2021 - 21:6:39,https://www.mocabonitacachacaria.com.br/product-page/cachaça-salinas-cristalina-600ml
79,60fac1059a4cc55a32865600,Cachaça Wiba Blend de Carvalhos 670ml,"R$ 77,90",670ml,"670ml
40%
blend de carvalhos
1 ano
ouro
Torre de Pedra / SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Carvalhos
Envelhecimento: 1 Ano
Teor Alcoólico: 40%
Volume: 670ml
Tipo: Ouro
Origem: Torre de Pedra / SP",40%,blend de carvalhos,1 ano,ouro,Torre de Pedra / SP,15/7/2021 - 21:6:47,https://www.mocabonitacachacaria.com.br/product-page/cachaça-wiba-blend-de-carvalhos-670ml
80,60fac1059a4cc55a32865601,Cachaça Premissa Tradicional- 670ml,"R$ 65,90",670ml,"670ml
ouro
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 670ml
Tipo: Ouro
Origem: Salinas/ MG",,,,ouro,Salinas/ MG,15/7/2021 - 21:6:55,https://www.mocabonitacachacaria.com.br/product-page/cachaça-premissa-tradicional-670ml
81,60fac1059a4cc55a32865602,Cachaça Engenho Fazenda Velha Ouro 670ml,"R$ 51,90",670ml,"670ml
39%
carvalho e jequitibá
1 ano
ouro
Nova Odessa/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho e Jequitibá
Envelhecimento: 1 Ano
Teor Alcoólico: 39%
Volume: 670ml
Tipo: Ouro
Origem: Nova Odessa/SP",39%,carvalho e jequitibá,1 ano,ouro,Nova Odessa/SP,15/7/2021 - 21:7:3,https://www.mocabonitacachacaria.com.br/product-page/cachaça-engenho-fazenda-velha-ouro-670ml
82,60fac1059a4cc55a32865603,Cachaça Pinga Ni Mim Prata - 670ml,"R$ 30,90",670ml,"670ml
prata
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 670ml
Tipo: Prata
Origem: Salinas/ MG",,,,prata,Salinas/ MG,15/7/2021 - 21:7:11,https://www.mocabonitacachacaria.com.br/product-page/cachaça-pinga-ni-mim-prata-670ml
83,60fac1059a4cc55a32865604,Cachaca Paratiana Ouro 700ml,"R$ 108,90",700ml,"700ml
42%
carvalho
2 anos
ouro
Paraty/RJ","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 2 anos
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Ouro
Origem: Paraty/RJ
Envelhecida de 1 a 2 anos em 
 
 
História da Paratiana
 
Em Janeiro da 1996, Carlos José Gama Miranda ( Casé ) junto com Dom João Orleans e Bragança, iniciam no bairro do Corisco uma sociedade na produção da Cachaça Maré Alta.
Em Abril de 1999 Casé inicia uma nova sociedade com seu irmão Paulo Eduardo Gama Miranda e o desenvolvimento de um novo Alambique, em um antigo casarão, cercado pela mata atlântica ladeado de cachoeira no bairro Pedra Branca, aliando ao modo de fabricação da Cachaça de Paraty ele realiza seu antigo sonho, e lança a Cachaça Paratiana.
 
A Cachaça Paratiana, produzida na região de Paraty, é uma das mais tradicionais dentre as Cachaças artesanais de Alambique em sua região, possui o Selo de Indicação Geográfica de Procedência.",42%,carvalho,2 anos,ouro,Paraty/RJ,15/7/2021 - 21:7:18,https://www.mocabonitacachacaria.com.br/product-page/cachaca-paratiana-ouro-700ml
84,60fac1059a4cc55a32865605,Cachaça Premissa Classica- 670ml,"R$ 60,90",670ml,"670ml
ouro
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 670ml
Tipo: Ouro
Origem: Salinas/ MG",,,,ouro,Salinas/ MG,15/7/2021 - 21:7:26,https://www.mocabonitacachacaria.com.br/product-page/cachaça-premissa-classica-670ml
85,60fac1069a4cc55a32865606,Cachaça Meia Lua Ouro - 600ml,"R$ 34,90",600ml,"600ml
ouro
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 600ml
Tipo: Ouro
Origem: Salinas/ MG",,,,ouro,Salinas/ MG,15/7/2021 - 21:7:34,https://www.mocabonitacachacaria.com.br/product-page/cachaça-meia-lua-ouro-600ml
86,60fac1069a4cc55a32865607,Cachaça Essencia de Minas Ouro 700ml,"R$ 48,90",700ml,"700ml
40%
amburana e carvalho
até 1 ano
ouro
Papagaios/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana e Carvalho
Envelhecimento: Até 1 Ano
Teor Alcoólico: 40%
Volume: 600ml
Tipo: Ouro
Origem: Papagaios/MG",40%,amburana e carvalho,até 1 ano,ouro,Papagaios/MG,15/7/2021 - 21:7:41,https://www.mocabonitacachacaria.com.br/product-page/cachaça-essencia-de-minas-700ml
87,60fac1069a4cc55a32865608,Cachaça Claudionor Especial 700ml,"R$ 86,90",700ml,"700ml
ouro
Januária / MG","Volume
Tipo
Origem","Volume: 700ml
Tipo: Ouro
Origem: Januária / MG",,,,ouro,Januária / MG,15/7/2021 - 21:7:49,https://www.mocabonitacachacaria.com.br/product-page/cachaça-claudionor-especial-700ml
88,60fac1069a4cc55a32865609,Cachaça Salinas Amburana 1000ml,"R$ 56,90",1000ml,"1000ml
42%
amburana
2,6 anos
ouro
Salinas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2,6 Anos
Teor Alcoólico: 42%
Volume: 1000ml
Tipo: Ouro
Origem: Salinas/MG",42%,amburana,"2,6 anos",ouro,Salinas/MG,15/7/2021 - 21:7:57,https://www.mocabonitacachacaria.com.br/product-page/cachaça-salinas-amburana-1000ml
89,60fac1069a4cc55a3286560a,Cachaça Maria Andante EVA Ouro 700ml,"R$ 53,90",700ml,"700ml
carvalho
7 anos
ouro
Taboão Passa Quatro/MG","Volume
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 7 Anos
Teor Alcoólico: 4o%
Volume: 600ml
Tipo: Ouro
Origem: Taboão Passa Quatro/MG",,carvalho,7 anos,ouro,Taboão Passa Quatro/MG,15/7/2021 - 21:8:4,https://www.mocabonitacachacaria.com.br/product-page/cachaça-maria-andante-eva-700ml
90,60fac1069a4cc55a3286560b,Cachaça Pinga Ni Mim Sergio Reis Balsamo 670ml,"R$ 37,90",670ml,"670ml
ouro
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 670ml
Tipo: Ouro
Origem: Salinas/ MG",,,,ouro,Salinas/ MG,15/7/2021 - 21:8:12,https://www.mocabonitacachacaria.com.br/product-page/cachaça-pinga-ni-mim-balsamo-670ml
91,60fac1079a4cc55a3286560c,Cachaça Colombina Cristal 700ml,"R$ 59,90",700ml,"700ml
prata
Alvinópolis/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 700ml
Tipo: Prata
Origem: Alvinópolis/ MG",,,,prata,Alvinópolis/ MG,15/7/2021 - 21:8:19,https://www.mocabonitacachacaria.com.br/product-page/cachaça-colombina-cristal-700ml
92,60fac1079a4cc55a3286560d,Cachaça Retiro Velho Prata 700ml,"R$ 49,90",700ml,"700ml
prata
Araguari / MG","Volume
Tipo
Origem","Armazenamento


 Volume: 700ml
Tipo: Prata
Origem: Araguari / MG",,,,prata,Araguari / MG,15/7/2021 - 21:8:27,https://www.mocabonitacachacaria.com.br/product-page/cachaça-retiro-velho-prata-700ml
93,60fac1079a4cc55a3286560e,Cachaça Pinga Ni Mim  Amburana- 670ml,"R$ 39,90",670ml,"670ml
prata
Salinas/ MG","Volume
Tipo
Origem","Armazenamento


 Volume: 670ml
Tipo: Prata
Origem: Salinas/ MG",,,,prata,Salinas/ MG,15/7/2021 - 21:8:35,https://www.mocabonitacachacaria.com.br/product-page/cachaça-pinga-ni-mim-amburana-670ml
94,60fac1079a4cc55a3286560f,Cachaça Colombina Coleção Chita Azul 700ml,"R$ 114,90",700ml,"700ml
extra premium
Araguari / MG","Volume
Tipo
Origem","Armazenamento


 Volume: 700ml
Tipo: Extra Premium
Origem: Araguari / MG",,,,extra premium,Araguari / MG,15/7/2021 - 21:8:42,https://www.mocabonitacachacaria.com.br/product-page/cachaça-colombina-coleção-chita-700ml
95,60fac1079a4cc55a32865610,Cachaça Retiro Velho Reserva Especial 700ml,"R$ 83,90",700ml,"700ml
ouro
Araguari / MG","Volume
Tipo
Origem","Volume: 700ml
Tipo: Ouro
Origem: Araguari / MG",,,,ouro,Araguari / MG,15/7/2021 - 21:8:50,https://www.mocabonitacachacaria.com.br/product-page/cachaça-retiro-velho-reserva-especial-700ml
96,60fac1089a4cc55a32865611,Cachaça Retiro Velho Ouro Cerejeira 700ml,"R$ 61,90",700ml,"700ml
ouro
Araguari / MG","Volume
Tipo
Origem","Madeira


 Volume: 700ml
Tipo: Ouro
Origem: Araguari / MG",,,,ouro,Araguari / MG,15/7/2021 - 21:8:57,https://www.mocabonitacachacaria.com.br/product-page/cachaça-retiro-velho-ouro-700ml
97,60fac1089a4cc55a32865612,Cachaça Retiro Velho Imanência  8 Anos 750ml,"R$ 268,90",750ml,"750ml
extra premium
Araguari / MG","Volume
Tipo
Origem","Madeira


 Volume: 750ml
Tipo: Extra Premium
Origem: Araguari / MG",,,,extra premium,Araguari / MG,15/7/2021 - 21:9:4,https://www.mocabonitacachacaria.com.br/product-page/cachaça-retiro-velho-imanência-8-anos-750ml
98,60fac1089a4cc55a32865613,Cachaça Colombina 10 anos 700ml,"R$ 293,90",700ml,"700ml
extra premium
Araguari / MG","Volume
Tipo
Origem","Armazenamento


 Volume: 700ml
Tipo: Extra Premium
Origem: Araguari / MG",,,,extra premium,Araguari / MG,15/7/2021 - 21:9:12,https://www.mocabonitacachacaria.com.br/product-page/cachaça-colombina-10-anos-700ml
99,60fac1089a4cc55a32865614,Cachaça Colombina 03 anos 700ml,"R$ 63,90",700ml,"700ml
premium
Araguari / MG","Volume
Tipo
Origem","Armazenamento


 Volume: 700ml
Tipo: Premium
Origem: Araguari / MG",,,,premium,Araguari / MG,15/7/2021 - 21:9:20,https://www.mocabonitacachacaria.com.br/product-page/cachaça-colombina-03-anos-700ml
100,60fac1089a4cc55a32865615,Cachaça Alambique Brasil Premium Blend 750ml,"R$ 173,90",750ml,"750ml
40%
carvalho e amburana
3 anos
ouro
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho e Amburana
Armazenamento: 3 Anos
Volume: 750ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Ortiqueira/PR",40%,carvalho e amburana,3 anos,ouro,Ortiqueira/PR,15/7/2021 - 21:9:27,https://www.mocabonitacachacaria.com.br/product-page/cachaça-alambique-brasil-premium-blend-750ml
101,60fac1089a4cc55a32865616,Cachaça Claudionor 600ml,"R$ 47,90",600ml,"600ml
ouro
Januária / MG","Volume
Tipo
Origem","Volume: 600ml
Tipo: Ouro
Origem: Januária / MG",,,,ouro,Januária / MG,15/7/2021 - 21:9:35,https://www.mocabonitacachacaria.com.br/product-page/cachaça-claudionor-600ml
102,60fac1089a4cc55a32865617,Cachaça Claudionor 50ml,"R$ 17,90",50ml,"50ml
ouro
Januária / MG","Volume
Tipo
Origem","Volume: 50ml
Tipo: Ouro
Origem: Januária / MG",,,,ouro,Januária / MG,15/7/2021 - 21:9:43,https://www.mocabonitacachacaria.com.br/product-page/cachaça-claudionor-50ml
103,60fac1089a4cc55a32865618,Cachaça Orticana Prata 600ml,"R$ 22,90",600ml,"600ml
40%

inox
prata
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: 
Armazenamento: Inox
Volume: 600ml
Graduação Alcoólica: 40%
Tipo: Prata
Origem: Ortiqueira/PR",40%,,inox,prata,Ortiqueira/PR,15/7/2021 - 21:9:50,https://www.mocabonitacachacaria.com.br/product-page/cachaça-orticana-prata-600ml
104,60fac1089a4cc55a32865619,Cachaça Alambique Brasil Premium Carvalho 750ml,"R$ 173,90",750ml,"750ml
40%
carvalho francês
2 anos
ouro
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho Francês
Armazenamento: 2 Anos
Volume: 750ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Ortiqueira/PR",40%,carvalho francês,2 anos,ouro,Ortiqueira/PR,15/7/2021 - 21:9:59,https://www.mocabonitacachacaria.com.br/product-page/cachaça-alambique-brasil-premium-carvalho-750ml
105,60fac1089a4cc55a3286561a,Cachaça Alambique Brasil Blend 700ml,"R$ 72,90",700ml,"700ml
40%
carvalho e amburana
3 anos
ouro
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho e Amburana
Armazenamento: 3 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Ortiqueira/PR",40%,carvalho e amburana,3 anos,ouro,Ortiqueira/PR,15/7/2021 - 21:10:11,https://www.mocabonitacachacaria.com.br/product-page/cachaça-alambique-brasil-blend-700ml
106,60fac1099a4cc55a3286561b,Cachaça Claudionor 350ml,"R$ 26,90",350ml,"350ml
ouro
Januária / MG","Volume
Tipo
Origem","Volume: 350ml
Tipo: Ouro
Origem: Januária / MG",,,,ouro,Januária / MG,15/7/2021 - 21:10:18,https://www.mocabonitacachacaria.com.br/product-page/cachaça-claudionor-350ml
107,60fac1099a4cc55a3286561c,Cachaça Alambique Brasil Premium Amburana 750ml,"R$ 173,90",750ml,"750ml
40%
amburana
1 ano
ouro
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Armazenamento: 1 Ano
Volume: 750ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Ortiqueira/PR",40%,amburana,1 ano,ouro,Ortiqueira/PR,15/7/2021 - 21:10:26,https://www.mocabonitacachacaria.com.br/product-page/cachaça-alambique-brasil-premium-amburana-750ml
108,60fac1099a4cc55a3286561d,Cachaça Orticana Carvalho 700ml,"R$ 29,90",700ml,"700ml
40%
carvalho
1 ano
ouro
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Armazenamento: 1 Ano
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Ortiqueira/PR",40%,carvalho,1 ano,ouro,Ortiqueira/PR,15/7/2021 - 21:10:33,https://www.mocabonitacachacaria.com.br/product-page/cachaça-orticana-carvalho-700ml
109,60fac1099a4cc55a3286561e,Cachaça Germana Caetanos 1000ml,"R$ 61,90",1000ml,"1000ml
40%
amburana
1 ano
ouro
Nova União/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Armazenamento: 1 Ano
Volume: 1000ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Nova União/MG",40%,amburana,1 ano,ouro,Nova União/MG,15/7/2021 - 21:10:41,https://www.mocabonitacachacaria.com.br/product-page/cachaça-germana-caetanos-1000ml
110,60fac1099a4cc55a3286561f,Cachaça Alambique Brasil Prata 700ml,"R$ 60,90",700ml,"700ml
40%
dornas de inox

prata
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Dornas de Inox
Armazenamento: 
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Prata
Origem: Ortiqueira/PR",40%,dornas de inox,,prata,Ortiqueira/PR,15/7/2021 - 21:10:48,https://www.mocabonitacachacaria.com.br/product-page/cachaça-alambique-brasil-prata-700ml
111,60fac1099a4cc55a32865620,Cachaça Claudionor 670ml,"R$ 52,90",670ml,"670ml
ouro
Januária / MG","Volume
Tipo
Origem","Volume: 670ml
Tipo: Ouro
Origem: Januária / MG",,,,ouro,Januária / MG,15/7/2021 - 21:10:58,https://www.mocabonitacachacaria.com.br/product-page/cachaça-claudionor-670ml
112,60fac1099a4cc55a32865621,Cachaça Alambique Brasil Carvalho 700ml,"R$ 72,90",700ml,"700ml
40%
carvalho frances
2 anos
ouro
Ortiqueira/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho Frances
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Ortiqueira/PR",40%,carvalho frances,2 anos,ouro,Ortiqueira/PR,15/7/2021 - 21:11:5,https://www.mocabonitacachacaria.com.br/product-page/cachaça-alambique-brasil-carvalho-700ml
113,60fac1099a4cc55a32865622,Cachaça Alambique Brasil Amburana 700ml,"R$ 72,90",700ml,"700ml
40%
amburana
2 anos
ouro
Ortiqueira/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","A cachaça Alambique Brasil Amburana Ouro foi destilada em alambique de cobre e envelhecida em dornas de Amburana, que resulta em uma explosão de aromas florais e paladar adocicado. Uma cachaça que harmoniza com sobremesas.
 
Madeira: Amburana
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Ortiqueira/RS",40%,amburana,2 anos,ouro,Ortiqueira/RS,15/7/2021 - 21:11:13,https://www.mocabonitacachacaria.com.br/product-page/cachaça-alambique-brasil-amburana-700ml
114,60fac1099a4cc55a32865623,Cachaça Germana Heritage 10 anos Palha 700ml,"R$ 219,90",700ml,"700ml
40%
carvalho frances e bálsamo
10 anos
extra premium
Nova União/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho Frances e Bálsamo
Armazenamento: 10 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Extra Premium
Origem: Nova União/MG",40%,carvalho frances e bálsamo,10 anos,extra premium,Nova União/MG,15/7/2021 - 21:11:20,https://www.mocabonitacachacaria.com.br/product-page/cachaça-germana-heritage-700ml
115,60fac1099a4cc55a32865624,Cachaça Bocaina Bálsamo 700ml,"R$ 67,90",700ml,"700ml
40%
balsamo
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Balsamo
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,balsamo,2 anos,ouro,Lavras/MG,15/7/2021 - 21:11:27,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-balsamo-700ml
116,60fac1099a4cc55a32865625,Cachaça Bocaina Carvalho Cerâmica 120ml,"R$ 48,90",120ml,"120ml
40%
carvalho
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Armazenamento: 2 Anos
Volume: 120ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,carvalho,2 anos,ouro,Lavras/MG,15/7/2021 - 21:11:34,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-carvalho-cerâmica-120ml
117,60fac10a9a4cc55a32865626,Cachaça Bocaina Jequitibá Cerâmica 120ml,"R$ 47,90",120ml,"120ml
40%
jequitibá
2 anos
prata
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jequitibá
Armazenamento: 2 Anos
Volume: 120ml
Graduação Alcoólica: 40%
Tipo: Prata
Origem: Lavras/MG",40%,jequitibá,2 anos,prata,Lavras/MG,15/7/2021 - 21:11:41,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-jequitibá-cerâmica-120ml
