,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,LINK,DATA_COLETA
34,60e5f1ad821b7dff8d507b06,Cachaça Prosa Mineira Reserva Edição Especial," R$ 174,90","Para elaborar essa cachaça nos inspiramos nos poetas, pois foi necessário externar nossos sentimentos mais profundos, para oferecer a você, em um único produto , o perfeito equilibrio entre a tradição, qualidade, requinte e bom gosto , transformando a excelencia em doses de prazer. Envelhecida por 2 anos em tonel virgem de carvalho americano e castanheira, essa reserva especial possui um aroma suave, levemente adocicado, com uma combinação de frutas e aromas, criando um destilado autenticamente marcante .Ao apreciador traz a quietude na alma, muitas vezes encontrada á sombra de uma árvore, onde a brisa traz consigo as doces recordações dos momentos vividos e a maturidade para valorizá-los. ",Volume: 750ml,Grad Alcool: 40%,Madeira: Carvalho Americano e Castanheira,,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-prosa-mineira-reserva-edicao-especial,26/06/2021 16:57
35,60e5f1ad821b7dff8d507b07,Cachaça Hanavilhana," R$ 29,90","A Cachaça Hanavilhana é produzida na região de Salinas - MG, famosa por ser conhecida como a Capital da Cachaça, e envelhecida em tonéis de Amburana por 2 Anos.Coloração: Amarela suaveAnálise: Sabor levemente adocicado e toques de canela. Aroma intenso e bem característico.",Volume: 600ml,Grad Alcool: 42%,Madeira: Umburana,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-hanavilhana-600ml,26/06/2021 16:57
36,60e5f1ad821b7dff8d507b08,Cachaça Reserva Ouro de Minas Fusca," R$ 54,90","Cachaça Reserva Ouro de Minas FuscaA Cachaça Reserva Ouro de Minas é uma cachaça refinada de produção artesanal da cidade de Salinas/MG. O envelhecimento é feito em tonéis de madeira de umburana, dando um requintado sabor á cachaça, tornando-a uma bebida especial, com cor, sabor e aroma único, características que cativam seus apreciadores.Cachaça Artesanal , produzida no Norte de Minas Gerais Origem: Salinas / Minas Gerais / Brasil Madeira: Amburana Teor Alcoólico: 40.00% Volume: 880 ml Tipo: Ouro ",Volume: 880,Grad Alcool: 40%,Madeira: Umburana,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-reserva-ouro-de-minas-fusca,26/06/2021 16:57
37,60e5f1ad821b7dff8d507b09,Cachaça Hanavilhana," R$ 35,20","A Cachaça Hanavilhana é produzida na região de Salinas - MG, famosa por ser conhecida como a Capital da Cachaça, e envelhecida em tonéis de Amburana por 2 Anos.Coloração: Amarela suaveAnálise: Sabor levemente adocicado e toques de canela. Aroma intenso e bem característico.",Volume: 670ml,Grad Alcool: 42%,Madeira: Umburana,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-hanavilhana,26/06/2021 16:57
38,60e5f1ad821b7dff8d507b0a,Cachaça Reserva Ouro de Minas Violino," R$ 54,90","Cachaça Reserva Ouro de Minas ViolinoA Cachaça Reserva Ouro de Minas é uma cachaça refinada de produção artesanal da cidade de Salinas/MG. O envelhecimento é feito em tonéis de madeira de umburana, dando um requintado sabor á cachaça, tornando-a uma bebida especial, com cor, sabor e aroma único, características que cativam seus apreciadores.Cachaça Artesanal , produzida no Norte de Minas Gerais Origem: Salinas / Minas Gerais / Brasil Madeira: Amburana Teor Alcoólico: 40.00% Volume: 580 ml Tipo: Ouro ",Volume: 580ml,Grad Alcool: 40%,Madeira: Umburana,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-reserva-ouro-de-minas-violino,26/06/2021 16:57
39,60e5f1ae821b7dff8d507b0b,Cachaça Cachoeira balsamo," R$ 34,90","A Cachaça Cachoeira é produzida região de Salinas, Minas Gerais, possui sabor terroir e características típicas da região de Salinas, com sabor marcante, elegante e persistente na boca.Madeira: Bálsamo e Pau D'arcoGrad. Alcoólica: 48%​Volume: 670 mlTempo de Envelhecimento: 3 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor com notas de anis e acidez equilibrada. Aroma perfumado com notas de ervas.",Volume: 670ml,Grad Alcool: 48%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 3 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-cachoeira-balsamo-670ml,26/06/2021 16:57
40,60e5f1ae821b7dff8d507b0c,Cachaça Asa Branca Balsamo," R$ 26,00","Cachaça Asa Branca Balsamo A Asa Branca Bálsamo é uma cachaça com sabor terroir e caracteríticas típicas da região de Salinas, suave, elegante e persistente na boca. Agrada a todos os degustadores. Madeira: BálsamoGrad. Alcoólica: 47%Volume: 600 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor intenso e amadeirado. Aroma de especiarias e anis.",Volume: 600ml,Grad Alcool: 47%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-asa-branca-balsamo-600ml,26/06/2021 16:57
41,60e5f1ae821b7dff8d507b0d,Cachaça Asa Branca Amburana," R$ 26,00","A Asa Branca Amburana é uma cachaça com sabor terroir e caracteríticas típicas da região de Salinas, suave, elegante e persistente na boca. Agrada a todos os degustadores. Madeira: AmburanaGrad. Alcoólica: 40%Volume: 600 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: Dourada",Volume: 600ml,Grad Alcool: 40%,Madeira: Umburana,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-asa-branca-amburana-600ml,26/06/2021 16:57
42,60e5f1ae821b7dff8d507b0e,Cachaça Sabiá," R$ 59,90","Cachaça Sabiá A cachaça Sabiá é produzida na região de Salinas e envelhecida em tonéis de Bálsamo. A Cachaça possui sabor terroir e caracteríticas típicas da região de Salinas, uma cachaça fina de sabor marcante, elegante e persistente na boca. Agrada a todos os degustadores.Madeira: BálsamoGrad. Alcoólica: 44%Volume: 600 mlTempo de Envelhecimento: 14 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor intenso e típico de madeira. Possui aromas intenso de especiarias.",Volume: 600ml,Grad Alcool: 44%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 14 Anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-sabia-600ml,26/06/2021 16:57
43,60e5f1ae821b7dff8d507b0f,Cachaça Majestade," R$ 27,70","Salinas é um município que possui características próprias para produção da melhor cachaça do mundo.No ano de 2000, resolveram os irmãos MAÇONS, Nestor Sérgio de Oliveira Santos, Levindo de Castro Pinto Filho e Adalcino França Junior montaram uma sociedade, com o objetivo de fabricarem cachaça.Depois da decisão tomada, iniciaram as discussões e logo em seguida, buscas foram feitas para aquisição de um terreno apropriado. Após várias reuniões e visitas às fazendas nas proximidades, foi adquirido um terreno às margens da barragem de Salinas em novembro de 2000.Em janeiro de 2001, as atividades foram iniciadas e em seguida, o plantio da cana em um espaço de 9 hectares, que hoje foi ampliado devido a demanda.A primeira alambicagem ocorreu no ano de 2001, sendo a produção vendida a granel, prática que perdurou até o início do ano de 2009, quando a empresa fez o seu primeiro envasamento do produto, sendo este colocado a venda em 16 de abril do corrente ano.Em 10 de julho de 2008, para exposição no VII Festival Mundial da cachaça, foram envasadas as primeiras garrafas da cachaça Majestade, na engarrafadora da Seleta e da COOPERCACHAÇA.No dia 16 de abril de 2009 foi envasado o primeiro lote do produto, na própria fábrica, Agroindústria Três Irmãos onde deu início a sua comercialização.A cachaça Majestade é produzida artesanalmente, destilada em alambiques de cobre e armazenada em tonéis de bálsamo. A sede da cachaça está localizada na Fazenda Três Irmãos – Rodovia Salinas/Taiobeiras, Km 10, Zona Rural, Município de Salinas – Minas Gerais.Nossos produtos são feitos de forma a serem inconfundíveis, com uma qualidade superior, desde a sua fabricação até o envase. Mesmo tendo lindas garrafas, caixas, dentre outros, os nossos produtos dispensa apresentações. Madeira: BálsamoGrad. Alcoólica: 43%Volume: 600 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MG - BrasilColoração: DouradaAnálise: Sabor intenso e típico de madeira. Possui aromas intenso de especiarias.",Volume: 600ml,Grad Alcool: 43%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-majestade-600ml,26/06/2021 16:57
44,60e5f1ae821b7dff8d507b10,Cachaça Sabiá Especial 14 Anos Estojo especial," R$ 229,00","Cachaça Sabiá Especial 14 AnosA cachaça Sabiá é produzida na região de Salinas e envelhecida em tonéis de Bálsamo. A Cachaça possui sabor terroir e caracteríticas típicas da região de Salinas, uma cachaça fina de sabor marcante, elegante e persistente na boca. Agrada a todos os degustadores.Madeira: BálsamoGrad. Alcoólica: 44%Volume: 750 mlTempo de Envelhecimento: 14 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor intenso e típico de madeira. Possui aromas intenso de especiarias. ",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-sabia-especial-10-anos-estojo-especial,26/06/2021 16:58
45,60e5f1ae821b7dff8d507b11,Cachaça Sambaqui ," R$ 39,99","A Cachaça Sambaqui é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: balsamoGrad. Alcoólica: 42%​Volume: 970 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: Branca incolorAnálise: Aroma que remete a cana. ",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-sambaqui,26/06/2021 16:58
46,60e5f1ae821b7dff8d507b12,Coquetel de Cachaça Cacharioca Canela," R$ 48,00","Coquetel de Cachaça Cacharioca CanelaProduzido artesanalmente , com delicioso sabor de CanelaSabor : CanelaVolume : 700 mlOrigem : Salinas Minas Gerais , brasil ",,,,,,https://www.cachacariasalinas.com.br/cachacas/coquetel-de-cachaca-cacharioca-canela,26/06/2021 16:58
47,60e5f1ae821b7dff8d507b13,Cachaça Terra de Ouro prata Classic," R$ 39,99","A Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: InoxGrad. Alcoólica: 40%​Volume: 750 mlTempo de Envelhecimento: n/aOrigem: Salinas/MGColoração: Branca incolorAnálise: Aroma que remete a cana. Cachaça ideal para drinks, caiprinhas, batidas ou coquetéis.",Volume: 750ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-prata-classic-750ml,26/06/2021 16:58
48,60e5f1ae821b7dff8d507b14,Cachaça Cacharioca tradicional ," R$ 39,99","A Cachaça Cacharioca é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: InoxGrad. Alcoólica: 40%​Volume: 700 mlTempo de Envelhecimento: n/aOrigem: Salinas/MGColoração: Branca incolorAnálise: Aroma que remete a cana. Cachaça ideal para drinks, caiprinhas, batidas ou coquetéis.",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-cacharioca-tradicional,26/06/2021 16:58
49,60e5f1ae821b7dff8d507b15,Cachaça Terra de Ouro balsamo," R$ 27,50","Cachaça Terra de Ouro balsamo 300ml A Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: BálsamoGrad. Alcoólica: 42%​Volume: 300 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor suave. Aroma misto de madeira (bálsamo) com a pura cachaça artesanal.",Volume: 300ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-balsamo-300ml,26/06/2021 16:58
50,60e5f1af821b7dff8d507b16,Cachaça Terra de Ouro prata," R$ 27,50","A Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: InoxGrad. Alcoólica: 42%​Volume: 300 mlTempo de Envelhecimento: n/aOrigem: Salinas/MGColoração: Branca incolorAnálise: Aroma que remete a cana. Cachaça ideal para drinks, caiprinhas, batidas ou coquetéis.",Volume: 300ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-prata-300ml,26/06/2021 16:58
51,60e5f1af821b7dff8d507b17,Cachaça Terra de Ouro prata," R$ 39,99","A Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: InoxGrad. Alcoólica: 42%​Volume: 600 mlTempo de Envelhecimento: n/aOrigem: Salinas/MGColoração: Branca incolorAnálise: Aroma que remete a cana. Cachaça ideal para drinks, caiprinhas, batidas ou coquetéis.",Volume: 600ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-prata-600ml,26/06/2021 16:58
52,60e5f1af821b7dff8d507b18, Cachaça Terra de Ouro prata," R$ 49,90","A Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: InoxGrad. Alcoólica: 42%​Volume: 700 mlTempo de Envelhecimento: n/aOrigem: Salinas/MGColoração: Branca incolorAnálise: Aroma que remete a cana. Cachaça ideal para drinks, caiprinhas, batidas ou coquetéis.",Volume: 700ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-prata-700ml,26/06/2021 16:59
53,60e5f1af821b7dff8d507b19,Cachaça Terra de Ouro porcelana balsamo," R$ 96,00","Cachaça Terra de Ouro balsamo 700ml procelanaA Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: BálsamoGrad. Alcoólica: 42%​Volume: 700 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor suave. Aroma misto de madeira (bálsamo) com a pura cachaça artesanal.",Volume: 700ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-porcelana-balsamo-700ml,26/06/2021 16:59
54,60e5f1af821b7dff8d507b1a,Cachaça Terra de Ouro balsamo," R$ 49,90","Cachaça Terra de Ouro balsamo 700ml A Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: BálsamoGrad. Alcoólica: 42%​Volume: 700 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor suave. Aroma misto de madeira (bálsamo) com a pura cachaça artesanal.",Volume: 700ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-balsamo-700ml,26/06/2021 16:59
55,60e5f1af821b7dff8d507b1b,Cachaça Terra de Ouro balsamo," R$ 39,99","Cachaça Terra de Ouro balsamo 600ml A Cachaça Terra de Ouro é produzida na cidade mineira de Salinas, região internacionalmente reconhecida por abrigar as melhores cachaças existentes no mercado mundial. Sua elaboração é totalmente artesanal, dotada de segredos e técnicas de gente que vive em meio à produção de cachaça desde que nasceu, conservando a essência das cachaças de Salinas.Madeira: BálsamoGrad. Alcoólica: 42%​Volume: 600 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: DouradaAnálise: Sabor suave. Aroma misto de madeira (bálsamo) com a pura cachaça artesanal.",Volume: 600ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-terra-de-ouro-balsamo-600ml,26/06/2021 16:59
56,60e5f1af821b7dff8d507b1c,Cachaça Sabor de Minas Porcelana Moringa," R$ 59,90","A Porcelana Moringa da Sabor de Minas é um presente artesanal, além de fino e original. Madeira: Bálsamo e JequitibáGrad. Alcoólica: 42%Volume: 250 mlTempo de Envelhecimento: 2 anosOrigem: Salinas/MGColoração: Amarela SuaveAnálise: Sabor suave, levemente picante e quente. ",Volume: 250ml,,,,,https://www.cachacariasalinas.com.br/kits-especiais/cachaca-sabor-de-minas-porcelana-moringa-250ml,26/06/2021 16:59
57,60e5f1af821b7dff8d507b1d,Cachaça Pinga Ni Mim Reserva do Serjão 7 Madeiras Embalagem presente ," R$ 175,00","A Cachaça Pinga ni Mim, produzida pela Meia Lua Destilaria, é uma homenagem ao cantor e ator, Sérgio Reis, que tem a música como marco na sua carreira de grande artista nacional. Lançada nos anos 80 a música Pinga Ni Mim ultrapassa gerações e é sucesso até hoje em todos os shows em que é apresentada.A Cachaça Pinga Ni Mim Reserva do Serjão é um blend elegante de 7 madeiras envelhecidas 8 anos em madeiras de primeiro uso.Madeira: São 7 madeiras - Carvalho americano, Carvalho francês, Amburana, Bálsamo, Eucalipto, Castanheira e Canela sassafrásGrad. Alcoólica: 40%Volume: 700 mlTempo de Envelhecimento: 8 anos em barris de primeiro usoOrigem: Salinas/MGColoração: Amarelo suave",Volume: 700ml,,,Origem: Salinas MG,,https://www.cachacariasalinas.com.br/cachacas/cachaca-pinga-ni-mim-reserva-do-serjao-7-madeiras-embalagem-presente-mdf,26/06/2021 16:59
58,60e5f1af821b7dff8d507b1e,Cachaça Piragibana rotulo novo," R$ 225,00","Cachaça Piragibana ( rotulo novo )Uma das mais antigas cachaças de Minas Gerais , famosa , rara de ser encontrada, produzida artesanalmente na cidade de Salinas Minas Gerais .A Piragibana é uma cachaça que vem de geração em geração de familia mantendo a tradição da cachaça artesanal mineira .",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-piragibana-rotulo-antigo-,26/06/2021 16:59
59,60e5f1b0821b7dff8d507b1f,Cachaça Piragibana rotulo antigo," R$ 225,00","Cachaça PiragibanaUma das mais antigas cachaças de Minas Gerais , famosa , rara de ser encontrada, produzida artesanalmente na cidade de Salinas Minas Gerais .A Piragibana é uma cachaça que vem de geração em geração de familia mantendo a tradição da cachaça artesanal mineira .",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-piragibana-rotulo-antigo,26/06/2021 16:59
60,60e5f1b0821b7dff8d507b20,Cachaça Sabor de Minas," R$ 38,00","Esta é um cachaça com envelhecimento por 02 (dois) anos em tóneis de bálsamo e jequitibá,baixíssima acidez e graduação alcoólica de 42 GL , garantem a cachaça Sabor de Minas um agradável e incomparável sabor, destacando-se entre as melhores de Salinas, tanto pelo seu suave paladar como pela sua qualidade.Grad. Alcool.: 42,0 % Vol.)Produzida na cidade de Salinas(MG) Tempo de Envelhecimento: 2 Anos Conteúdo : 500 ml Garrafa Tipo Garrafa Transparente Prazo de Validade : Indeterminado ",Volume: 500ml,Grad Alcool: 42%,Madeira: Balsamo,Origem: Salinas MG,Envelhecimento: 2 anos,https://www.cachacariasalinas.com.br/cachacas/cachaca-sabor-de-minas-500ml,26/06/2021 16:59
61,60e5f1b0821b7dff8d507b21,Cachaça Anisio Santiago + tubo personalizado," R$ 378,00","Cachaça Anisio Santiago Havana e Produzida em Salinas, Norte de Minas Gerais, desde a década de 1940, essa marca tornou-se símbolo da cachaça artesanal do País devido à sua qualidade e tradição. Com produção limitada e envelhecida por cerca de dez anos em tonéis de bálsamo, tornou-se rara no mercado, sendo disputada por degustadores e colecionadores do País e do exterior.A sua demanda é reprimida pela oferta restrita no mercado. São comercializadas no MÁXIMO sete mil garrafas de 600 ml no mercado por ano. Com esse método reservado controla-se o estoque da cachaça (envelhecida) disponível para comercialização ao longo do ano. Com isso a cachaça tornou-se extremamente valorizada e muito cobiçada.Informações do produtoGrad. Alcool.: 47 % Vol.) Envelhecida em tónel: Balsamo Tempo de Envelhecimento: 12 Anos Conteúdo : 600 ml Garrafa : Tradicional Prazo de Validade : Indeterminado Evite o consumo Excessivo de Álcool Cachaça Anísio Santiago is a highly awarded cachaça, elected and praised as the best cachaça in Brazil and in the world. It is one of the noble cachaça, easily identified blindly by the striking aroma and unmistakable flavor. ",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-anisio-santiago-tubo-personalizado,26/06/2021 16:59
62,60e5f1b0821b7dff8d507b22,Cachaça Cabaré Extra Premum 15 anos ," R$ 345,00","Historia da CabaréEm 2013, os cantores sertanejos Leonardo e Eduardo Costa se reuniram para a gravação do CD e DVD Cabaré. A partir da parceria, surgiu a Cachaça Cabaré Amburana 700ml, uma cachaça armazenada por seis meses em barris de amburana, com graduação alcoólica de 38%. O destilado é uma união da dupla com o engenho Dom Tápparo, de Mirassol, São Paulo.Historia do AlambiqueA Cachaça Cabaré surgiu por iniciativa do Sr. José Tápparo, que em 1978 resolveu produzir cachaça para consumo próprio e presentear os amigos. A bebida fez tanto sucesso que apreciadores começaram a querer comprá-la. Foi então que ele viu nessa atividade uma oportunidade de negócio.Com o passar dos anos, e a entrada dos filhos Ademílson e Carlos na empresa, o engenho cresceu e passou a produzir vários tipos de cachaças, coquetéis alcoólicos e licores. Hoje, a empresa conta com a colaboração da terceira geração da família Tápparo: Bruno, Giovanni, Breno, Marcus, Fernando e Carla.Toda a produção da cachaça acontece na propriedade da família, desde o plantio da cana-de-açúcar até a moagem e a destilação. O envelhecimento é feito em barris de carvalho europeu e americano, além de outras madeiras, como amburana e amendoim.A Cachaça Oficial do Leonardo e do Eduardo CostaEnvelhecida 15 em barris de Carvalho EuropeuGrad. Alcoólica: 38%Volume: 700mlAcompanha Veludo Vermelho “Atualmente conta com 07 medalhas de prestígio, sendo 03 internacionais e 04 nacionais”Prêmios 2016 – Medalha de Prata no Concurso Mundial de Bruxelas Edição Brasil 2016 – Medalha de Ouro no Expo Cachaça 2017 – Medalha de Prata no Concurso Mundial de Bruxelas Edição Brasil 2017 – Medalha de Ouro no Expo Cachaça 2018 – Medalha de Ouro no Concurso Mundial de Bruxelas Edição Brasi 2019 – Medalha Grande Ouro 1° Concurso Mundial de Vinhos e Destilados do Brasil 2020 – Medalha Grande Ouro 1° Concurso Mundial de Vinhos e Destilados do Brasil ",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-cabare-extra-premum-15-anos,26/06/2021 17:00
63,60e5f1b0821b7dff8d507b23,Cachaça Nova Aliança Umburana," R$ 33,60","A Cachaça Nova Aliança Umburana, produzida na região de Salinas - Minas Gerais, é envelhecida em tonéis de Umburana por 3 anos, o que confere uma coloração amarelo claro, ótima limpidez e transparência. Aroma suave, que remete a especiarias com destaque para o cheiro suave de canela e com toques adocicados bem moderados. Sabor moderado com destaque para a percepção do álcool e acidez sutil.Madeira: Amburana/UmburanaGrad. Alcoólica: 48%Volume: 600 mlTempo de Envelhecimento: 3 anosOrigem: Salinas/MGColoração: Amarela suave",Volume: 600ml,,,Origem: Salinas MG,,https://www.cachacariasalinas.com.br/cachacas/cachaca-nova-alianca-umburana-600ml,26/06/2021 17:00
64,60e5f1b0821b7dff8d507b24,Cachaça Nova Aliança Bálsamo," R$ 30,40","A cachaça Nova Aliança Bálsamo é produzida na região de Salinas - Minas Gerais, é envelhecida em tonéis de Bálsamo por 3 anos, o que confere uma coloração dourada, ótima limpidez e viscosidade.Madeira: BálsamoGrad. Alcoólica: 48%Volume: 600 mlTempo de Envelhecimento: 3 anosOrigem: Salinas/MG - BrasilColoração: Dourada",Volume: 600ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-nova-alianca-balsamo-600ml,26/06/2021 17:00
65,60e5f1b0821b7dff8d507b25,Cachaça Nova Aliança Porcelana Corpo Mulher," R$ 112,00","A cachaça Nova Aliança Bálsamo é produzida na região de Salinas - Minas Gerais, é envelhecida em tonéis de Bálsamo por 3 anos, o que confere uma coloração dourada, ótima limpidez e viscosidade.Madeira: BálsamoGrad. Alcoólica: 48%Volume: 600 mlTempo de Envelhecimento: 3 anosOrigem: Salinas/MG - BrasilColoração: Dourada",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-nova-alianca-porcelana-corpo-mulher,26/06/2021 17:00
66,60e5f1b1821b7dff8d507b26,Cachaça Nova Aliança Porcelana Corpo Biquini," R$ 112,00","A cachaça Nova Aliança Bálsamo é produzida na região de Salinas - Minas Gerais, é envelhecida em tonéis de Bálsamo por 3 anos, o que confere uma coloração dourada, ótima limpidez e viscosidade.Madeira: BálsamoGrad. Alcoólica: 48%Volume: 600 mlTempo de Envelhecimento: 3 anosOrigem: Salinas/MG - BrasilColoração: Dourada",,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-nova-alianca-porcelana-corpo-biquini,26/06/2021 17:00
67,60e5f1b1821b7dff8d507b27,Cachaça Nova Aliança Porcelana Oval," R$ 88,00","A cachaça Nova Aliança Bálsamo é produzida na região de Salinas - Minas Gerais, é envelhecida em tonéis de Bálsamo por 3 anos, o que confere uma coloração dourada, ótima limpidez e viscosidade.Madeira: BálsamoGrad. Alcoólica: 48%Volume: 670 mlTempo de Envelhecimento: 3 anosOrigem: Salinas/MG - BrasilColoração: Dourada",Volume: 670ml,,,,,https://www.cachacariasalinas.com.br/cachacas/cachaca-nova-alianca-porcelana-oval-670ml,26/06/2021 17:00
