,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,GRADUAÇÃO_ALCOÓLICA,DATA_COLETA,LINK
144,60d64d5fe0db9562715084d2,Cachaça Sentinela 500 ML,"R$ 49,90",Volume: 500 ml,"Cachaça Sentinela 500 ml
Histórico da Fazenda orgânica
A “Fazenda Arrozal do Isidoro” situada na região da Matrona, conhecida e certificada como uma das melhores terras do município de Salinas/MG, foi adquirida em 25/01/1995 pelo proprietário Dioceno Pereira Leite. Verificando que se tratava de um solo preto e de boa qualidade, foi iniciado a coleta de várias amostras de terra e encaminhadas para o laboratório, objetivando fazer uma análise técnica do solo. O resultado foi surpreendente. Apresentou uma qualidade acima da expectativa.
    Logo em seguida, foram implantadas técnicas de melhoria da qualidade da terra através de estudos e contatos com especialistas da área que repassaram a utilização de técnicas eficientes. Todo processo foi iniciado com o plantio direto, compostagem, feita com produtos naturais, rotação de cultura, adubo verde cultivando várias leguminosas como, lambe-lambe, mucuna preta, feijão-guandu e leocena. Estas leguminosas oferecem uma grande quantidade de material orgânico e bactérias fixadoras de nitrogênio.
    Em 2002, estando com a terra bem trabalhada organicamente, foi feito o contato com a Certificadora Minas Orgânica, situada em Belo Horizonte/MG e recebeu a visita do Dr. Alexandre Vidal, médico veterinário, para inspecionar e orientar devidamente todos os funcionários da fazenda dando todas as orientações do que é permitido para que uma fazenda tenha certificado de orgânica. Com o auxílio deste técnico, foi feito um mapeamento de 5 hectares para iniciar o processo orgânico.
    Inúmeras mudanças foram ocorrendo, tanto na prática, como na reversão dos valores e conceitos ambientais envolvendo todos os funcionários e trabalhadores que foram sensibilizados e conscientizados pelo novo modelo da fazenda e sua preservação ambiental.
    Em 2005, a fazenda já registrada como orgânica, sob o registro Nº MG074, estava com todas as condições de produzir qualquer produto orgânico, e, não existindo nenhum produtor de cachaça orgânica na região de Salinas/MG, foi optado pelo plantio da cana orgânica para a produção da Cachaça Orgânica Sentinela. Para iniciar o plantio, necessitava de mudas orgânicas. Foram feitas pesquisas em várias certificadoras de produtos orgânicos e não conseguindo a cana na região, o técnico da certificadora orientou para que utilizasse a cana convencional produzida na Escola Agrotécnica Federal de Salinas/MG, onde é ministrado o 1º curso superior do mundo, em Tecnologia e Produção de Cachaça. Destas mudas convencionais fez-se um viveiro em terra orgânica. Somente em 2006 foi feito o 1º corte e assim iniciou-se o plantio da cana orgânica para fabricação da Cachaça Sentinela, perfeitamente orgânica.
 
Grad. Alcool : 41,0 %
Produzida na cidade de Salinas (MG)
Contedo : 500 ml
Garrafa : transparente cachaca do Brasil
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de alcool
Produzida Artesanalmente",,,,25/6/2021 - 18:25:29,https://cachacaepinga.com.br/produto/79/cachaca-sentinela-500-ml
145,60d64d60e0db9562715084d3,Cachaça Serra Morena,"R$ 89,90",Volume: 600 ml,"Cachaça Serra Morena  600 ML Do mesmo Produtor da Cachaça Piragibana Grad. Alcool.: 48,6 % Vol.) Produzida na cidade de Salinas (MG)Conteúdo: 600 ml Garrafa: tradicionalPrazo de Validade: Indeterminado
 Evite o consumo Excessivo de Álcool",,,,25/6/2021 - 18:25:34,https://cachacaepinga.com.br/produto/78/cachaca-serra-morena
146,60d64d60e0db9562715084d4,Cachaça Salivana Prata 600 ML,"R$ 29,90",Volume: 600 ml,"Cachaça Salivana Prata 600 ML 


A Cachaça Salivana e produzida pelo mesmo fabricante da Cachaça Beija - Flor 

A  Produção e feita de forma muito cuidadosa são canas selecionadas e todo um cuidado especial na produção fazem da cachaça Salivana Prata 
 umas das mais saborosas da nossa região Ideal para drinks e Caipirinha mais  uma exelente pedida e tem aprovação da nossa 
loja e de nosos consumidores. 

Graduação Alcolica: 42% Vol
Descança em Toneis de Aço Inox 
Conteudo: 600 ML 
Garrafa: Tradicional 
Prazo de Validade: Indeterminado 
Evite o consumo Exessivo de Àlcool",,,,25/6/2021 - 18:25:38,https://cachacaepinga.com.br/produto/67/cachaca-salivana-prata-600-ml
147,60d64d60e0db9562715084d5,Cachaça Salivana 600 ML GP,"R$ 29,90",Volume: 600 ml,Cachaça Salivana 600 ML A Cachaça Salivana e produzida pelo mesmo fabricante da Cachaça Beija - Flor A  Produção e feita de forma muito cuidadosa são canas selecionadas e todo um cuidado especial na produção fazem da cachaça Salivana umas das mais saborosas da nossa região envelhecida em toneis de umburana por 2 anos essa e uma exelente pedida e tem aprovação da nossa loja e de nosos consumidores. Graduação Alcolica: 42% VolEnvelhecimento por 2 anos em Umburana Conteudo: 600 ML Garrafa: Tradicional Prazo de Validade: Indeterminado Evite o consumo Exessivo de Àlcool,,,,25/6/2021 - 18:25:43,https://cachacaepinga.com.br/produto/62/cachaca-salivana-600-ml-gp
148,60d64d60e0db9562715084d6,Cachaça Lua Cheia 670 ML,"R$ 94,90",Volume: 670 ml,"Início
Tudo começou em 1972 quando o Sr. João Fernandes Sobrinho homem simples das circunvizinhanças da cidade de Salinas, Minas Gerais, iniciou sua produção muito humilde e simples de aguardente de cana, ali, na Fazenda Jacurutu, com muita dificuldade e lutas.
 
Nasceu naquela busca constante pela sobrevivência de seus entes queridos um produto especial, que hoje, conhecido como CACHAÇA LUA CHEIA, alcançou os bares, restaurantes, shopping centers, e todas as mesas daqueles apreciadores da legítima cachaça artesanal brasileira.
 
Grad. Alcool: 45% vol.
Produzida na cidade de Salinas (MG)
Conteúdo: 670 ml
Garrafa: transparente",,,,25/6/2021 - 18:25:47,https://cachacaepinga.com.br/produto/59/cachaca-lua-cheia-670-ml
149,60d64d60e0db9562715084d7,Cachaça Rio Salinas Prata 670,"R$ 22,90",Volume: 670 ml,Grad. Alcool.: 42 % Vol.) Conteúdo : 670 ml Envelhecimento: 2 anos em  Jequitiba  Garrafa : transparente Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 42%,25/6/2021 - 18:25:52,https://cachacaepinga.com.br/produto/57/cachaca-rio-salinas-prata-670
150,60d64d60e0db9562715084d8,Cachaça Rio Salinas Ouro 600 ml,"R$ 15,90",Volume: 600 ml,Grad. Alcool.: 42 % Vol.) Envelhecida em  tónel: BalsamoTempo de Envelhecimento: 3 Anos Conteúdo : 600 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 42%,25/6/2021 - 18:25:56,https://cachacaepinga.com.br/produto/56/cachaca-rio-salinas-ouro-600-ml
151,60d64d60e0db9562715084d9,Cachaça Segredo de Salinas,"R$ 14,90",Volume: 670 ml,Grad. Alcool.: 42 % Vol.) Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,,Grad. Alcool: 42%,25/6/2021 - 18:26:1,https://cachacaepinga.com.br/produto/50/cachaca-segredo-de-salinas
152,60d64d60e0db9562715084da,Cachaça Salimel 670 ML,"R$ 59,90",Volume: 670 ml,"Cachaça Salimel 670 ML 

Grad. Alcool.: 42 % Vol.)
Conteúdo : 670 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,,Grad. Alcool: 42%,25/6/2021 - 18:26:5,https://cachacaepinga.com.br/produto/47/cachaca-salimel-670-ml
153,60d64d60e0db9562715084db,Cachaça Sabor de Salinas,"R$ 15,90",Volume: 670 ml,Grad. Alcool.: 40 % Vol.) Envelhecida em  tónel de Balsamo Tempo de Envelhecimento: 3 anos  Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 40%,25/6/2021 - 18:26:9,https://cachacaepinga.com.br/produto/45/cachaca-sabor-de-salinas
154,60d64d61e0db9562715084dc,Cachaça Memoria de Salinas,"R$ 14,90",Volume: 670 ml,Grad. Alcool.: 42 % Vol.) Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,,Grad. Alcool: 42%,25/6/2021 - 18:26:14,https://cachacaepinga.com.br/produto/34/cachaca-memoria-de-salinas
155,60d64d61e0db9562715084dd,Cachaça Meia Lua 670 ml,"R$ 35,90",Volume: 670 ml,"Grad. Alcool.: 43 % Vol.)
Envelhecida em  tónel: Balsamo
Tempo de Envelhecimento: 2 Anos
Conteúdo : 670 ml
Garrafa : tradicional
Prazo de Validade : Indeterminado
Evite o consumo Excessivo de Álcool",,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 43%,25/6/2021 - 18:26:18,https://cachacaepinga.com.br/produto/33/cachaca-meia-lua-670-ml
156,60d64d61e0db9562715084de,Cachaça Indiana,"R$ 22,90",Volume: 670 ml,Grad. Alcool.: 44 % Vol.) Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,,Grad. Alcool: 44%,25/6/2021 - 18:26:23,https://cachacaepinga.com.br/produto/30/cachaca-indiana
157,60d64d61e0db9562715084df,Cachaça Flor de Salinas 700 ML,"R$ 28,90",Volume: 700 ml,Grad. Alcool.: 43 % Vol.) Envelhecida em  tónel: BalsamoTempo de Envelhecimento: 2  Anos Conteúdo :700 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,Tempo de Envelhecimento: 2 anos,Grad. Alcool: 43%,25/6/2021 - 18:26:27,https://cachacaepinga.com.br/produto/27/cachaca-flor-de-salinas-700-ml
158,60d64d61e0db9562715084e0,Cachaça Erva Doce 750 ML Especial,"R$ 99,90",Volume: 750 ml,"Cachaça Erva Doce 750 ML
Grad. Alc. 39% Vol
Armazenada Em Carvalho e Senna Macranthera
Garrafa : Especial 750 ML
Prazo de Validade : Indeterminado
Evite o consumo excessivo de Alcool",,,,25/6/2021 - 18:26:32,https://cachacaepinga.com.br/produto/23/cachaca-erva-doce-750-ml-especial
159,60d64d61e0db9562715084e1,Cachaça Dona Moça,"R$ 21,00",Volume: 670 ml,Cachaça Dona Moça Envelhecida em Toneis de Carvalho por 4 Anos com a sua produção Limitada. A Cachaça Dona Moça Vem conquistando apreciadores de todo o mundo. Alem de ser uma exelente Cachaça e um Exelente Presente.Produzida em Salinas - MG Grad. Alcool.: 44 % Vol.) Envelhecida em CarvalhoConteúdo : 670 ml  Garrafa : Tranparente Prazo de Validade : Indeterminado  Evite o Consumo Excessivo de Álcool,,,Grad. Alcool: 44%,25/6/2021 - 18:26:36,https://cachacaepinga.com.br/produto/22/cachaca-dona-moca
160,60d64d61e0db9562715084e2,Cachaça Contendas,"R$ 99,90",Volume: 600 ml,"Cachaça Contendas  600 MLDo mesmo Produtor da Cachaça Piragibana Grad. Alcool.: 46,8 % Vol.) Conteúdo : 600 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool",,,"Grad. Alcool: 46,8%",25/6/2021 - 18:26:41,https://cachacaepinga.com.br/produto/21/cachaca-contendas
161,60d64d61e0db9562715084e3,Cachaça Canarinha,"R$ 99,90",Volume: 600 ml,"Cachaça Canarinha


Uma das melhores Cachaças do Brasil pra quem conhece e aprecia uma boa cachaça

2ª Colocada na Revista Vejá

5º Colocada na Revista Playboy Julho de 2011

A Canarinha faz parte da Familia Anisio Santiago, com sabor e aroma persistentes ainda que delicados.


Resultado de um envelhecimento por 3 anos em balsamo e claro, o seu toque especial desde a fabricação ao engarrafamento.



Produção limitada

Produzida em  Salinas, MG
Graduação Alcoólica: 42%
Envelhecimento: 3 anos em Balsamo
Conteudo: 600 ml
Garrafa tradicional
Prazo de validade: indeterminado


Mais um Exelente Presente",,Tempo de Envelhecimento: 3 anos,Grad. Alcool: 42%,25/6/2021 - 18:26:45,https://cachacaepinga.com.br/produto/20/cachaca-canarinha
162,60d64d61e0db9562715084e4,Cachaça Cana de Prata,"R$ 14,90",Volume: 670 ml,Grad. Alcool.: 42 % Vol.) Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,,Grad. Alcool: 42%,25/6/2021 - 18:26:50,https://cachacaepinga.com.br/produto/19/cachaca-cana-de-prata
163,60d64d61e0db9562715084e5,Cachaça Cana de Ouro,"R$ 39,90",Volume: 670 ml,Grad. Alcool.: 42 % Vol.) Conteúdo : 670 ml  Garrafa : tradicional Prazo de Validade : Indeterminado  Evite o consumo Excessivo de Álcool,,,Grad. Alcool: 42%,25/6/2021 - 18:26:54,https://cachacaepinga.com.br/produto/18/cachaca-cana-de-ouro
