,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,LOCAL_DE_PRODUÇÃO,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,GRADUAÇÃO_ALCOÓLICA,PREMIOS,DATA_COLETA,LINK
25,60d61d6ffad9153ab6f5d77a,Cachaça Samanaú Prata Orgânica 500ml,R$ 55.00,Volume: 500ml,"Cachaça Samanaú Prata, essa cachaça é armazenada por 6 meses em barris de frejó.Características Sensoriais:✓ Visual: densa e límpida.✓ Olfativa: fina, intensa e persistente decorrente do processo produtivo orgânico. Com boa fruta, lembrando caldo de cana, e leves notas metálicas.✓ Gustativa: bom corpo e de acidez equilibrada. Macia e fina.✓ Impressão Final: Intensa e persistente, predominando na boca traços doces e trufados da cana.✓ Harmonização: Própria para acompanhar aperitivos ou pratos leves à base de peixes ou carnes brancas. Ligeiramente resfriada, torna-se mais leve e redonda.✓ Cor: brancaA Cachaça Samanaú passou a ser produzida a partir de 2004 quando Vidalvo Dadá Costa aceitou o desafio e instalou um alambique artesanal no Sítio Samanaú, na  cidade de Caicó, no Sertão do Seridó, Rio Grande do Norte.Mas tudo começou mesmo lá atrás, em 1994 com a construção da Barragem Passagem das Traíras, perenizando o Rio Seridó, fundamental para o  incrementado do cultivo da cana de açúcar naquela região.Segundo o fabricante, a cana dessa região é diferenciada por possuir um maior teor de sacarose, devido as 4000 horas de insolação por ano e a grande amplitude térmica entre dia e noite.O alambique espera ainda a certificação de cachaça orgânica, por não utilizar de agrotóxicos e adubos químicos durante o plantio da cana.",Local: Caicó/RN,Madeira: Frejó,Envelhecimento: 6 meses,Grad. Alcoólica: 40%,"2019 - Medalha de Ouro no Concurso Vinhos e Destilados do Brasil, realizado em São Paulo
2018 - Medalha de Prata no Concurso Mundial de Bruxelas
2014 - Medalha de Ouro no Concurso Mundial de Bruxelas
2012 - Eleita a 3º cachaça do mundo no Concurso New York Spirits",23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-samanau-parata-organica-500ml
26,60d61d6ffad9153ab6f5d77b,Cachaça Bassi Prata 670ml,R$ 50.00,Volume: 670ml,"A Cachaça Bassi Prata é produzida e depois armazenada para descanso em tonéis de amendoim por um período mínimo de 1 ano, o Amendoim é considerado uma madeira neutra, o que significa que não lhe confere alteração em seu aroma e sabor, mantendo assim a cachaça pura e em sua essência natural.",Local: Santa Mariana/PR,Madeira: Amendoim,Envelhecimento: 1 ano,Grad. Alcoólica: 41%,"2017 - 2º Lugar na 27ª Edição Expocachaça - Belo Horizonte/MG - Categoria Cachaças ""descansada em madeira sem interferência de cor""2015 - 2º Lugar no Superior Taste Award - Bruxelas/Bélgica / Conferido pelo ITQI",23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bassi-prata-670ml
27,60d61d70fad9153ab6f5d77c,Cachaça São Luiz Premium Amburana 750ml,R$ 80.00,Volume: 750ml,"Cachaça Premium São Luiz, envelhecida por 18 meses em barris de Amburana, uma cachaça suave e macia, com aroma levemente adocicado, frutado e com toques de especiarias.",Local: Lençóis Paulista/SP,Madeira: Amburana,Envelhecimento: 18 meses,Grad. Alcoólica: 40%,,23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/copia-cachaca-sao-luiz-premium-amburana-750ml
28,60d61d70fad9153ab6f5d77d,Cachaça Santa Rosa Essence I 700ml,R$ 60.00,Volume: 750ml,"A Santa Rosa Essence é fina e elegante. Desfila em nosso paladar com intensidade, despertando aromas de frutas, ervas e especiarias. Após um minucioso processo artesanal ela torna-se a beleza que é. Cansada, tira um período sabático em tonéis de Jequitibá. Por isso, apresenta uma discreta nota de madeira. Quem a conhece se deleita suspirando uma sublime nota 10.É bem eclética. Inclusive, devido aos seus aromas, pode acompanhar sobremesas como salada de frutas e sorvete. Ideal como aperitivo e indispensável na preparação de uma deliciosa caipirinha ou misturada a sucos de todas as frutas.",Local: Valença/RJ,Madeira: Jequitibá,Envelhecimento: 1 ano,Grad. Alcoólica: 40%,2018 - Medalha de Ouro no Concurso Mundial de Bruxelas Edição Brasil,23/06/2021 15:50,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-santa-rosa-essence-750ml
29,60d61d70fad9153ab6f5d77e,Cachaça Bem Me Quer Prata 700ml,R$ 39.00,Volume: 700ml,"Cachaça branca com qualidade e o sabor do “coração” que depois é armazenado durante 6 (seis) meses em dornas de inox. A sua aparência cristalina, revela a pureza de uma cachaça artesanal.Encorpado, macio, excelente acidez, equilibrado.",Local: Pitangui/MG,,Envelhecimento: Descansa 6 meses em dornas de Inox,Grad. Alcoólica: 40%,"2020 - 2º Lugar no IV Ranking da Cúpula da Cachaça, Categoria Inox
2019 - Medalha de Prata no Concurso WSWA (Wine & Spirits Wholesalers of America)
2017 - Medalha Duplo Ouro no Concurso Mundial de Bruxelas
2016 - Medalha de Bronze na Expocachaça",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bem-me-quer-prata-700ml
30,60d61d70fad9153ab6f5d77f,Cachaça Guaraciaba Extra Premium 750ml,R$ 190.00,Volume: 750ml,"A Cachaça Guaraciaba Extra Premium é produzido em Guaraciaba em Minas Gerais, ela é envelhecida em Carvalho por 3 anos envasada em uma Garrafa especial quadrada de 750ml com graduação alcoólica de 42%.(Visual) Límpida e transparente apresenta uma bela coloração ouro. Lágrimas abundantes na borda do copo.(Nariz)  O delicioso aroma de cana, caramelo e baunilha.(Boca) Álcool em bom equilíbrio com as essências da madeira carvalho e demais componentes. Sensorialmente rica. Baixa acidez.O Começo:
Em 1960, o Sr. José Maria Santana, mais conhecido como Zé Santana, começou a produzir cachaça em um pequeno engenho movido à roda d’água. O seu produto era vendido e entregue nos mercados da região no lombo de burros pelos tropeiros.
A fama da cachaça correu a região e aumentou a demanda, fazendo com que o pequeno engenho fosse trocado por um maior, movido a vapor. Em 1965, é registrada a marca Guaraciaba e a tropa de burros foi trocada por um caminhão. Em poucos anos, a marca já era uma das preferidas na capital.",Local: Guaraciaba/MG,Madeira: Carvalho,Envelhecimento: 3 anos,Grad. Alcoólica: 42%,"2019 - Medalha de Ouro no Concurso Mundial de Bruxelas - Spirits Selection
2019 - Medalha de Ouro na Expocachaça",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-guaraciaba-extra-premium-750ml
31,60d61d70fad9153ab6f5d780,Cachaça Dona Branca Prata 700ml,R$ 28.00,Volume: 700ml,"A tradicional Cachaça Mineira. Branca, descansada em inox com toques de cachaça envelhecida em Jequitibá por 6 meses. Confirma o sabor da cana de açúcar, para ser degustada pura ou em cocktails.
Paladar fino e suave com sabor levemente frutado cítrico. Acompanha bem, peixes, aves e embutidos temperados. Ideal em caipirinha drinks e coquetéis.
O Engenho  Buriti se localiza em Papagaios, região centro-oeste do Estado de Minas Gerais. Situado na Fazenda Pontinha, nasceu do sonho da família do Sr. Eros Vieira de produzir Cachaça de qualidade, mantendo todo o tradicionalismo do produto, mas conciliando praticas modernas de produção e controle de qualidade. Comparáveis aos melhores destilados do mundo.O projeto se iniciou em 2008 e desde o inicio a Cachaça encantou a exigentes degustadores por possuir características únicas, sabor encorpado e uma excelente qualidade. De lá para cá o Engenho acumula prêmios em todas as suas linhas de produto, que recebem a assinatura do masterblend Armando Del Bianco.
“Posso reconhecer as cachaças do Engenho Buriti em qualquer lugar do mundo, pois o sabor é único, delicioso e inconfundível”.  ""Armando Del Bianco""",Local: Papagaios/MG,Madeira: Jequitibá,Envelhecimento: 6 meses,Grad. Alcoólica: 42%,,23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-dona-branca-prata-700ml
32,60d61d70fad9153ab6f5d781,Cachaça Vila do Ouro Premium Carvalho e Bálsamo 700ml,R$ 45.00,Volume: 700ml,"Após destilada é armazenada em toneis de carvalho francês e bálsamo Brasileiro por 36 meses.
A partir de onde passa por um processo de blendagem que garante ao produto um sabor marcante com notas de frutas e paladar amadeirado.Cor: Amarelo ouroAroma: Cana de açúcarPaladar: Encorpado, macio, baixo índice de acidez e paladar equilibrado. Confirma ao palato o sabor da cana de açúcarCachaças Vila do Ouro - Natural de Pitangui em Minas Gerais. Seu nome é uma homenagem à cidade, que foi a sétima Vila do Ouro de Minas Gerais. Região considerada tradicional na produção de cachaça. É produzida com os melhores cultivares de cana de açúcar, e tradicionalmente cortada no tempo correto e processada de forma sustentável. Sua garapa é fermentada a partir do próprio caldo da cana em processo natural, sem aceleradores e aditivos. A destilação artesanal, segue à risca toda uma técnica ancestral, conferindo sabor e qualidade às Cachaças Vila do Ouro. Apenas o “coração” da destilação é utilizado para o armazenamento e envase. São produzidas no Alambique Santíssima dentro de rigorosos padrões de qualidade.",Local: Pitangui/MG,,Envelhecimento: 3 anos,Grad. Alcoólica: 40%,,23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-vila-do-ouro-premium-carvalho-e-balsamo-700ml
33,60d61d71fad9153ab6f5d782,Cachaça Gogó da Ema Tradicional 750ml,R$ 68.90,Volume: 750ml,"A madeira de Bálsamo representa um dos melhores sabores da cachaça típica brasileira, seu equilíbrio sensorial proporciona uma cachaça macia e encorpada para ser degustada com criatividade.",Local: São Sebastião/AL,Madeira: Bálsamo,Envelhecimento: 2 anos,Grad. Alcoólica: 40%,"2017 - Medalha de Ouro no Concurso Mundial de Bruxelas Etapa Brasil
2016 - Duplo Ouro no New York World Wine & Spirits Competition
2016 - Medalha de Ouro no CWSA China Wine & Spirits Awards
2016 - Medalha de Bronze no International Spirits Challenge em Londres
2015 - Medalha de Prata no San Francisco World Spirits Competition
2015 - Eleita pela Revista Vip entre as 15 melhores cachaças do Brasil (Agosto de 2015)
2013 - Medalha de Ouro no Concurso Mundial de Bruxelas
2013 - Medalha de Bronze no Concurso da Expocachaça São Paulo",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-gogo-da-ema-tradicional-750ml
34,60d61d71fad9153ab6f5d783,Cachaça Bem Me Quer Amburana 700ml,R$ 39.90,Volume: 700ml,"Cachaça envelhecida em tonéis de Amburana por 18 meses. A madeira brasileira de sabor frutado e aroma inigualáveis.São ideais para acompanhar sobremesas. Autenticamente mineira, produzida em Pitangui.Médio corpo, macio, excelente acidez, equilibrado. Ao palato confirma o autêntico sabor frutado amadeirado.",Local: Pitangui/MG,Madeira: Amburana,Envelhecimento: 1 ano e 6 meses,Grad. Alcoólica: 40%,"2019 - Medalha de Prata no Concurso WSWA (Wine & Spirits Wholesalers of America)
2018 - Medalha de Ouro na Expocachaça
2016 - Medalha de Bronze na Expocachaça",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bem-me-quer-amburana-700ml
35,60d61d71fad9153ab6f5d784,Cachaça Espirito de Minas 750ml,R$ 89.90,Volume: 750ml,"Inspirada em origens mineiras, desde o nome até a essência, a Espírito de Minas é produzida em uma fazenda colonial na pequena cidade de São Tiago. O processo de produção artesanal segue a risca a receita tradicional da cachaça mineira da mais alta qualidade, resgatando a tradição desde o plantio da cana, passando pela fermentação, com fermento tradicional de antigamente (fubá de milho), até a destilação em alambique de cobre.
A Espírito de Minas foi pioneira em envelhecer cachaça em barricas de carvalho, madeira de origem europeia que envelhece os melhores destilados do mundo.
Espírito de Minas Tradicional: uma cachaça macia e levemente amadeirada, envelhecida em barris de Carvalho e Jequitibá.",Local: São Tiago/MG,Madeira: Carvalho,Envelhecimento: 1 ano e meio,Grad. Alcoólica: 41%,"2018 - Medalha de Ouro no Concurso Mundial de Bruxelas, edição Brasil
2016 - 34º Lugar no II Ranking Cúpula da Cachaça
2014 - 45º Lugar no I Ranking Cúpula da Cachaça",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-espirito-de-minas-750ml
36,60d61d71fad9153ab6f5d785,Cachaça Casa Bucco Envelhecida Extra Premium 6 anos 750ml,R$ 150.00,Volume: 750ml,"Complexo bouchet, resultado do longo período de envelhecimento a tornaram um aperitivo altamente apreciado nos momentos de descontração e prazer. É um excelente digestivo, além de harmonizar com cervejas especiais, ou nos tradicionais coquetéis com frutas, samba e caipirinhas.
 Visão: Revela-se com tons de amarelo dourado intenso obtidos pelo 6 anos de envelhecimento em barris de carvalho e bálsamo.Olfato: bouchet marcante e complexo, com notas de baunilha, amêndoas, chocolate e tabaco, dando-lhe uma tipicidade impar.Paladar: de notável harmonia e maciez, intensificando a complexidade via retro-nasal e, ao ser consumida sua suavidade é surpreendente; extremamente macia.Nota: Com cuidados especiais na destilação, elaboramos uma cachaça fina, delicada para apreciação aos mais exigentes paladares. Proporciona a elaboração de caipirinhas e coquetéis finíssimos, harmônicos, sem exalar odores alcoólicos o qual consolida a alta qualidade da cachaça Casa Bucco.​",Local: Bento Gonçalves/RS,,Envelhecimento: 6 anos,Grad. Alcoólica: 40%,"2019 - Medalha de Prata no Concurso Vinhos e Destilados do Brasil, realizado em São Paulo
2018 - 7ª Colocada no III Ranking da Cúpula da Cachaça
2017 - Medalha de Ouro no Concurso Mundial de Bruxelas, edição Brasil
2016 - Medalha de Ouro no Concurso Mundial de Bruxelas, edição Brasil
2016 - 16ª Colocada no II Ranking da Cúpula da Cachaça
2014 - 13ª Colocada no II Ranking da Cúpula da Cachaça
2011 - Medalha de Ouro no Concurso Mundial de Bruxelas
2011 - 16ª lugar no Ranking da Revista Playboy das melhores cachaças do Brasil
2010 - Medalha de Ouro no Concurso Mundial de Bruxelas
2009 - 9º lugar no Ranking da Revista Playboy das melhores cachaças do Brasil
2008 - Medalha de Prata no Concurso Mundial de Bruxelas
2007 - 10º lugar no Ranking da Revista Playboy das melhores cachaças do Brasil
2005 - Medalha de Prata no Concurso Mundial de Bruxelas
2004 - Medalha de Ouro no Concurso Mundial de Bruxelas",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-casa-bucco-envelhecida-ouro-6-anos-750ml
37,60d61d71fad9153ab6f5d786,Cachaça Pinga Ni Mim Sérgio Reis Prata 670ml,R$ 35.00,Volume: 670ml,"Cachaça Pinga Ni Mim produzida em homenagem ao grande cantor e ator Sergio Reis, que tem a música como marco em sua carreira!
Produzida em Salinas/MG, que é referência na produção de cachaças de qualidade, é armazenada por dois anos em barris de madeira de Jequitibá, árvore tipicamente brasileira.Uma cachaça neutra que destaca o sabor original da cana. Seu sabor é suave, porém marcante, com notas vegetais e frutadas.Ideal para sua caipirinha e drinks em geral, também para ser apreciada pura.Harmonização: Feijoada, churrasco, carnes assadas.",Local: Salinas/MG,Madeira: Jequitibá,Envelhecimento: 2 Anos,Grad. Alcoólica: 40%,,23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-pinga-ni-mim-sergio-reis-prata-670ml
38,60d61d71fad9153ab6f5d787,Cachaça Weber Haus Premium Carvalho e Cabriúva 700ml,R$ 78.00,Volume: 700ml,"Envelhecida em barris de madeira nobres como carvalho Americano e cabriúva durante dois anos até atingir sua perfeição em tempo ideal de maturação.É destilada e ótima para consumir como aperitivo e drinks, sendo digestivo após as refeições.Cachaça envelhecida 1 ano em barril de Carvalho Americano e 1 ano em Cabriúva.",Local: Ivoti/RS,,Envelhecimento: 2 anos (1 ano em Carvalho e 1 ano em Cabriúva),Grad. Alcoólica: 38%,"2016 - Medalha de Ouro no Concurso Mundial de Bruxelas, edição Brasil
2016 - 26º Lugar no II Ranking da Cúpula da Cachaça
2014 - 9º Lugar no I Ranking da Cúpula da Cachaça
2013 - Medalha de Prata no Concurso Mundial de Bruxelas, edição Brasil
2012 - Medalha de Ouro no Concurso Mundial de Bruxelas
2012 - Medalha de Ouro na Revista VIP, Ranking Cachaça Amarelinha
2012 - Medalha de Prata na 21ª Expocachaça,  Degustação às Cegas Dose Dupla
2011 - Revista Playboy entre 20 melhores
2011 - 1º Lugar na Folha de São Paulo
2009 - 2º Lugar no San Francisco Word Spirits Competición, USA
2008 - 1º Lugar no Internacional Review Of Spirits Award - Chicago USA
2008 - 3º lugar no Concurso San Francisco World Spirits Competición",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-weber-haus-premium-carvalho-e-cabriuva-700ml
39,60d61d71fad9153ab6f5d788,Cachaça Casa Bucco Bálsamo Orgânica 700ml,R$ 70.00,Volume: 700ml,"Com cuidados especiais na destilação, elaboramos uma cachaça fina, delicada para apreciação aos mais exigentes paladares. Proporciona a elaboração de caipirinhas e coquetéis finíssimos, harmônicos, sem exalar odores alcoólicos o qual consolida a alta qualidade da cachaça Casa Bucco.
 Visão: apresenta-se com tons de amarelo dourado obtido pelo processo de envelhecimento de 3 anos em barris de Bálsamo.Olfato: aromas florais e frutados característicos da maturação em Bálsamo.Paladar: Maciez e aroma característico, paladar agradável.Harmonização: harmoniza bem com pratos da culinária, brasileira bem como frutas tropicais, embutidos e queijos especiais.",Local: Bento Gonçalves/RS,Madeira: Bálsamo,Envelhecimento: 3 anos,Grad. Alcoólica: 38%,"2018 - Medalha de Ouro no Concurso Mundial de Bruxelas
2017 - 1° Colocação - Ranking Cacharitiba
2016 - Medalha de Ouro no Concurso Mundial de Bruxelas
2016 - 1° Colocação - Ranking Cacharitiba",23/06/2021 15:51,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-casa-bucco-balsamo-organica-700ml
40,60d61d72fad9153ab6f5d789,Cachaça Bento Albino Extra Premium 750ml,R$ 94.00,Volume: 750ml,"Cachaça Artesanal Envelhecida 6 anos em Barris de Carvalho.Proporciona cor dourada com aroma marcante de baunilha e sabor de fruta madura. Tem álcool suave, com aromas e sabores bem integrados. Ideal para se tomar pura.",Local: Maniqué/RS,Madeira: Carvalho,Envelhecimento: 6 anos,Grad. Alcoólica: 40%,"2019 - Medalha de Ouro no Concurso da Expocachaça - Categoria Extra Premium
2016 - 1º lugar no Concurso Mundial de Bruxelas
2015 - 2º lugar no Concurso Mundial de Bruxelas
2015 - 18º lugar no II Ranking Cúpula da Cachaça
2014 - 1º lugar no Concurso Mundial de Bruxelas - Spirits Selection
2014 - 20º lugar no I Ranking Cúpula da Cachaça, categoria Degustação as Cegas
2013 - Medalha de Bronze na Expocachaça
2010 - 1º lugar no Concurso Mundial de Bruxelas - Brasil",23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bento-albino-extra-premium-750ml
41,60d61d72fad9153ab6f5d78a,Cachaça Bem Me Quer Ouro 700ml,R$ 55.00,Volume: 700ml,"Blend de cachaças criado pelo grande Master Blender Armando del Bianco, envelhecida por por 36 (trinta e seis) meses em tonéis de Carvalho Francês e Bálsamo Brasileiro.Sabor frutado amadeirado, um floral exclusivo e marcante.Na degustação, sabor é rico, persistente e magnífico. Um blend de sabor e aroma inigualáveis dão toque especial a este produto 100% nacional.Médio corpo, macio, excelente acidez, equilibrado. Ao palato confirma o toque sutil frutado e amadeirado.",Local: Pitangui/MG,,Envelhecimento: 3 anos,Grad. Alcoólica: 40%,"2020 - 16º Lugar no IV Ranking da Cúpula da Cachaça, categoria Armazenada/Envelhecida
2019 - Medalha de Prata no Concurso WSWA (Wine & Spirits Wholesalers of America)
2016 - Medalha de Prata no Concurso Mundial de Bruxelas",23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bem-me-quer-ouro-700ml
42,60d61d72fad9153ab6f5d78b,Cachaça Bassi Ouro Carvalho 670ml,R$ 65.00,Volume: 670ml,"A Cachaça Bassi Ouro leva em sua composição cachaças descansadas em tonéis de Amendoim por 1 ano e envelhecidas em barris de Carvalho (europeu) por mais 1 ano, o descanso no Amendoim reduz sua acidez e o Carvalho acrescenta sabores e aromas amadeirados com leves notas de baunilha, formando um equilíbrio agradável e levemente adocicado.",Local: Santa Mariana/PR,,Envelhecimento: 1 ano,Grad. Alcoólica: 41%,"2016 - Medalha de Ouro no Concurso Mundial de Bruxelas Edição Brasil
2016 - 2º Lugar na II Expocachaça em Belo Horizonte/MG, na Categoria Envelhecidas em Carvalho",23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bassi-ouro-carvalho-670ml
43,60d61d72fad9153ab6f5d78c,Cachaça Weber Haus Canela Sassafrás 700ml,R$ 78.00,Volume: 700ml,"Envelhecida em barris de madeira Canela Sassafrás durante um ano até atingir sua perfeição em tempo ideal de maturação.É destilada e ótima para consumir como aperitivo e drinks, sendo digestivo após as refeições.",Local: Ivoti/RS,Madeira: Canela Sassafrás,Envelhecimento: 1 ano,Grad. Alcoólica: 38%,"2018 - Medalha de Prata no Concurso Mundial de Bruxelas, edição Brasil
2016 - Medalha de Ouro no Concurso Mundial de Bruxelas, edição Brasil
2013 - Medalha de Grande Ouro no Concurso Mundial de Bruxelas, edição Brasil",23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-weber-haus-canela-sassafras-700ml
44,60d61d72fad9153ab6f5d78d,Cachaça Sebastiana Castanheira 500ml,R$ 70.00,Volume: 500ml,"É uma cachaça envelhecida por no mínimo 1 ano e no máximo 2 anos em barris de 200 litros de Castanheira Brasileira, madeira nobre, procedente de tanoarias legalizadas e fabricados com madeira certificada.É uma cachaça bem elaborada. Assertiva na escolha da madeira, dourada e cristalina, intensa e com aromas característicos de noz, caramelo, chocolate e especiarias.Uma senhora cachaça que devido à sua complexidade, harmoniza muito bem com carne de cordeiro, caças e queijos.",Local: Américo Brasiliense/SP,Madeira: Castanheira,Envelhecimento: 1 ano e meio,Grad. Alcoólica: 40%,"2020 - 19º Lugar no IV Ranking da Cúpula da Cachaça
2018 - 35° Lugar no III Ranking da Cúpula da Cachaça
2017 - Medalha de Prata no Expocachaça
2016 - 36° Lugar no II Ranking da Cúpula da Cachaça
2015 - Medalha de Prata no International Spirits Challenge, realizado em Londres
2014 - Medalha de Ouro no World Wine & Spirits Competition, realizado em Londres
2014 - Medalha de Ouro no World Wine & Spirits Competition, realizado em Nova York",23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-sebastiana-castanheira-500ml
45,60d61d72fad9153ab6f5d78e,Cachaça Bem Me Quer Carvalho 700ml,R$ 59.90,Volume: 700ml,"Armazenada por 3 anos em carvalho francês, leva seu amarelo intenso.Aromas e sabores que remetem ao caramelo e às nozes, tem um toque bastante aveludado e um final mais seco que pode lembrar um brandy.",Local: Pitangui/MG,Madeira: Carvalho,Envelhecimento: 2 anos,Grad. Alcoólica: 42%,,23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bem-me-quer-carvalho-700ml
46,60d61d73fad9153ab6f5d78f,Cachaça Pinga Ni Mim Sérgio Reis Amburana 670ml,R$ 41.00,Volume: 670ml,"Cachaça Pinga Ni Mim produzida em homenagem ao grande cantor e ator Sergio Reis, que tem a música como marco em sua carreira!
Produzida em Salinas/MG, que é referência na produção de cachaças de qualidade, é armazenada por dois anos em barris de Amburana, árvore tipicamente brasileira.Uma cachaça elegante, equilibrada, persistente e com baixa acidez, sabor adocicado e aroma com notas de canela e baunilha, resultado de uma profunda análise sensorial e exigente padrão de qualidade.Harmonização: Peixes, frutos do mar, feijoada ou sobremesas",Local: Salinas/MG,Madeira: Amburana,Envelhecimento: 2 Anos,Grad. Alcoólica: 40%,,23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-pinga-ni-mim-sergio-reis-amburana-670ml
47,60d61d73fad9153ab6f5d790,Cachaça Guaraciaba Ouro 350ml,R$ 12.00,Volume: 350ml,"Cachaça fabricada desde 1960, lá em Guaraciaba/MG, com período mínimo de um ano de armazenamento em tonéis de Bálsamo.O Começo:Em 1960, o Sr. José Maria Santana, mais conhecido como Zé Santana, começou a produzir cachaça em um pequeno engenho movido à roda d’água. O seu produto era vendido e entregue nos mercados da região no lombo de burros pelos tropeiros.A fama da cachaça correu a região e aumentou a demanda, fazendo com que o pequeno engenho fosse trocado por um maior, movido a vapor. Em 1965, é registrada a marca Guaraciaba e a tropa de burros foi trocada por um caminhão. Em poucos anos, a marca já era uma das preferidas na capital.",Local: Guaraciaba/MG,Madeira: Bálsamo,Envelhecimento: 1 ano,Grad. Alcoólica: 40%,,23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-guaraciaba-ouro-350ml
48,60d61d73fad9153ab6f5d791,Cachaça São Luiz Premium Bálsamo  750ml,R$ 80.00,Volume: 750ml,"Cachaça Premium São Luiz, envelhecida por 18 meses em barris de Bálsamo, uma cachaça com aroma marcante, sabor amadeirado, lembrando frutas secas.",Local: Lençóis Paulista/SP,Madeira: Bálsamo,Envelhecimento: 18 meses,Grad. Alcoólica: 40%,,23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-sao-luiz-premium-balsamo-750ml
49,60d61d73fad9153ab6f5d792,Cachaça Weber Haus Gold Camisa 8 Orgânica 750ml,R$ 91.00,Volume: 750ml,"A Cachaça Weber Haus Gold Orgânica Camisa 8 é produzida em Ivoti/ RS. Ela é destilada em alambique e envelhecida 1 ano, sendo 6 meses em barris de Amburana e mais 6 meses em barris Canela Sassafrás. A Cachaçaria Weber Haus é uma das empresas destaque da Seleção Brasileira de Alimentos, um projeto de vanguarda criado com a proposta de impulsionar o Brasil no mercado internacional.
O alambique gaúcho é a única cachaçaria brasileira escolhida para representar o setor e traz o que há de melhor na elaboração de um produto tipicamente nacional através da Cachaça Orgânica Silver Brazilian Alchemy. Aproveitando o lote, o alambique apresenta ainda ao mercado a sua versão Gold, também orgânica, envelhecida um ano em barris de Amburana e Canela Sassafrás.
Com um rótulo nobre, pintado e serigrafado na garrafa, resulta em um produto que mostra a essência do Brasil para o mundo.",Local: Ivoti/RS,,Envelhecimento: 1 ano,Grad. Alcoólica: 38%,"2014 - Medalha de Prata - Concurso Mundial de Bruxelas, Edição Brasil - Florianópolis/SC
2016 - Medalha de Prata no Concurso Mundial de Bruxelas - Etapa Brasil",23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-weber-haus-gold-camisa-8-organica-750ml
50,60d61d73fad9153ab6f5d793,Cachaça Bento Albino Extra Premium 810ml,R$ 149.90,Volume: 810ml,"Cachaça Artesanal Envelhecida 6 anos em Barris de Carvalho.Proporciona cor dourada com aroma marcante de baunilha e sabor de fruta madura.Suave, com aromas e sabores bem integrados. Ideal para se tomar pura.",Local: Maniqué/RS,Madeira: Carvalho,Envelhecimento: 6 anos,Grad. Alcoólica: 40%,"2019 - Medalha de Ouro no Concurso da Expocachaça - Categoria Extra Premium
2016 - 1º lugar no Concurso Mundial de Bruxelas
2015 - 2º lugar no Concurso Mundial de Bruxelas
2015 - 18º lugar no II Ranking Cúpula da Cachaça
2014 - 1º lugar no Concurso Mundial de Bruxelas - Spirits Selection
2014 - 20º lugar no I Ranking Cúpula da Cachaça, categoria Degustação as Cegas
2013 - Medalha de Bronze na Expocachaça
2010 - 1º lugar no Concurso Mondial de Bruxelas - Brasil",23/06/2021 15:52,https://www.cachacasbrasileiras.com.br/cachacas/cachaca-bento-albino-extra-premium-810ml
