,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,ANÁLISE_DO_CACHACIER,DESCRIÇÃO_DA_CACHAÇA,HISTÓRIA_DO_ALAMBIQUE,LOCAL_DE_PRODUÇÃO,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,GRADUAÇÃO_ALCOÓLICA,PREMIOS,DATA_COLETA,LINK
399,60df74ba8882c8982eaecec0,Cachaça Aurea Custodio Ouro 3 Anos 750ml,"R$ 220,00",750ml,"De amarelo-palha, possui uma mescla de aromas adocicados, frutados e amadeirados. No paladar, traz um gosto doce, de chocolate e baunilha. Além disso, causa uma sensação aveludada na boca. Retrogosto agradável e moderado.",,,Ribeirão das Neves - MG,Carvalho,3 anos,41%,,25/6/2021 - 20:13:13,https://www.cachacarianacional.com.br/cachaca-aurea-custodio-ouro-3-anos-750ml-00206/p
400,60df74ba8882c8982eaecec1,Cachaça Armazem Vieira Esmeralda 670ml,"R$ 111,75",670ml,,"A Cachaça Armazem Vieira Esmeralda 670ml é armazenada por quatro anos em barris de ariribá e grápia. Leve, possui graduação alcoólica de 40%. A madeira enfatiza a complexidade de aromas, deixando vivo o caráter seco, com buquê amadeirado mais suave. Indicada para ser apreciada com frutos do mar, servida pura ou gelada em copo crustado com limão, sal e gotas de pimenta.
","As Cachaças Armazem Vieira são produzidas na ilha de Santa Catarina, no sul do Brasil, desde o século XIX. A construção do entreposto marítimo em 1840, à beira-mar na pequena baía do Saco dos Limões, constituiu-se num importante marco na comercialização entre as diferentes freguesias e arraiais da região.

O armazém comercializava, também, com os grandes navios veleiros internacionais que aportavam na Ilha para se abastecer de água, café, farinha de mandioca, açúcar, carnes, verduras, apetrechos náuticos, mastros de navio (ariribá) e da imprescindível cachaça.

Em 1983, os engenheiros e mixologistas Wolfgang Schrader e Renato Grasso Bollo, adquiriram o histórico Armazem Vieira e ficaram fascinados ao conhecer a tradição na produção do destilado.
Assim, iniciaram a própria história com o objetivo de produzir Cachaças Artesanais de qualidade para colocá-las no mercado internacional entre os melhores destilados. Em 1985, iniciam a produção e inauguram um bar promocional com o mesmo nome, instalado no prédio histórico do Armazem Vieira.
",Florianópolis - SC,Ariribá e Grápia,4 anos,40%,,25/6/2021 - 20:13:20,https://www.cachacarianacional.com.br/cachaca-armazem-vieira-esmeralda-670ml-00196/p
401,60df74bb8882c8982eaecec2,Cachaça Alambique de Minas Ouro 700ml,"R$ 69,00",700ml,"De cor amarelo-clara esverdeada, possui uma mescla de aromas adocicados, florais, herbáceos e amadeirados. No paladar, traz um leve amargor e um gosto doce. Além disso, causa uma sensação licorosa e levemente picante na boca. Retrogosto agradável e forte.","A Cachaça Alambique de Minas Ouro 700ml é uma bebida envelhecida por dois anos em barris de bálsamo, madeira tipicamente brasileira. Leve, possui graduação alcoólica de 40%. É aromática na sua essência, com notas de anis e amêndoa. Sabor adocicado, lembrando baunilha e coco. Apresenta aroma bem intenso.
","O Alambique Engenho da Cana está localizado em Ouro Branco, Minas Gerais. Na propriedade são produzidas cinco marcas próprias e um incrível mix de sabores idealizados para estarem presentes em todos os momentos.

No DNA dos produtores estão as características de uma legítima Cachaça Artesanal, onde o esmero na fabricação vai desde o plantio até o engarrafamento. Apenas o coração da bebida, que é a parte nobre da destilação, é utilizado. Todos os resíduos são utilizados como fonte de energia ou adubo, de forma que a produção seja sustentável e ecologicamente correta.
",Ouro Branco - MG,Bálsamo,2 anos,40%,,25/6/2021 - 20:13:26,https://www.cachacarianacional.com.br/cachaca-alambique-de-minas-ouro-700ml-00186/p
402,60df74bb8882c8982eaecec3,Cachaça Ariana Ouro 670ml,"R$ 46,50",670ml,,,,Cláudio - MG,Carvalho,,41%,,25/6/2021 - 20:13:33,https://www.cachacarianacional.com.br/cachaca-ariana-ouro-670ml-00183/p
403,60df74bb8882c8982eaecec4,Cachaça Adega Da Pinga 25 Anos 670ml,"R$ 195,80",670ml,,,,Pedra Azul - MG,Carvalho,25 anos,"39,5%",,25/6/2021 - 20:13:41,https://www.cachacarianacional.com.br/cachaca-adega-da-pinga-25-anos-670ml-00170/p
404,60df74bb8882c8982eaecec5,Cachaça 1000 Montes Carvalho 3Aob 700ml,"R$ 99,00",700ml,"De cor amarelo-caramelo, possui uma mescla de aromas de baunilha, coco caramelizado, banana e especiarias. No paladar, traz um gosto levemente salgado e com um toque doce. Além disso, causa uma sensação aveludada na boca. Retrogosto agradável, de leve para moderado.",,,Faria Lemos - MG,Carvalho Americano 3AOB,1 ano,40%,,25/6/2021 - 20:13:49,https://www.cachacarianacional.com.br/cachaca-1000-montes-carvalho-3aob-500ml-00154/p
405,60df74bb8882c8982eaecec6,Cachaça 1000 Montes Bruta 500ml,"R$ 59,00",500ml,,,,Faria Lemos - MG,,,48%,,25/6/2021 - 20:13:55,https://www.cachacarianacional.com.br/cachaca-1000-montes-bruta-500ml-00142/p
406,60df74bb8882c8982eaecec7,Cachaça de Alambique 6 Annas Blend de Barris 700ml,"R$ 128,60",700ml,"De cor amarelo-ouro, possui uma mescla de aromas adocicados, amadeirados, com notas de caramelo, baunilha e castanha-do-pará.","O nome 6 Annas é uma homenagem às mulheres importantes na vida do produtor Otto e que, por coincidência, têm “ana” no final de seus nomes: a esposa Adriana e as cinco filhas Maiana, Poliana, Juliana, Rayana e Maryana.

A Cachaça de Alambique 6 Annas Blend de Barris 700ml é armazenada por dez anos em barris de castanha-do-pará e um ano em tonéis de 700 litros de barris de carvalho espanhol vindos diretamente da Europa e utilizados para descansar rum. Antes de armazenar o destilado, passaram por uma tosta. Leve, a bebida possui graduação alcoólica de 40%.
","A Cachaça 6 Annas é fruto do trabalho perseverante de Solange Netto Andrade, mestre alambiqueira que, desde 2014, tem investido no seu sonho de criar um produto de ótima qualidade em coerência com a história de sua família, cujo legado foi construído com afinco e clareza. Atenta e dedicada a tudo que faz, ela acompanha diariamente o desenvolvimento do empreendimento e supervisiona o passo a passo de todas as etapas de produção da bebida.

Instalado praticamente às margens do Rio Piraqueaçu, em Aracruz, no Espírito Santo, o alambique que deu origem à cachaça foi construído em 2008 por Otto, irmão mais novo de Solange, para ser um hobby. A brincadeira foi levada a sério e deu origem a um produto que promete fazer bonito no mercado de destilados.

Ao longo dos últimos anos, além de desenvolver e buscar melhorias para garantir um produto final com qualidade reconhecida, a empreendedora conduziu o seu negócio para atender a todas as exigências necessárias para a produção e comercialização de bebidas.
",Aracruz - ES,Castanha do Pará e Carvalho Espanhol,11 anos,40%,,25/6/2021 - 20:14:1,https://www.cachacarianacional.com.br/cachaca-de-alambique-6-annas-blend-de-barris-700ml-01851/p
407,60df74bb8882c8982eaecec8,Cachaça Velho Santo Prata 700ml,"R$ 73,00",700ml,,"A Cachaça Velho Santo Prata 700ml é uma bebida armazenada por um ano em tonéis de inox. Leve, possui graduação alcoólica de 40%. Apresenta aroma de cana-de-açúcar e um sabor suave. Ideal para preparar drinks e coquetéis.
","Tudo começou em 1885, quando os imigrantes da família Crocetta chegaram a Rio Pinheiro Alto, município de Orleans, Santa Catarina, vindos de Ala, na Itália. Nos anos 1940, iniciaram a produção de cachaça em Oratório. Com muita dedicação, conseguiram produzir uma bebida de alto padrão, abastecendo os mercados da região.

Há alguns anos, uma nova geração da família, fundadores da destilaria Crocetta, começaram a estudar o mercado de destilados, mais precisamente do gin, run, vodka e cachaça. Decidiram, então, investir em conhecimento, visitando alambiques pelo Brasil, pesquisando as melhores matérias-primas, técnicas de produção, leveduras, equipamentos e participando de diversos cursos.

O resultado foi a construção de uma moderna destilaria, enfrentar grandes desafios e produzir os melhores destilados do país para conquistar o mercado nacional e internacional.
",Balneário Rincão - SC,Inox,1 ano,40%,,25/6/2021 - 20:14:14,https://www.cachacarianacional.com.br/cachaca-velho-santo-prata-700ml-041822/p
408,60df74bb8882c8982eaecec9,Cachaça Velho Santo Jequitibá 700ml,"R$ 118,00",700ml,,"A Cachaça Velho Santo Jequitibá 700ml é uma bebida envelhecida por um ano em barris de jequitibá rosa. Leve, possui graduação alcoólica de 40%. Apresenta aroma fino, agregando notas adocicadas, como cana-de-açúcar. O sabor é original, com baixa acidez e um leve dulçor.
","Tudo começou em 1885, quando os imigrantes da família Crocetta chegaram a Rio Pinheiro Alto, município de Orleans, Santa Catarina, vindos de Ala, na Itália. Nos anos 1940, iniciaram a produção de cachaça em Oratório. Com muita dedicação, conseguiram produzir uma bebida de alto padrão, abastecendo os mercados da região.

Há alguns anos, uma nova geração da família, fundadores da destilaria Crocetta, começaram a estudar o mercado de destilados, mais precisamente do gin, run, vodka e cachaça. Decidiram, então, investir em conhecimento, visitando alambiques pelo Brasil, pesquisando as melhores matérias-primas, técnicas de produção, leveduras, equipamentos e participando de diversos cursos.

O resultado foi a construção de uma moderna destilaria, enfrentar grandes desafios e produzir os melhores destilados do país para conquistar o mercado nacional e internacional.
",Balneário Rincão - SC,Jequitibá Rosa,1 ano,40%,,25/6/2021 - 20:14:21,https://www.cachacarianacional.com.br/cachaca-velho-santo-jequitiba-700ml-041821/p
409,60df74bc8882c8982eaececa,Cachaça Velho Santo Blend 700ml,"R$ 141,00",700ml,,"A Cachaça Velho Santo Blend 700ml é uma bebida envelhecida por um ano em barris de amburana, bálsamo, carvalho e jequitibá rosa. Leve, possui graduação alcoólica de 40%. Apresenta aromas frutados e amadeirados. O sabor tem notas de caramelo e baunilha.
","Tudo começou em 1885, quando os imigrantes da família Crocetta chegaram a Rio Pinheiro Alto, município de Orleans, Santa Catarina, vindos de Ala, na Itália. Nos anos 1940, iniciaram a produção de cachaça em Oratório. Com muita dedicação, conseguiram produzir uma bebida de alto padrão, abastecendo os mercados da região.

Há alguns anos, uma nova geração da família, fundadores da destilaria Crocetta, começaram a estudar o mercado de destilados, mais precisamente do gin, run, vodka e cachaça. Decidiram, então, investir em conhecimento, visitando alambiques pelo Brasil, pesquisando as melhores matérias-primas, técnicas de produção, leveduras, equipamentos e participando de diversos cursos.

O resultado foi a construção de uma moderna destilaria, enfrentar grandes desafios e produzir os melhores destilados do país para conquistar o mercado nacional e internacional.
",Balneário Rincão - SC,"Amburana, Bálsamo, Carvalho e Jequitibá Rosa",1 ano,40%,,25/6/2021 - 20:14:28,https://www.cachacarianacional.com.br/cachaca-velho-santo-blend-700ml-041820/p
410,60df74bc8882c8982eaececb,Cachaça Velho Santo Carvalho Americano 700ml,"R$ 129,00",700ml,,"A Cachaça Velho Santo Carvalho Americano 700ml é uma bebida envelhecida por um ano em barris de carvalho americano. Leve, possui graduação alcoólica de 40%. Apresenta aroma de mel, baunilha e frutas secas. O sabor é amadeirado, levemente adocicado, com baixa acidez.
","Tudo começou em 1885, quando os imigrantes da família Crocetta chegaram a Rio Pinheiro Alto, município de Orleans, Santa Catarina, vindos de Ala, na Itália. Nos anos 1940, iniciaram a produção de cachaça em Oratório. Com muita dedicação, conseguiram produzir uma bebida de alto padrão, abastecendo os mercados da região.

Há alguns anos, uma nova geração da família, fundadores da destilaria Crocetta, começaram a estudar o mercado de destilados, mais precisamente do gin, run, vodka e cachaça. Decidiram, então, investir em conhecimento, visitando alambiques pelo Brasil, pesquisando as melhores matérias-primas, técnicas de produção, leveduras, equipamentos e participando de diversos cursos.

O resultado foi a construção de uma moderna destilaria, enfrentar grandes desafios e produzir os melhores destilados do país para conquistar o mercado nacional e internacional.
",Balneário Rincão - SC,Carvalho Americano,1 ano,40%,,25/6/2021 - 20:14:35,https://www.cachacarianacional.com.br/cachaca-velho-santo-carvalho-americano-700ml-041819/p
411,60df74bc8882c8982eaececc,Cachaça Velho Santo Carvalho Francês 700ml,"R$ 129,00",700ml,,"A Cachaça Velho Santo Carvalho Francês 700ml é uma bebida envelhecida por um ano em barris de carvalho francês. Leve, possui graduação alcoólica de 40%. Apresenta aroma adocicado, com notas de amêndoa e baunilha. O sabor é intenso e complexo, que remete a nozes, com baixa acidez.
","Tudo começou em 1885, quando os imigrantes da família Crocetta chegaram a Rio Pinheiro Alto, município de Orleans, Santa Catarina, vindos de Ala, na Itália. Nos anos 1940, iniciaram a produção de cachaça em Oratório. Com muita dedicação, conseguiram produzir uma bebida de alto padrão, abastecendo os mercados da região.

Há alguns anos, uma nova geração da família, fundadores da destilaria Crocetta, começaram a estudar o mercado de destilados, mais precisamente do gin, run, vodka e cachaça. Decidiram, então, investir em conhecimento, visitando alambiques pelo Brasil, pesquisando as melhores matérias-primas, técnicas de produção, leveduras, equipamentos e participando de diversos cursos.

O resultado foi a construção de uma moderna destilaria, enfrentar grandes desafios e produzir os melhores destilados do país para conquistar o mercado nacional e internacional.
",Balneário Rincão - SC,Carvalho Francês,1 ano,40%,,25/6/2021 - 20:14:42,https://www.cachacarianacional.com.br/cachaca-velho-santo-carvalho-frances-700ml-041818/p
412,60df74bc8882c8982eaececd,Cachaça Velho Santo Bálsamo 700ml,"R$ 118,00",700ml,,"A Cachaça Velho Santo Bálsamo 700ml é uma bebida envelhecida por um ano em barris de bálsamo. Leve, possui graduação alcoólica de 40%. Apresenta aroma intenso, com notas herbáceas e de especiarias, como anis e cravo. O sabor é frutado e tânico, com sensação amadeirada e vegetal.
","Tudo começou em 1885, quando os imigrantes da família Crocetta chegaram a Rio Pinheiro Alto, município de Orleans, Santa Catarina, vindos de Ala, na Itália. Nos anos 1940, iniciaram a produção de cachaça em Oratório. Com muita dedicação, conseguiram produzir uma bebida de alto padrão, abastecendo os mercados da região.

Há alguns anos, uma nova geração da família, fundadores da destilaria Crocetta, começaram a estudar o mercado de destilados, mais precisamente do gin, run, vodka e cachaça. Decidiram, então, investir em conhecimento, visitando alambiques pelo Brasil, pesquisando as melhores matérias-primas, técnicas de produção, leveduras, equipamentos e participando de diversos cursos.

O resultado foi a construção de uma moderna destilaria, enfrentar grandes desafios e produzir os melhores destilados do país para conquistar o mercado nacional e internacional.
",Balneário Rincão - SC,Bálsamo,1 ano,40%,,25/6/2021 - 20:14:48,https://www.cachacarianacional.com.br/cachaca-velho-santo-balsamo-700ml-041817/p
413,60df74bc8882c8982eaecece,Cachaça Velho Santo Amburana 700ml,"R$ 118,00",700ml,,"A Cachaça Velho Santo Amburana 700ml é uma bebida envelhecida por um ano em barris de amburana, madeira tipicamente brasileira. Leve, possui graduação alcoólica de 40%. Apresenta aroma intenso, frutado e adocicado, com notas de baunilha e canela. O sabor é adocicado e complexo.
","Tudo começou em 1885, quando os imigrantes da família Crocetta chegaram a Rio Pinheiro Alto, município de Orleans, Santa Catarina, vindos de Ala, na Itália. Nos anos 1940, iniciaram a produção de cachaça em Oratório. Com muita dedicação, conseguiram produzir uma bebida de alto padrão, abastecendo os mercados da região.

Há alguns anos, uma nova geração da família, fundadores da destilaria Crocetta, começaram a estudar o mercado de destilados, mais precisamente do gin, run, vodka e cachaça. Decidiram, então, investir em conhecimento, visitando alambiques pelo Brasil, pesquisando as melhores matérias-primas, técnicas de produção, leveduras, equipamentos e participando de diversos cursos.

O resultado foi a construção de uma moderna destilaria, enfrentar grandes desafios e produzir os melhores destilados do país para conquistar o mercado nacional e internacional.
",Balneário Rincão - SC,Amburana,1 ano,40%,,25/6/2021 - 20:14:55,https://www.cachacarianacional.com.br/cachaca-velho-santo-amburana-700ml-041816/p
414,60df74bc8882c8982eaececf,Cachaça Mel de Minas Garrafa Eva com Embalagem 700ml,"R$ 67,00",700ml,,"A Cachaça Mel de Minas Garrafa Eva com Embalagem 700ml é uma bebida envelhecida por dois anos em barris de amburana, madeira tipicamente brasileira. Levemente amarelada, apresenta aroma acentuado e bouquet característico. Leve, possui graduação alcoólica de 40%.
","A Cachaçaria Nacional é a maior loja de Cachaças On-line do Mundo e foi fundada em 25 de janeiro de 2010. Idealizada por Rafael Araújo e Marcos Paolinelli, tem o objetivo de difundir e democratizar o consumo da Cachaça, a bebida mais genuinamente brasileira.

A CN oferece mais de 2000 rótulos de Cachaças Artesanais de alambiques das principais regiões produtoras do Brasil. Também comercializa dornas, barris, acessórios para degustação e produtos gourmet, como queijos, mostardas e pururuca de pequenos produtores de Minas Gerais, além de licores, gins e bebidas mistas à base de cachaça.
",Januária - MG,Amburana,2 anos,40%,,25/6/2021 - 20:15:2,https://www.cachacarianacional.com.br/cachaca-mel-de-minas-garrafa-eva-com-embalagem-700ml-041813/p
415,60df74bc8882c8982eaeced0,Cachaça Margô Extra Premium 500ml,"R$ 153,00",500ml,,"A Cachaça Margô Extra Premium 500ml é uma bebida envelhecida por um ano em barris de carvalho americano de primeiro uso. Leve, possui graduação alcoólica de 40%.
","A Cachaça Margô é produzida em Sales de Oliveira, interior de São Paulo. Surgiu a partir da ideia do pai de Fernando e Aluízio, produtores da bebida. O nome é uma homenagem à família Margarido, que acabou sendo resumido em Margô.
",Sales de Oliveira - SP,Carvalho Americano,1 ano,40%,,25/6/2021 - 20:15:15,https://www.cachacarianacional.com.br/cachaca-margo-extra-premium-500ml-041774/p
416,60df74bc8882c8982eaeced1,Cachaça senzala Amburana 600ml,"R$ 27,30",600ml,,,,Pindamonhangaba - SP,Amburana,,40%,,25/6/2021 - 20:15:22,https://www.cachacarianacional.com.br/cachaca-senzala-amburana-600ml-041758/p
417,60df74bc8882c8982eaeced2,Cachaça Sapucaia Cristal 750ml,"R$ 57,40",750ml,,"A Cachaça Sapucaia Cristal 750ml é uma bebida armazenada por seis meses em tonéis de inox. Leve, possui graduação alcoólica de 40,5%. Transparente, apresenta o sabor da cana-de-açúcar e é considerada uma cachaça versátil, tanto para uso em drinks e coquetéis quanto para ser degustada pura.
","A Cachaça Sapucaia foi fundada por Cicero da Silva Prado em 1933, em Pindamonhangaba, interior de São Paulo, nas fazendas Sapucaia e Coruputuba. Atualmente, é produzida em um alambique em Pirassununga. A partir das plantações de cana-de-açúcar que introduziu nas propriedades, Cicero decidiu produzir cachaças voltadas para a exportação.

Buscou o melhor que a indústria nacional tinha à disposição na época, quando a região do Vale do Paraíba ainda procurava sua identidade. Sapucaia é uma árvore majestosa, típica da Mata Atlântica, que produz sombra farta e castanhas utilizadas pelos índios desde a época do Brasil Colônia. Foi o nome escolhido para a bebida, pois a Serra da Mantiqueira possuía exemplares do espécime.
",Pirassununga - SP,Inox,6 meses,"40,5%",,25/6/2021 - 20:15:28,https://www.cachacarianacional.com.br/cachaca-sapucaia-cristal-750ml-041757/p
418,60df74bd8882c8982eaeced3,Cachaça Sapucaia Florida Amendoim 700ml,"R$ 66,40",700ml,,"A Cachaça Sapucaia Florida Amendoim 700ml é uma bebida envelhecida por dois anos em barris de amendoim. Leve, possui graduação alcoólica de 40,5%. Apresenta discreta coloração amarelada. Ideal para o preparo de drinks e coquetéis. Também pode ser degustada pura.
","A Cachaça Sapucaia foi fundada por Cicero da Silva Prado em 1933, em Pindamonhangaba, interior de São Paulo, nas fazendas Sapucaia e Coruputuba. Atualmente, é produzida em um alambique em Pirassununga. A partir das plantações de cana-de-açúcar que introduziu nas propriedades, Cicero decidiu produzir cachaças voltadas para a exportação.

Buscou o melhor que a indústria nacional tinha à disposição na época, quando a região do Vale do Paraíba ainda procurava sua identidade. Sapucaia é uma árvore majestosa, típica da Mata Atlântica, que produz sombra farta e castanhas utilizadas pelos índios desde a época do Brasil Colônia. Foi o nome escolhido para a bebida, pois a Serra da Mantiqueira possuía exemplares do espécime.
",Pirassununga - SP,Amendoim,2 anos,"40,5%",,25/6/2021 - 20:15:34,https://www.cachacarianacional.com.br/cachaca-sapucaia-florida-amendoim-700ml--041756/p
419,60df74bd8882c8982eaeced4,Cachaça Sapucaia Florida Carvalho 700ml,"R$ 66,40",700ml,,"A Cachaça Sapucaia Florida Carvalho 700ml é uma bebida envelhecida por dois anos em barris de carvalho. Leve, possui graduação alcoólica de 40,5%. Apresenta um toque amarelado sutil e um delicado aroma da madeira, que se mistura às características originais da cachaça, preservando, ainda, o sabor de cana-de-açúcar das cachaças brancas.
","A Cachaça Sapucaia foi fundada por Cicero da Silva Prado em 1933, em Pindamonhangaba, interior de São Paulo, nas fazendas Sapucaia e Coruputuba. Atualmente, é produzida em um alambique em Pirassununga. A partir das plantações de cana-de-açúcar que introduziu nas propriedades, Cicero decidiu produzir cachaças voltadas para a exportação.

Buscou o melhor que a indústria nacional tinha à disposição na época, quando a região do Vale do Paraíba ainda procurava sua identidade. Sapucaia é uma árvore majestosa, típica da Mata Atlântica, que produz sombra farta e castanhas utilizadas pelos índios desde a época do Brasil Colônia. Foi o nome escolhido para a bebida, pois a Serra da Mantiqueira possuía exemplares do espécime.
",Pirassununga - SP,Carvalho,2 anos,"40,5%",,25/6/2021 - 20:15:41,https://www.cachacarianacional.com.br/cachaca-sapucaia-florida-carvalho-700ml-041755/p
420,60df74bd8882c8982eaeced5,Cachaça Sapucaia Real Extra Old Carvalho Europeu 700ml,"R$ 836,80",700ml,,"A Cachaça Sapucaia Real Extra Old Carvalho Europeu 700ml é um blend de edição limitada, onde apenas 500 garrafas foram produzidas. Leve, possui graduação alcoólica de 40%. Inspirada nos destilados premium europeus, tem como base bebidas de 1990 envelhecidas em barris de carvalho originais, retiradas exclusivamente para o blend, e misturada à Sapucaia Florida Superior, de 2002.
","A Cachaça Sapucaia foi fundada por Cicero da Silva Prado em 1933, em Pindamonhangaba, interior de São Paulo, nas fazendas Sapucaia e Coruputuba. Atualmente, é produzida em um alambique em Pirassununga. A partir das plantações de cana-de-açúcar que introduziu nas propriedades, Cicero decidiu produzir cachaças voltadas para a exportação.

Buscou o melhor que a indústria nacional tinha à disposição na época, quando a região do Vale do Paraíba ainda procurava sua identidade. Sapucaia é uma árvore majestosa, típica da Mata Atlântica, que produz sombra farta e castanhas utilizadas pelos índios desde a época do Brasil Colônia. Foi o nome escolhido para a bebida, pois a Serra da Mantiqueira possuía exemplares do espécime.
",Pirassununga - SP,Carvalho Europeu,,40%,,25/6/2021 - 20:15:47,https://www.cachacarianacional.com.br/cachaca-sapucaia-real-extra-old-carvalho-europeu-700ml-041752/p
421,60df74bd8882c8982eaeced6,Cachaça Tigre Branco Carvalho 750ml,"R$ 89,00",750ml,,,,São Roque do Canaã - ES,Carvalho,,43%,,25/6/2021 - 20:15:54,https://www.cachacarianacional.com.br/cachaca-tigre-branco-carvalho-750ml-041744/p
422,60df74bd8882c8982eaeced7,Cachaça Tigre Branco Prata 750ml,"R$ 59,00",750ml,,,,Santa teresa - ES,Jequitiba Rosa,,43%,,25/6/2021 - 20:16:2,https://www.cachacarianacional.com.br/cachaca-tigre-branco-prata-750ml-041743-041743/p
423,60df74bd8882c8982eaeced8,Cachaça Autentica Se Sobra Ouro 700ml Garrafa Paraiba,"R$ 130,00",700ml,,,,Alfenas - MG,Jatoba,,39%,,25/6/2021 - 20:16:16,https://www.cachacarianacional.com.br/cachaca-autentica-se-sobra-ouro-700ml-garrafa-paraiba-041717/p
424,60df74bd8882c8982eaeced9,Cachaça Canera Carvalho Americano Oak 700ml,"R$ 180,00",700ml,,"A Cachaça Canera Carvalho Americano Oak 700ml é uma bebida envelhecida em barris de carvalho americano de primeiro uso. Leve, possui graduação alcoólica de 40%. Complexa e intrigante, apresenta notas marcantes de caramelo tostado, coco, mel e baunilha. Harmoniza muito bem com sobremesas, frutas maduras e cafés especiais e pode ser degustada ao estilo “on the rocks”.
","A Cachaça Canera é produzida na Fazenda Trimon, em São Vicente de Minas, no seio das Serras do Sul de Minas Gerais. Com uma pitada de sofisticação, ciência e personalidade, o processo de fabricação é feito sem o uso de produtos químicos em todas as etapas, desde o plantio da cana-de-açúcar até o envase da bebida.
",São Vicente de Minas - MG,Carvalho Americano,,40%,,25/6/2021 - 20:16:23,https://www.cachacarianacional.com.br/cachaca-canera-carvalho-americano-oak-700ml-041701/p
425,60df74bd8882c8982eaeceda,Cachaça Canera Clássica 700ml,"R$ 55,00",700ml,,"A Cachaça Canera Clássica 700ml é produzida através de um blend de pequenos lotes e armazenada em tonéis de inox. Leve, possui graduação alcoólica de 40%. Apresenta baixa acidez e aroma de cana-de-açúcar fresca. No copo, é límpida e brilhante. Ideal para o preparo de drinks e coquetéis, além de harmonizar com ostras, frutos do mar e saladas frescas. Ótimo acompanhamento para um bom chopp e uma cerveja leve.
","A Cachaça Canera é produzida na Fazenda Trimon, em São Vicente de Minas, no seio das Serras do Sul de Minas Gerais. Com uma pitada de sofisticação, ciência e personalidade, o processo de fabricação é feito sem o uso de produtos químicos em todas as etapas, desde o plantio da cana-de-açúcar até o envase da bebida.
",São Vicente de Minas - MG,Inox,,40%,,25/6/2021 - 20:16:31,https://www.cachacarianacional.com.br/cachaca-canera-classica-700ml-041700/p
426,60df74bd8882c8982eaecedb,Cachaça Galo Bravo Prata 700ml,"R$ 87,00",700ml,,"A Cachaça Galo Bravo Prata 700ml descansa um ano em tonéis de inox. Leve, possui graduação alcoólica de 40%. Apresenta aroma intenso, com notas de frutas cítricas, caldo de cana-de-açúcar e chocolate branco. Sabor leve, acidez e álcool médios e equilibrados. Acompanha embrulho de juta e embalagem personalizada.
","A Cachaça Galo Bravo é produzida na Serra da Canastra, na cidade de Sacramento, Minas Gerais. As bebidas são fabricadas artesanalmente, com muito cuidado e dedicação, e com intuito de servir sabores irresistíveis aos fãs incondicionais de Cachaças Artesanais.
",Sacramento - MG,Inox,1 ano,40%,,25/6/2021 - 20:16:38,https://www.cachacarianacional.com.br/ccachaca-galo-bravo-prata-700ml-041679/p
427,60df74be8882c8982eaecedc,Cachaça Herança Mineira Blend 2 Madeiras 700ml,"R$ 89,00",700ml,,"A Cachaça Herança Mineira Blend 2 Madeiras 700ml é produzida através de um blend. Armazenada em tonéis de carvalho e amburana, possui graduação alcoólica de 42%. Na boca, sobressaem as notas de canela e baunilha, combinando com retrogosto que apresenta notas suaves de especiarias e um leve adocicado.
","Entre as montanhas de Minas Gerais, em uma fazenda herdada pelos atuais donos e a vontade de torná-la produtiva, surgiu o Alambique Herança Mineira, em Ubá. Unindo o espírito empreendedor à apreciação pelo produto, a ideia de produzir cachaça foi colocada em prática. A partir daí, o alambique foi tomando forma, começando pelo nome, o qual a palavra “Herança” remete parte da história dos proprietários e “Mineira” simboliza o grande amor pelo estado em que se encontra.
",Ubá - MG,Amburana e Carvalho,,42%,,25/6/2021 - 20:16:45,https://www.cachacarianacional.com.br/cachaca-heranca-mineira-blend-2-madeiras-750ml--041671/p
