,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao
2248,:,O,1743,27,28,170,10
2249,Envelhecida,O,1743,29,40,170,10
2250,em,O,1743,41,43,170,10
2251,nenhuma,O,1743,44,51,170,10
2252,madeira,O,1743,52,59,170,10
2253,.,O,1743,59,60,170,10
2254,LOCAL,O,1744,0,5,170,10
2255,DE,O,1744,6,8,170,10
2256,PRODUÇÃO,O,1744,9,17,170,10
2257,:,O,1744,17,18,170,10
2258,Senador,B-NOME_LOCAL,1744,19,26,170,10
2259,José,I-NOME_LOCAL,1744,27,31,170,10
2260,Bento,I-NOME_LOCAL,1744,32,37,170,10
2261,/,O,1744,38,39,170,10
2262,MG,B-NOME_LOCAL,1744,39,41,170,10
2263,Brasil,B-NOME_LOCAL,1744,42,48,170,10
2264,NOME,O,1765,0,4,173,10
2265,DA,O,1765,5,7,173,10
2266,CACHAÇA,O,1765,8,15,173,10
2267,:,O,1765,15,16,173,10
2268,Cachaça,O,1765,17,24,173,10
2269,Boa,B-NOME_BEBIDA,1765,25,28,173,10
2270,Prosa,I-NOME_BEBIDA,1765,29,34,173,10
2271,Ouro,B-CLASSIFICACAO_BEBIDA,1765,35,39,173,10
2272,700,B-VOLUME,1765,40,43,173,10
2273,ml,I-VOLUME,1765,44,46,173,10
2274,PREÇO,O,1766,0,5,173,10
2275,:,O,1766,5,6,173,10
2276,R$82,B-PRECO,1766,7,11,173,10
2277,",",I-PRECO,1766,11,12,173,10
2278,64,I-PRECO,1766,12,14,173,10
2279,VOLUME,O,1767,0,6,173,10
2280,:,O,1767,6,7,173,10
2281,700ml,B-VOLUME,1767,8,13,173,10
2282,DESCRIÇÃO,O,1768,0,9,173,10
2283,DA,O,1768,10,12,173,10
2284,CACHAÇA,O,1768,13,20,173,10
2285,:,O,1768,20,21,173,10
2286,Cachaça,O,1768,22,29,173,10
2287,Boa,B-NOME_BEBIDA,1768,30,33,173,10
2288,Prosa,I-NOME_BEBIDA,1768,34,39,173,10
2289,Ouro,B-CLASSIFICACAO_BEBIDA,1768,40,44,173,10
2290,700,B-VOLUME,1768,45,48,173,10
2291,ml,I-VOLUME,1768,49,51,173,10
2292,Envelhecida,O,1769,0,11,173,10
2293,por,O,1769,12,15,173,10
2294,2,B-TEMPO_ARMAZENAMENTO,1769,16,17,173,10
2295,anos,I-TEMPO_ARMAZENAMENTO,1769,18,22,173,10
2296,em,O,1769,23,25,173,10
2297,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1769,26,32,173,10
2298,de,O,1769,33,35,173,10
2299,Amburana,B-TIPO_MADEIRA,1769,36,44,173,10
2300,",",O,1769,44,45,173,10
2301,uma,O,1769,46,49,173,10
2302,típica,O,1769,50,56,173,10
2303,madeira,O,1769,57,64,173,10
2304,brasileira,O,1769,65,75,173,10
2305,que,O,1769,76,79,173,10
2306,proporciona,O,1769,80,91,173,10
2307,um,O,1769,92,94,173,10
2308,sabor,O,1769,95,100,173,10
2309,marcante,O,1769,101,109,173,10
2310,incrível,O,1769,110,118,173,10
2311,",",O,1769,118,119,173,10
2312,conferindo,O,1769,120,130,173,10
2313,a,O,1769,131,132,173,10
2314,bebida,O,1769,133,139,173,10
2315,traços,O,1769,140,146,173,10
2316,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,1769,147,156,173,10
2317,amadeirados,I-CARACTERISTICA_SENSORIAL_SABOR,1769,157,168,173,10
2318,e,O,1769,169,170,173,10
2319,um,O,1769,171,173,173,10
2320,pouco,B-CARACTERISTICA_SENSORIAL_SABOR,1769,174,179,173,10
2321,adocicados,I-CARACTERISTICA_SENSORIAL_SABOR,1769,180,190,173,10
2322,.,O,1769,190,191,173,10
2323,Teor,O,1770,0,4,173,10
2324,Alcoolico:40%,O,1770,5,18,173,10
2325,País,O,1771,0,4,173,10
2326,:,O,1771,4,5,173,10
2327,Brasil,B-NOME_LOCAL,1771,5,11,173,10
2328,Região,O,1772,0,6,173,10
2329,:,O,1772,6,7,173,10
2330,Carmo,B-NOME_LOCAL,1772,7,12,173,10
2331,de,I-NOME_LOCAL,1772,13,15,173,10
2332,Minas,I-NOME_LOCAL,1772,16,21,173,10
2333,/,O,1772,22,23,173,10
2334,MG,B-NOME_LOCAL,1772,24,26,173,10
2335,GRADUAÇÃO,O,1773,0,9,173,10
2336,ALCOÓLICA,O,1773,10,19,173,10
2337,:,O,1773,19,20,173,10
2338,40%,B-GRADUACAO_ALCOOLICA,1773,21,24,173,10
2339,LOCAL,O,1774,0,5,173,10
2340,DE,O,1774,6,8,173,10
2341,PRODUÇÃO,O,1774,9,17,173,10
2342,:,O,1774,17,18,173,10
2343,Carmo,B-NOME_LOCAL,1774,19,24,173,10
2344,de,I-NOME_LOCAL,1774,25,27,173,10
2345,Minas,I-NOME_LOCAL,1774,28,33,173,10
2346,/,O,1774,34,35,173,10
2347,MG,B-NOME_LOCAL,1774,36,38,173,10
2348,Brasil,B-NOME_LOCAL,1774,39,45,173,10
2349,NOME,O,1775,0,4,174,10
2350,DA,O,1775,5,7,174,10
2351,CACHAÇA,O,1775,8,15,174,10
2352,:,O,1775,15,16,174,10
2353,Cachaça,O,1775,17,24,174,10
2354,Paje,B-NOME_BEBIDA,1775,25,29,174,10
2355,Jambu,I-NOME_BEBIDA,1775,30,35,174,10
2356,700,B-VOLUME,1775,36,39,174,10
2357,ml,I-VOLUME,1775,40,42,174,10
2358,PREÇO,O,1776,0,5,174,10
2359,:,O,1776,5,6,174,10
2360,R$123,B-PRECO,1776,7,12,174,10
2361,",",I-PRECO,1776,12,13,174,10
2362,86,I-PRECO,1776,13,15,174,10
2363,VOLUME,O,1777,0,6,174,10
2364,:,O,1777,6,7,174,10
2365,700ml,B-VOLUME,1777,8,13,174,10
2366,DESCRIÇÃO,O,1778,0,9,174,10
2367,DA,O,1778,10,12,174,10
2368,CACHAÇA,O,1778,13,20,174,10
2369,:,O,1778,20,21,174,10
2370,Cachaça,O,1778,22,29,174,10
2371,Paje,B-NOME_BEBIDA,1778,30,34,174,10
2372,Jambu,I-NOME_BEBIDA,1778,35,40,174,10
2373,700,B-VOLUME,1778,41,44,174,10
2374,ml,I-VOLUME,1778,45,47,174,10
2375,A,O,1779,0,1,174,10
2376,Cachaça,O,1779,2,9,174,10
2377,de,O,1779,10,12,174,10
2378,Jambu,O,1779,13,18,174,10
2379,com,O,1779,19,22,174,10
2380,Rapadura,O,1779,23,31,174,10
2381,é,O,1779,32,33,174,10
2382,super,B-CLASSIFICACAO_BEBIDA,1779,34,39,174,10
2383,premium,I-CLASSIFICACAO_BEBIDA,1779,40,47,174,10
2384,e,O,1779,48,49,174,10
2385,vai,O,1779,50,53,174,10
2386,surpreender,O,1779,54,65,174,10
2387,seu,O,1779,66,69,174,10
2388,paladar,O,1779,70,77,174,10
2389,!,O,1779,77,78,174,10
2390,O,O,1780,0,1,174,10
2391,Jambu,O,1780,2,7,174,10
2392,é,O,1780,8,9,174,10
2393,também,O,1780,10,16,174,10
2394,conhecido,O,1780,17,26,174,10
2395,como,O,1780,27,31,174,10
2396,Agrião,O,1780,32,38,174,10
2397,da,O,1780,39,41,174,10
2398,Amazônia,O,1780,42,50,174,10
2399,e,O,1780,51,52,174,10
2400,possui,O,1780,53,59,174,10
2401,características,O,1780,60,75,174,10
2402,excêntricas,O,1780,76,87,174,10
2403,.,O,1780,87,88,174,10
2404,A,O,1781,0,1,174,10
2405,principal,O,1781,2,11,174,10
2406,delas,O,1781,12,17,174,10
2407,é,O,1781,18,19,174,10
2408,a,O,1781,20,21,174,10
2409,dormência,O,1781,22,31,174,10
2410,e,O,1781,32,33,174,10
2411,formigamento,O,1781,34,46,174,10
2412,na,O,1781,47,49,174,10
2413,boca,O,1781,50,54,174,10
2414,quando,O,1781,55,61,174,10
2415,ingerida,O,1781,62,70,174,10
2416,.,O,1781,70,71,174,10
2417,É,O,1782,0,1,174,10
2418,também,O,1782,2,8,174,10
2419,uma,O,1782,9,12,174,10
2420,bebida,O,1782,13,19,174,10
2421,super,O,1782,20,25,174,10
2422,afrodisíaca,O,1782,26,37,174,10
2423,.,O,1782,37,38,174,10
2424,A,O,1783,0,1,174,10
2425,Cachaça,O,1783,2,9,174,10
2426,de,O,1783,10,12,174,10
2427,Jambu,O,1783,13,18,174,10
2428,com,O,1783,19,22,174,10
2429,Rapadura,O,1783,23,31,174,10
2430,Pajé,B-NOME_BEBIDA,1783,32,36,174,10
2431,Jambu,I-NOME_BEBIDA,1783,37,42,174,10
2432,conta,O,1783,43,48,174,10
2433,a,O,1783,49,50,174,10
2434,história,O,1783,51,59,174,10
2435,da,O,1783,60,62,174,10
2436,Amazônia,B-NOME_LOCAL,1783,63,71,174,10
2437,",",O,1783,71,72,174,10
2438,mas,O,1783,73,76,174,10
2439,alia,O,1783,77,81,174,10
2440,a,O,1783,82,83,174,10
2441,doçura,O,1783,84,90,174,10
2442,de,O,1783,91,93,174,10
2443,Minas,B-NOME_LOCAL,1783,94,99,174,10
2444,.,O,1783,99,100,174,10
2445,Um,O,1784,0,2,174,10
2446,sabor,O,1784,3,8,174,10
2447,tipicamente,O,1784,9,20,174,10
2448,brasileiro,O,1784,21,31,174,10
2449,",",O,1784,31,32,174,10
2450,produzido,O,1784,33,42,174,10
2451,na,O,1784,43,45,174,10
2452,cidade,O,1784,46,52,174,10
2453,de,O,1784,53,55,174,10
2454,Senador,B-NOME_LOCAL,1784,56,63,174,10
2455,José,I-NOME_LOCAL,1784,64,68,174,10
2456,Bento,I-NOME_LOCAL,1784,69,74,174,10
2457,",",O,1784,74,75,174,10
2458,sul,B-NOME_LOCAL,1784,76,79,174,10
2459,de,I-NOME_LOCAL,1784,80,82,174,10
2460,Minas,I-NOME_LOCAL,1784,83,88,174,10
2461,Uma,O,1785,0,3,174,10
2462,deliciosa,O,1785,4,13,174,10
2463,Cachaça,O,1785,14,21,174,10
2464,Mineira,O,1785,22,29,174,10
2465,de,O,1785,30,32,174,10
2466,sabor,O,1785,33,38,174,10
2467,inesquecível,O,1785,39,51,174,10
2468,",",O,1785,51,52,174,10
2469,a,O,1785,53,54,174,10
2470,rapadura,O,1785,55,63,174,10
2471,traz,O,1785,64,68,174,10
2472,um,O,1785,69,71,174,10
2473,docinho,B-CARACTERISTICA_SENSORIAL_SABOR,1785,72,79,174,10
2474,perfeito,O,1785,80,88,174,10
2475,combinado,O,1785,89,98,174,10
2476,com,O,1785,99,102,174,10
2477,o,O,1785,103,104,174,10
2478,Jambu,B-CARACTERISTICA_SENSORIAL_SABOR,1785,105,110,174,10
2479,Teor,O,1786,0,4,174,10
2480,Alcoólico,O,1786,5,14,174,10
2481,:,O,1786,14,15,174,10
2482,28%,B-GRADUACAO_ALCOOLICA,1786,16,19,174,10
2483,País,O,1787,0,4,174,10
2484,:,O,1787,4,5,174,10
2485,Brsil,B-NOME_LOCAL,1787,5,10,174,10
2486,Região,O,1788,0,6,174,10
2487,:,O,1788,6,7,174,10
2488,Senador,B-NOME_LOCAL,1788,7,14,174,10
2489,José,I-NOME_LOCAL,1788,15,19,174,10
2490,Bento,I-NOME_LOCAL,1788,20,25,174,10
2491,/,O,1788,25,26,174,10
2492,MG,B-NOME_LOCAL,1788,26,28,174,10
2493,GRADUAÇÃO,O,1789,0,9,174,10
2494,ALCOÓLICA,O,1789,10,19,174,10
2495,:,O,1789,19,20,174,10
2496,28%,B-GRADUACAO_ALCOOLICA,1789,21,24,174,10
2497,LOCAL,O,1790,0,5,174,10
2498,DE,O,1790,6,8,174,10
2499,PRODUÇÃO,O,1790,9,17,174,10
2500,:,O,1790,17,18,174,10
2501,Senador,B-NOME_LOCAL,1790,19,26,174,10
2502,José,I-NOME_LOCAL,1790,27,31,174,10
2503,Bento,I-NOME_LOCAL,1790,32,37,174,10
2504,/,O,1790,37,38,174,10
2505,MG,B-NOME_LOCAL,1790,38,40,174,10
2506,Brasil,B-NOME_LOCAL,1790,41,46,174,10
2507,paladar,O,1791,0,7,174,10
2508,:,O,1791,7,8,174,10
2509,inesquecível,O,1791,9,21,174,10
2510,",",O,1791,21,22,174,10
2511,a,O,1791,23,24,174,10
2512,rapadura,O,1791,25,33,174,10
2513,traz,O,1791,34,38,174,10
2514,um,O,1791,39,41,174,10
2515,docinho,B-CARACTERISTICA_SENSORIAL_SABOR,1791,42,49,174,10
2516,perfeito,O,1791,50,58,174,10
2517,combinado,O,1791,59,68,174,10
2518,com,O,1791,69,72,174,10
2519,o,O,1791,73,74,174,10
2520,jambu,B-CARACTERISTICA_SENSORIAL_SABOR,1791,75,80,174,10
2521,NOME,O,1803,0,4,176,10
2522,DA,O,1803,5,7,176,10
2523,CACHAÇA,O,1803,8,15,176,10
2524,:,O,1803,15,16,176,10
2525,Cachaça,O,1803,17,24,176,10
2526,Seleta,B-NOME_BEBIDA,1803,25,31,176,10
2527,1000,B-VOLUME,1803,32,36,176,10
2528,ml,I-VOLUME,1803,37,39,176,10
2529,PREÇO,O,1804,0,5,176,10
2530,:,O,1804,5,6,176,10
2531,R$88,B-PRECO,1804,7,11,176,10
2532,",",I-PRECO,1804,11,12,176,10
2533,63,I-PRECO,1804,12,14,176,10
2534,VOLUME,O,1805,0,6,176,10
2535,:,O,1805,6,7,176,10
2536,1000ml,B-VOLUME,1805,8,14,176,10
2537,DESCRIÇÃO,O,1806,0,9,176,10
2538,DA,O,1806,10,12,176,10
2539,CACHAÇA,O,1806,13,20,176,10
2540,:,O,1806,20,21,176,10
2541,Cachaça,O,1806,22,29,176,10
2542,Seleta,B-NOME_BEBIDA,1806,30,36,176,10
2543,1000,B-VOLUME,1806,37,41,176,10
2544,ml,I-VOLUME,1806,42,44,176,10
2545,Cachaça,O,1807,0,7,176,10
2546,Seleta,B-NOME_BEBIDA,1807,8,14,176,10
2547,é,O,1807,15,16,176,10
2548,produzida,O,1807,17,26,176,10
2549,na,O,1807,27,29,176,10
2550,capital,O,1807,30,37,176,10
2551,mundial,O,1807,38,45,176,10
2552,da,O,1807,46,48,176,10
2553,Cachaça,O,1807,49,56,176,10
2554,Salinas,B-NOME_LOCAL,1807,58,65,176,10
2555,/,O,1807,66,67,176,10
2556,MG,B-NOME_LOCAL,1807,68,70,176,10
2557,descansa,O,1807,71,79,176,10
2558,em,O,1807,80,82,176,10
2559,toneis,B-RECIPIENTE_ARMAZENAMENTO,1807,83,89,176,10
2560,de,O,1807,90,92,176,10
2561,Umburana,B-TIPO_MADEIRA,1807,93,101,176,10
2562,por,O,1807,102,105,176,10
2563,2,B-TEMPO_ARMAZENAMENTO,1807,106,107,176,10
2564,",",I-TEMPO_ARMAZENAMENTO,1807,107,108,176,10
2565,5,I-TEMPO_ARMAZENAMENTO,1807,108,109,176,10
2566,anos,I-TEMPO_ARMAZENAMENTO,1807,110,114,176,10
2567,até,O,1807,115,118,176,10
2568,ser,O,1807,119,122,176,10
2569,envasada,O,1807,123,131,176,10
2570,nas,O,1807,132,135,176,10
2571,garrafas,O,1807,136,144,176,10
2572,A,O,1808,0,1,176,10
2573,cachaça,O,1808,2,9,176,10
2574,é,O,1808,10,11,176,10
2575,uma,O,1808,12,15,176,10
2576,das,O,1808,16,19,176,10
2577,mais,O,1808,20,24,176,10
2578,belas,O,1808,25,30,176,10
2579,expressões,O,1808,31,41,176,10
2580,da,O,1808,42,44,176,10
2581,cultura,O,1808,45,52,176,10
2582,do,O,1808,53,55,176,10
2583,nosso,O,1808,56,61,176,10
2584,país,O,1808,62,66,176,10
2585,.,O,1808,66,67,176,10
2586,A,O,1809,0,1,176,10
2587,Seleta,B-NOME_BEBIDA,1809,2,8,176,10
2588,",",O,1809,8,9,176,10
2589,maior,O,1809,10,15,176,10
2590,produtora,O,1809,16,25,176,10
2591,de,O,1809,26,28,176,10
2592,cachaça,O,1809,29,36,176,10
2593,artesanal,O,1809,37,46,176,10
2594,do,O,1809,47,49,176,10
2595,Brasil,B-NOME_LOCAL,1809,50,56,176,10
2596,",",O,1809,56,57,176,10
2597,se,O,1809,58,60,176,10
2598,inspira,O,1809,61,68,176,10
2599,na,O,1809,69,71,176,10
2600,alegria,O,1809,72,79,176,10
2601,",",O,1809,79,80,176,10
2602,tradição,O,1809,81,89,176,10
2603,e,O,1809,90,91,176,10
2604,diversidade,O,1809,92,103,176,10
2605,dos,O,1809,104,107,176,10
2606,brasileiros,O,1809,108,119,176,10
2607,",",O,1809,119,120,176,10
2608,para,O,1809,121,125,176,10
2609,produzir,O,1809,126,134,176,10
2610,uma,O,1809,135,138,176,10
2611,bebida,O,1809,139,145,176,10
2612,que,O,1809,146,149,176,10
2613,seja,O,1809,150,154,176,10
2614,a,O,1809,155,156,176,10
2615,imagem,O,1809,157,163,176,10
2616,do,O,1809,164,166,176,10
2617,bom,O,1809,167,170,176,10
2618,gosto,O,1809,171,176,176,10
2619,e,O,1809,177,178,176,10
2620,exigência,O,1809,179,188,176,10
2621,do,O,1809,189,191,176,10
2622,nosso,O,1809,192,197,176,10
2623,povo,O,1809,198,202,176,10
2624,.,O,1809,202,203,176,10
2625,A,O,1810,0,1,176,10
2626,cachaça,O,1810,2,9,176,10
2627,artesanal,O,1810,10,19,176,10
2628,mais,O,1810,20,24,176,10
2629,vendida,O,1810,25,32,176,10
2630,do,O,1810,33,35,176,10
2631,país,O,1810,36,40,176,10
2632,.,O,1810,40,41,176,10
2633,Feita,O,1811,0,5,176,10
2634,a,O,1811,6,7,176,10
2635,partir,O,1811,8,14,176,10
2636,de,O,1811,15,17,176,10
2637,canas,O,1811,18,23,176,10
2638,rigorosamente,O,1811,24,37,176,10
2639,selecionadas,O,1811,38,50,176,10
2640,é,O,1811,51,52,176,10
2641,armazenadas,O,1811,53,64,176,10
2642,em,O,1811,65,67,176,10
2643,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1811,68,74,176,10
2644,de,O,1811,75,77,176,10
2645,Umburana,B-TIPO_MADEIRA,1811,78,86,176,10
2646,—,O,1811,87,88,176,10
2647,planta,O,1811,89,95,176,10
2648,conhecida,O,1811,96,105,176,10
2649,por,O,1811,106,109,176,10
2650,suas,O,1811,110,114,176,10
2651,características,O,1811,115,130,176,10
2652,curativas,O,1811,131,140,176,10
2653,e,O,1811,141,142,176,10
2654,digestivas,O,1811,143,153,176,10
2655,.,O,1811,153,154,176,10
2656,A,O,1812,0,1,176,10
2657,Seleta,B-NOME_BEBIDA,1812,2,8,176,10
2658,tem,O,1812,9,12,176,10
2659,sabor,O,1812,13,18,176,10
2660,suave,B-CARACTERISTICA_SENSORIAL_SABOR,1812,19,24,176,10
2661,e,O,1812,25,26,176,10
2662,delicioso,O,1812,27,36,176,10
2663,.,O,1812,36,37,176,10
2664,Aparência,O,1813,0,9,176,10
2665,:,O,1813,9,10,176,10
2666,Levemente,B-CARACTERISTICA_SENSORIAL_COR,1813,10,19,176,10
2667,dourada,I-CARACTERISTICA_SENSORIAL_COR,1813,20,27,176,10
2668,",",O,1813,27,28,176,10
2669,límpida,B-CARACTERISTICA_SENSORIAL_COR,1813,29,36,176,10
2670,e,O,1813,37,38,176,10
2671,brilhante,B-CARACTERISTICA_SENSORIAL_COR,1813,39,48,176,10
2672,.,O,1813,48,49,176,10
2673,Aroma,O,1814,0,5,176,10
2674,:,O,1814,5,6,176,10
2675,Possui,O,1814,6,12,176,10
2676,aromas,O,1814,13,19,176,10
2677,intensos,O,1814,20,28,176,10
2678,:,O,1814,28,29,176,10
2679,amadeirados,B-CARACTERISTICA_SENSORIAL_AROMA,1814,30,41,176,10
2680,",",O,1814,41,42,176,10
2681,frutados,B-CARACTERISTICA_SENSORIAL_AROMA,1814,43,51,176,10
2682,",",O,1814,51,52,176,10
2683,adocicados,B-CARACTERISTICA_SENSORIAL_AROMA,1814,53,63,176,10
2684,",",O,1814,63,64,176,10
2685,com,O,1814,65,68,176,10
2686,notas,B-CARACTERISTICA_SENSORIAL_AROMA,1814,69,74,176,10
2687,de,I-CARACTERISTICA_SENSORIAL_AROMA,1814,75,77,176,10
2688,baunilha,I-CARACTERISTICA_SENSORIAL_AROMA,1814,78,86,176,10
2689,.,O,1814,86,87,176,10
2690,Sabor,O,1815,0,5,176,10
2691,:,O,1815,5,6,176,10
2692,Seu,O,1815,6,9,176,10
2693,sabor,O,1815,10,15,176,10
2694,é,O,1815,16,17,176,10
2695,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,1815,18,27,176,10
2696,adocicado,I-CARACTERISTICA_SENSORIAL_SABOR,1815,28,37,176,10
2697,com,O,1815,38,41,176,10
2698,notas,O,1815,42,47,176,10
2699,finais,O,1815,48,54,176,10
2700,de,O,1815,55,57,176,10
2701,baunilha,B-CARACTERISTICA_SENSORIAL_SABOR,1815,58,66,176,10
2702,",",O,1815,66,67,176,10
2703,amêndoas,B-CARACTERISTICA_SENSORIAL_SABOR,1815,68,76,176,10
2704,e,O,1815,77,78,176,10
2705,canela,B-CARACTERISTICA_SENSORIAL_SABOR,1815,79,85,176,10
2706,.,O,1815,85,86,176,10
2707,Harmonização,O,1816,0,12,176,10
2708,:,O,1816,12,13,176,10
2709,A,O,1816,13,14,176,10
2710,cachaça,O,1816,15,22,176,10
2711,é,O,1816,23,24,176,10
2712,uma,O,1816,25,28,176,10
2713,bebida,O,1816,29,35,176,10
2714,famosa,O,1816,36,42,176,10
2715,por,O,1816,43,46,176,10
2716,combinar,O,1816,47,55,176,10
2717,bem,O,1816,56,59,176,10
2718,com,O,1816,60,63,176,10
2719,diversos,O,1816,64,72,176,10
2720,pratos,O,1816,73,79,176,10
2721,e,O,1816,80,81,176,10
2722,opções,O,1816,82,88,176,10
2723,gastronômicas,O,1816,89,102,176,10
2724,.,O,1816,102,103,176,10
2725,O,O,1817,0,1,176,10
2726,que,O,1817,2,5,176,10
2727,quase,O,1817,6,11,176,10
2728,ninguém,O,1817,12,19,176,10
2729,sabe,O,1817,20,24,176,10
2730,é,O,1817,25,26,176,10
2731,que,O,1817,27,30,176,10
2732,não,O,1817,31,34,176,10
2733,é,O,1817,35,36,176,10
2734,só,O,1817,37,39,176,10
2735,com,O,1817,40,43,176,10
2736,pratos,O,1817,44,50,176,10
2737,salgados,O,1817,51,59,176,10
2738,que,O,1817,60,63,176,10
2739,a,O,1817,64,65,176,10
2740,Seleta,B-NOME_BEBIDA,1817,66,72,176,10
2741,cai,O,1817,73,76,176,10
2742,bem,O,1817,77,80,176,10
2743,.,O,1817,80,81,176,10
2744,Por,O,1818,0,3,176,10
2745,ser,O,1818,4,7,176,10
2746,armazenada,O,1818,8,18,176,10
2747,em,O,1818,19,21,176,10
2748,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1818,22,28,176,10
2749,de,O,1818,29,31,176,10
2750,amburana,B-TIPO_MADEIRA,1818,32,40,176,10
2751,",",O,1818,40,41,176,10
2752,ela,O,1818,42,45,176,10
2753,possui,O,1818,46,52,176,10
2754,notas,B-CARACTERISTICA_SENSORIAL_SABOR,1818,53,58,176,10
2755,de,I-CARACTERISTICA_SENSORIAL_SABOR,1818,59,61,176,10
2756,canela,I-CARACTERISTICA_SENSORIAL_SABOR,1818,62,68,176,10
2757,que,O,1818,69,72,176,10
2758,combinam,O,1818,73,81,176,10
2759,perfeitamente,O,1818,82,95,176,10
2760,com,O,1818,96,99,176,10
2761,saladas,O,1818,100,107,176,10
2762,de,O,1818,108,110,176,10
2763,frutas,O,1818,111,117,176,10
2764,",",O,1818,117,118,176,10
2765,sorvetes,O,1818,119,127,176,10
2766,",",O,1818,127,128,176,10
2767,doces,O,1818,129,134,176,10
2768,e,O,1818,135,136,176,10
2769,sobremesas,O,1818,137,147,176,10
2770,.,O,1818,147,148,176,10
2771,Como,O,1819,0,4,176,10
2772,Servir,O,1819,5,11,176,10
2773,Além,O,1820,0,4,176,10
2774,de,O,1820,5,7,176,10
2775,poder,O,1820,8,13,176,10
2776,ser,O,1820,14,17,176,10
2777,servida,O,1820,18,25,176,10
2778,pura,O,1820,26,30,176,10
2779,e,O,1820,31,32,176,10
2780,na,O,1820,33,35,176,10
2781,tradicional,O,1820,36,47,176,10
2782,caipirinha,O,1820,48,58,176,10
2783,",",O,1820,58,59,176,10
2784,pode,O,1820,60,64,176,10
2785,ser,O,1820,65,68,176,10
2786,usada,O,1820,69,74,176,10
2787,para,O,1820,75,79,176,10
2788,criar,O,1820,80,85,176,10
2789,drinks,O,1820,86,92,176,10
2790,",",O,1820,92,93,176,10
2791,batidas,O,1820,94,101,176,10
2792,e,O,1820,102,103,176,10
2793,outras,O,1820,104,110,176,10
2794,misturas,O,1820,111,119,176,10
2795,.,O,1820,119,120,176,10
2796,Na,O,1821,0,2,176,10
2797,culinária,O,1821,3,12,176,10
2798,também,O,1821,13,19,176,10
2799,tem,O,1821,20,23,176,10
2800,surgido,O,1821,24,31,176,10
2801,combinações,O,1821,32,43,176,10
2802,interessantes,O,1821,44,57,176,10
2803,com,O,1821,58,61,176,10
2804,a,O,1821,62,63,176,10
2805,Seleta,B-NOME_BEBIDA,1821,64,70,176,10
2806,.,O,1821,70,71,176,10
2807,O,O,1822,0,1,176,10
2808,importante,O,1822,2,12,176,10
2809,é,O,1822,13,14,176,10
2810,dar,O,1822,15,18,176,10
2811,asas,O,1822,19,23,176,10
2812,à,O,1822,24,25,176,10
2813,criatividade,O,1822,26,38,176,10
2814,!,O,1822,38,39,176,10
2815,Teor,O,1823,0,4,176,10
2816,Alcoolico,O,1823,5,14,176,10
2817,:,O,1823,14,15,176,10
2818,42%,B-GRADUACAO_ALCOOLICA,1823,16,19,176,10
2819,País,O,1824,0,4,176,10
2820,:,O,1824,4,5,176,10
2821,Brasil,B-NOME_LOCAL,1824,6,12,176,10
2822,Região,O,1825,0,6,176,10
2823,:,O,1825,6,7,176,10
2824,Salinas,B-NOME_LOCAL,1825,7,14,176,10
2825,/,O,1825,15,16,176,10
2826,MG,B-NOME_LOCAL,1825,17,19,176,10
2827,Fabricante,O,1826,0,10,176,10
2828,:,O,1826,10,11,176,10
2829,Seleta,B-NOME_ORGANIZACAO,1826,12,18,176,10
2830,GRADUAÇÃO,O,1827,0,9,176,10
2831,ALCOÓLICA,O,1827,10,19,176,10
2832,:,O,1827,19,20,176,10
2833,42%,B-GRADUACAO_ALCOOLICA,1827,21,24,176,10
2834,RECIPIENTE,O,1828,0,10,176,10
2835,DE,O,1828,11,13,176,10
2836,ARMAZENAMENTO,O,1828,14,27,176,10
2837,:,O,1828,27,28,176,10
2838,Envelhecida,O,1828,29,40,176,10
2839,em,O,1828,41,43,176,10
2840,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1828,44,50,176,10
2841,de,O,1828,51,53,176,10
2842,umburana,B-TIPO_MADEIRA,1828,54,62,176,10
2843,—,O,1828,63,64,176,10
2844,planta,O,1828,65,71,176,10
2845,conhecida,O,1828,72,81,176,10
2846,por,O,1828,82,85,176,10
2847,suas,O,1828,86,90,176,10
2848,características,O,1828,91,106,176,10
2849,curativas,O,1828,107,116,176,10
2850,e,O,1828,117,118,176,10
2851,digestivas,O,1828,119,129,176,10
2852,.,O,1828,129,130,176,10
2853,LOCAL,O,1829,0,5,176,10
2854,DE,O,1829,6,8,176,10
2855,PRODUÇÃO,O,1829,9,17,176,10
2856,:,O,1829,17,18,176,10
2857,Salinas,B-NOME_LOCAL,1829,19,26,176,10
2858,/,O,1829,27,28,176,10
2859,MG,B-NOME_LOCAL,1829,29,31,176,10
2860,Brasil,B-NOME_LOCAL,1829,32,38,176,10
2861,paladar,O,1830,0,7,176,10
2862,:,O,1830,7,8,176,10
2863,seu,O,1830,9,12,176,10
2864,sabor,O,1830,13,18,176,10
2865,é,O,1830,19,20,176,10
2866,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,1830,21,30,176,10
2867,adocicado,I-CARACTERISTICA_SENSORIAL_SABOR,1830,31,40,176,10
