,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao
2733,",",O,2813,80,81,234,4
2734,realizado,O,2813,82,91,234,4
2735,na,O,2813,92,94,234,4
2736,cidade,O,2813,95,101,234,4
2737,de,O,2813,102,104,234,4
2738,Tequila,B-NOME_LOCAL,2813,105,112,234,4
2739,",",O,2813,112,113,234,4
2740,no,O,2813,114,116,234,4
2741,México,B-NOME_LOCAL,2813,117,123,234,4
2742,.,O,2813,123,124,234,4
2743,São,O,2814,0,3,234,4
2744,mais,O,2814,4,8,234,4
2745,de,O,2814,9,11,234,4
2746,10,O,2814,12,14,234,4
2747,premiações,O,2814,15,25,234,4
2748,nos,O,2814,26,29,234,4
2749,maiores,O,2814,30,37,234,4
2750,concursos,O,2814,38,47,234,4
2751,de,O,2814,48,50,234,4
2752,destilados,O,2814,51,61,234,4
2753,do,O,2814,62,64,234,4
2754,Brasil,B-NOME_LOCAL,2814,65,71,234,4
2755,e,O,2814,72,73,234,4
2756,exterior,O,2814,74,82,234,4
2757,.,O,2814,82,83,234,4
2758,Confira,O,2815,0,7,234,4
2759,NOME,O,2927,0,4,244,4
2760,DA,O,2927,5,7,244,4
2761,CACHAÇA,O,2927,8,15,244,4
2762,:,O,2927,15,16,244,4
2763,Cachaça,O,2927,17,24,244,4
2764,Seleta,B-NOME_BEBIDA,2927,25,31,244,4
2765,270,B-VOLUME,2927,32,35,244,4
2766,ml,I-VOLUME,2927,36,38,244,4
2767,PREÇO,O,2928,0,5,244,4
2768,:,O,2928,5,6,244,4
2769,R$,B-PRECO,2928,7,9,244,4
2770,24,I-PRECO,2928,10,12,244,4
2771,",",I-PRECO,2928,12,13,244,4
2772,90,I-PRECO,2928,13,15,244,4
2773,Volume,O,2929,0,6,244,4
2774,:,O,2929,6,7,244,4
2775,270,B-VOLUME,2929,8,11,244,4
2776,ml,I-VOLUME,2929,12,14,244,4
2777,DESCRIÇÃO,O,2930,0,9,244,4
2778,DA,O,2930,10,12,244,4
2779,CACHAÇA,O,2930,13,20,244,4
2780,:,O,2930,20,21,244,4
2781,Cachaça,O,2930,22,29,244,4
2782,Seleta,B-NOME_BEBIDA,2930,30,36,244,4
2783,Grad,O,2930,37,41,244,4
2784,.,O,2930,41,42,244,4
2785,Alcool,O,2930,43,49,244,4
2786,.,O,2930,49,50,244,4
2787,:,O,2930,50,51,244,4
2788,44,B-GRADUACAO_ALCOOLICA,2930,52,54,244,4
2789,%,I-GRADUACAO_ALCOOLICA,2930,55,56,244,4
2790,Vol,O,2930,57,60,244,4
2791,.,O,2930,60,61,244,4
2792,),O,2930,61,62,244,4
2793,Envelhecimento,O,2931,0,14,244,4
2794,:,O,2931,14,15,244,4
2795,2,B-TEMPO_ARMAZENAMENTO,2931,16,17,244,4
2796,anos,I-TEMPO_ARMAZENAMENTO,2931,18,22,244,4
2797,em,O,2931,23,25,244,4
2798,Umburana,B-TIPO_MADEIRA,2931,26,34,244,4
2799,Conteúdo,O,2932,0,8,244,4
2800,:,O,2932,9,10,244,4
2801,270,B-VOLUME,2932,11,14,244,4
2802,ml,I-VOLUME,2932,15,17,244,4
2803,Garrafa,O,2933,0,7,244,4
2804,:,O,2933,8,9,244,4
2805,transparente,O,2933,10,22,244,4
2806,Prazo,O,2934,0,5,244,4
2807,de,O,2934,6,8,244,4
2808,Validade,O,2934,9,17,244,4
2809,:,O,2934,18,19,244,4
2810,Indeterminado,O,2934,20,33,244,4
2811,Evite,O,2935,0,5,244,4
2812,o,O,2935,6,7,244,4
2813,consumo,O,2935,8,15,244,4
2814,Excessivo,O,2935,16,25,244,4
2815,de,O,2935,26,28,244,4
2816,Álcool,O,2935,29,35,244,4
2817,Tempo,O,2936,0,5,244,4
2818,de,O,2936,6,8,244,4
2819,Envelhecimento,O,2936,9,23,244,4
2820,:,O,2936,23,24,244,4
2821,2,B-TEMPO_ARMAZENAMENTO,2936,25,26,244,4
2822,anos,I-TEMPO_ARMAZENAMENTO,2936,27,31,244,4
2823,Grad,O,2937,0,4,244,4
2824,.,O,2937,4,5,244,4
2825,Alcool,O,2937,6,12,244,4
2826,:,O,2937,12,13,244,4
2827,44%,B-GRADUACAO_ALCOOLICA,2937,14,17,244,4
2828,NOME,O,3094,0,4,257,4
2829,DA,O,3094,5,7,257,4
2830,CACHAÇA,O,3094,8,15,257,4
2831,:,O,3094,15,16,257,4
2832,Cachaça,O,3094,17,24,257,4
2833,Nova,B-NOME_BEBIDA,3094,25,29,257,4
2834,Aliança,I-NOME_BEBIDA,3094,30,37,257,4
2835,Umburana,B-TIPO_MADEIRA,3094,38,46,257,4
2836,670,B-VOLUME,3094,47,50,257,4
2837,ML,I-VOLUME,3094,51,53,257,4
2838,PREÇO,O,3095,0,5,257,4
2839,:,O,3095,5,6,257,4
2840,R$,B-PRECO,3095,7,9,257,4
2841,32,I-PRECO,3095,10,12,257,4
2842,",",I-PRECO,3095,12,13,257,4
2843,90,I-PRECO,3095,13,15,257,4
2844,Volume,O,3096,0,6,257,4
2845,:,O,3096,6,7,257,4
2846,670,B-VOLUME,3096,8,11,257,4
2847,ml,I-VOLUME,3096,12,14,257,4
2848,DESCRIÇÃO,O,3097,0,9,257,4
2849,DA,O,3097,10,12,257,4
2850,CACHAÇA,O,3097,13,20,257,4
2851,:,O,3097,20,21,257,4
2852,Cachaça,O,3097,22,29,257,4
2853,Nova,B-NOME_BEBIDA,3097,30,34,257,4
2854,Aliança,I-NOME_BEBIDA,3097,35,42,257,4
2855,A,O,3098,11,12,257,4
2856,Cachaça,O,3098,13,20,257,4
2857,Nova,B-NOME_BEBIDA,3098,21,25,257,4
2858,Aliança,I-NOME_BEBIDA,3098,26,33,257,4
2859,foi,O,3098,34,37,257,4
2860,criada,O,3098,38,44,257,4
2861,pensando,O,3098,45,53,257,4
2862,estabelecer,O,3098,54,65,257,4
2863,relação,O,3098,66,73,257,4
2864,de,O,3098,74,76,257,4
2865,confiança,O,3098,77,86,257,4
2866,e,O,3099,0,1,257,4
2867,o,O,3099,2,3,257,4
2868,reconhecimento,O,3099,4,18,257,4
2869,do,O,3099,19,21,257,4
2870,consumidor,O,3099,22,32,257,4
2871,junto,O,3099,33,38,257,4
2872,ao,O,3099,39,41,257,4
2873,produtor,O,3099,42,50,257,4
2874,industria,O,3099,51,60,257,4
2875,",",O,3099,60,61,257,4
2876,Comercio,O,3099,62,70,257,4
2877,e,O,3099,71,72,257,4
2878,Exportação,O,3099,73,83,257,4
2879,de,O,3099,84,86,257,4
2880,Cachaça,O,3099,87,94,257,4
2881,Beija,B-NOME_ORGANIZACAO,3100,0,5,257,4
2882,-,I-NOME_ORGANIZACAO,3100,6,7,257,4
2883,Flor,I-NOME_ORGANIZACAO,3100,8,12,257,4
2884,Ltda,I-NOME_ORGANIZACAO,3100,13,17,257,4
2885,",",O,3100,17,18,257,4
2886,empresa,O,3100,19,26,257,4
2887,familiar,O,3100,27,35,257,4
2888,de,O,3100,36,38,257,4
2889,Salinas,B-NOME_LOCAL,3100,39,46,257,4
2890,que,O,3100,47,50,257,4
2891,está,O,3100,51,55,257,4
2892,no,O,3100,56,58,257,4
2893,mercado,O,3100,59,66,257,4
2894,desde,O,3100,67,72,257,4
2895,de,O,3100,73,75,257,4
2896,1988,B-TEMPO,3100,76,80,257,4
2897,",",O,3100,80,81,257,4
2898,que,O,3100,82,85,257,4
2899,tamnbem,O,3100,86,93,257,4
2900,produz,O,3100,94,100,257,4
2901,a,O,3100,101,102,257,4
2902,famosa,O,3100,103,109,257,4
2903,e,O,3100,110,111,257,4
2904,tradicional,O,3100,112,123,257,4
2905,Indaiazinha,B-NOME_BEBIDA,3100,124,135,257,4
2906,.,O,3100,135,136,257,4
2907,A,O,3101,0,1,257,4
2908,Cachaça,O,3101,2,9,257,4
2909,Nova,B-NOME_BEBIDA,3101,10,14,257,4
2910,Aliança,I-NOME_BEBIDA,3101,15,22,257,4
2911,e,O,3101,23,24,257,4
2912,comercializada,O,3101,25,39,257,4
2913,em,O,3101,40,42,257,4
2914,três,O,3101,43,47,257,4
2915,versões,O,3101,48,55,257,4
2916,de,O,3101,56,58,257,4
2917,armazenamento,O,3101,59,72,257,4
2918,em,O,3101,73,75,257,4
2919,madeiras,O,3101,76,84,257,4
2920,de,O,3101,85,87,257,4
2921,Bálsamo,B-TIPO_MADEIRA,3101,88,95,257,4
2922,",",O,3101,95,96,257,4
2923,umburana,B-TIPO_MADEIRA,3102,0,8,257,4
2924,e,O,3102,9,10,257,4
2925,jequitibá,B-TIPO_MADEIRA,3102,11,20,257,4
2926,.,O,3102,20,21,257,4
2927,Tais,O,3103,0,4,257,4
2928,madeiras,O,3103,5,13,257,4
2929,conferem,O,3103,14,22,257,4
2930,a,O,3103,23,24,257,4
2931,bebida,O,3103,25,31,257,4
2932,paladar,O,3103,32,39,257,4
2933,incomparáveis,O,3103,40,53,257,4
2934,para,O,3103,54,58,257,4
2935,quem,O,3103,59,63,257,4
2936,aprecia,O,3103,64,71,257,4
2937,a,O,3103,72,73,257,4
2938,mais,O,3103,74,78,257,4
2939,genuina,O,3104,0,7,257,4
2940,bebida,O,3104,8,14,257,4
2941,brasileira,O,3104,15,25,257,4
2942,A,O,3104,26,27,257,4
2943,CACHAÇA,O,3104,28,35,257,4
2944,Experimente,O,3105,0,11,257,4
2945,e,O,3105,12,13,257,4
2946,Comprove,O,3105,14,22,257,4
2947,!,O,3105,23,24,257,4
2948,Grad,O,3106,0,4,257,4
2949,.,O,3106,4,5,257,4
2950,Alcool,O,3106,6,12,257,4
2951,.,O,3106,12,13,257,4
2952,:,O,3106,13,14,257,4
2953,48,B-GRADUACAO_ALCOOLICA,3106,15,17,257,4
2954,%,I-GRADUACAO_ALCOOLICA,3106,18,19,257,4
2955,Vol,O,3106,20,23,257,4
2956,.,O,3106,23,24,257,4
2957,),O,3106,24,25,257,4
2958,Envelhecida,O,3107,0,11,257,4
2959,em,O,3107,12,14,257,4
2960,Umburana,B-TIPO_MADEIRA,3107,16,24,257,4
2961,Tempo,O,3108,0,5,257,4
2962,de,O,3108,6,8,257,4
2963,Envelhecimento,O,3108,9,23,257,4
2964,:,O,3108,23,24,257,4
2965,3,B-TEMPO_ARMAZENAMENTO,3108,25,26,257,4
2966,Anos,I-TEMPO_ARMAZENAMENTO,3108,27,31,257,4
2967,Conteúdo,O,3109,0,8,257,4
2968,:,O,3109,9,10,257,4
2969,670,B-VOLUME,3109,11,14,257,4
2970,ml,I-VOLUME,3109,15,17,257,4
2971,Garrafa,O,3110,0,7,257,4
2972,:,O,3110,8,9,257,4
2973,Tradicional,O,3110,10,21,257,4
2974,Prazo,O,3111,0,5,257,4
2975,de,O,3111,6,8,257,4
2976,Validade,O,3111,9,17,257,4
2977,:,O,3111,18,19,257,4
2978,Indeterminado,O,3111,20,33,257,4
2979,Evite,O,3112,0,5,257,4
2980,o,O,3112,6,7,257,4
2981,consumo,O,3112,8,15,257,4
2982,Excessivo,O,3112,16,25,257,4
2983,de,O,3112,26,28,257,4
2984,Álcool,O,3112,29,35,257,4
2985,Tempo,O,3113,0,5,257,4
2986,de,O,3113,6,8,257,4
2987,Envelhecimento,O,3113,9,23,257,4
2988,:,O,3113,23,24,257,4
2989,3,B-TEMPO_ARMAZENAMENTO,3113,25,26,257,4
2990,anos,I-TEMPO_ARMAZENAMENTO,3113,27,31,257,4
2991,Grad,O,3114,0,4,257,4
2992,.,O,3114,4,5,257,4
2993,Alcool,O,3114,6,12,257,4
2994,:,O,3114,12,13,257,4
2995,48%,B-GRADUACAO_ALCOOLICA,3114,14,17,257,4
2996,NOME,O,3157,0,4,260,4
2997,DA,O,3157,5,7,260,4
2998,CACHAÇA,O,3157,8,15,260,4
2999,:,O,3157,15,16,260,4
3000,Cachaça,O,3157,17,24,260,4
3001,Nova,B-NOME_BEBIDA,3157,25,29,260,4
3002,Aliança,I-NOME_BEBIDA,3157,30,37,260,4
3003,Prata,B-CLASSIFICACAO_BEBIDA,3157,38,43,260,4
3004,600,B-VOLUME,3157,44,47,260,4
3005,ML,I-VOLUME,3157,48,50,260,4
3006,PREÇO,O,3158,0,5,260,4
3007,:,O,3158,5,6,260,4
3008,R$,B-PRECO,3158,7,9,260,4
3009,29,I-PRECO,3158,10,12,260,4
3010,",",I-PRECO,3158,12,13,260,4
3011,90,I-PRECO,3158,13,15,260,4
3012,Volume,O,3159,0,6,260,4
3013,:,O,3159,6,7,260,4
3014,600,B-VOLUME,3159,8,11,260,4
3015,ml,I-VOLUME,3159,12,14,260,4
3016,DESCRIÇÃO,O,3160,0,9,260,4
3017,DA,O,3160,10,12,260,4
3018,CACHAÇA,O,3160,13,20,260,4
3019,:,O,3160,20,21,260,4
3020,Cachaça,O,3160,22,29,260,4
3021,Nova,B-NOME_BEBIDA,3160,30,34,260,4
3022,Aliança,I-NOME_BEBIDA,3160,35,42,260,4
3023,A,O,3161,11,12,260,4
3024,Cachaça,O,3161,13,20,260,4
3025,Nova,B-NOME_BEBIDA,3161,21,25,260,4
3026,Aliança,I-NOME_BEBIDA,3161,26,33,260,4
3027,foi,O,3161,34,37,260,4
3028,criada,O,3161,38,44,260,4
3029,pensando,O,3161,45,53,260,4
3030,estabelecer,O,3161,54,65,260,4
3031,relação,O,3161,66,73,260,4
3032,de,O,3161,74,76,260,4
3033,confiança,O,3161,77,86,260,4
3034,e,O,3162,0,1,260,4
3035,o,O,3162,2,3,260,4
3036,reconhecimento,O,3162,4,18,260,4
3037,do,O,3162,19,21,260,4
3038,consumidor,O,3162,22,32,260,4
3039,junto,O,3162,33,38,260,4
3040,ao,O,3162,39,41,260,4
3041,produtor,O,3162,42,50,260,4
3042,industria,O,3162,51,60,260,4
3043,",",O,3162,60,61,260,4
3044,Comercio,O,3162,62,70,260,4
3045,e,O,3162,71,72,260,4
3046,Exportação,O,3162,73,83,260,4
3047,de,O,3162,84,86,260,4
3048,Cachaça,O,3162,87,94,260,4
3049,Beija,B-NOME_ORGANIZACAO,3163,0,5,260,4
3050,-,I-NOME_ORGANIZACAO,3163,6,7,260,4
3051,Flor,I-NOME_ORGANIZACAO,3163,8,12,260,4
3052,Ltda,I-NOME_ORGANIZACAO,3163,13,17,260,4
3053,",",O,3163,17,18,260,4
3054,empresa,O,3163,19,26,260,4
3055,familiar,O,3163,27,35,260,4
3056,de,O,3163,36,38,260,4
3057,Salinas,B-NOME_LOCAL,3163,39,46,260,4
3058,que,O,3163,47,50,260,4
3059,está,O,3163,51,55,260,4
3060,no,O,3163,56,58,260,4
3061,mercado,O,3163,59,66,260,4
3062,desde,O,3163,67,72,260,4
3063,de,O,3163,73,75,260,4
3064,1988,B-TEMPO,3163,76,80,260,4
3065,",",O,3163,80,81,260,4
3066,que,O,3163,82,85,260,4
3067,tamnbem,O,3163,86,93,260,4
3068,produz,O,3163,94,100,260,4
3069,a,O,3163,101,102,260,4
3070,famosa,O,3163,103,109,260,4
3071,e,O,3163,110,111,260,4
3072,tradicional,O,3163,112,123,260,4
3073,Indaiazinha,B-NOME_BEBIDA,3163,124,135,260,4
3074,.,O,3163,135,136,260,4
3075,A,O,3164,0,1,260,4
3076,Cachaça,O,3164,2,9,260,4
3077,Nova,B-NOME_BEBIDA,3164,10,14,260,4
3078,Aliança,I-NOME_BEBIDA,3164,15,22,260,4
3079,e,O,3164,23,24,260,4
3080,comercializada,O,3164,25,39,260,4
3081,em,O,3164,40,42,260,4
3082,três,O,3164,43,47,260,4
3083,versões,O,3164,48,55,260,4
3084,de,O,3164,56,58,260,4
3085,armazenamento,O,3164,59,72,260,4
3086,em,O,3164,73,75,260,4
3087,madeiras,O,3164,76,84,260,4
3088,de,O,3164,85,87,260,4
3089,Bálsamo,B-TIPO_MADEIRA,3164,88,95,260,4
3090,",",O,3164,95,96,260,4
3091,umburana,B-TIPO_MADEIRA,3165,0,8,260,4
3092,e,O,3165,9,10,260,4
3093,jequitibá,B-TIPO_MADEIRA,3165,11,20,260,4
3094,.,O,3165,20,21,260,4
3095,Tais,O,3166,0,4,260,4
3096,madeiras,O,3166,5,13,260,4
3097,conferem,O,3166,14,22,260,4
3098,a,O,3166,23,24,260,4
3099,bebida,O,3166,25,31,260,4
3100,paladar,O,3166,32,39,260,4
3101,incomparáveis,O,3166,40,53,260,4
3102,para,O,3166,54,58,260,4
3103,quem,O,3166,59,63,260,4
3104,aprecia,O,3166,64,71,260,4
3105,a,O,3166,72,73,260,4
3106,mais,O,3166,74,78,260,4
3107,genuina,O,3167,0,7,260,4
3108,bebida,O,3167,8,14,260,4
3109,brasileira,O,3167,15,25,260,4
3110,A,O,3167,26,27,260,4
3111,CACHAÇA,O,3167,28,35,260,4
3112,Experimente,O,3168,0,11,260,4
3113,e,O,3168,12,13,260,4
3114,Comprove,O,3168,14,22,260,4
3115,!,O,3168,23,24,260,4
3116,Grad,O,3169,0,4,260,4
3117,.,O,3169,4,5,260,4
3118,Alcool,O,3169,6,12,260,4
3119,.,O,3169,12,13,260,4
3120,:,O,3169,13,14,260,4
3121,48,B-GRADUACAO_ALCOOLICA,3169,15,17,260,4
3122,%,I-GRADUACAO_ALCOOLICA,3169,18,19,260,4
3123,Vol,O,3169,20,23,260,4
3124,.,O,3169,23,24,260,4
3125,),O,3169,24,25,260,4
3126,Envelhecida,O,3170,0,11,260,4
3127,em,O,3170,12,14,260,4
3128,Jequitibá,B-TIPO_MADEIRA,3170,16,25,260,4
3129,Tempo,O,3171,0,5,260,4
3130,de,O,3171,6,8,260,4
3131,Envelhecimento,O,3171,9,23,260,4
3132,:,O,3171,23,24,260,4
3133,2,B-TEMPO_ARMAZENAMENTO,3171,25,26,260,4
3134,Anos,I-TEMPO_ARMAZENAMENTO,3171,27,31,260,4
3135,Conteúdo,O,3172,0,8,260,4
3136,:,O,3172,9,10,260,4
3137,600,B-VOLUME,3172,11,14,260,4
3138,ml,I-VOLUME,3172,15,17,260,4
3139,Garrafa,O,3173,0,7,260,4
3140,:,O,3173,8,9,260,4
3141,Tradicional,O,3173,10,21,260,4
3142,Prazo,O,3174,0,5,260,4
3143,de,O,3174,6,8,260,4
3144,Validade,O,3174,9,17,260,4
3145,:,O,3174,18,19,260,4
3146,Indeterminado,O,3174,20,33,260,4
3147,Evite,O,3175,0,5,260,4
3148,o,O,3175,6,7,260,4
3149,consumo,O,3175,8,15,260,4
3150,Excessivo,O,3175,16,25,260,4
3151,de,O,3175,26,28,260,4
3152,Álcool,O,3175,29,35,260,4
3153,Tempo,O,3176,0,5,260,4
3154,de,O,3176,6,8,260,4
3155,Envelhecimento,O,3176,9,23,260,4
3156,:,O,3176,23,24,260,4
3157,2,B-TEMPO_ARMAZENAMENTO,3176,25,26,260,4
3158,anos,I-TEMPO_ARMAZENAMENTO,3176,27,31,260,4
3159,Grad,O,3177,0,4,260,4
3160,.,O,3177,4,5,260,4
3161,Alcool,O,3177,6,12,260,4
3162,:,O,3177,12,13,260,4
3163,48%,B-GRADUACAO_ALCOOLICA,3177,14,17,260,4
3164,NOME,O,3319,0,4,270,4
3165,DA,O,3319,5,7,270,4
3166,CACHAÇA,O,3319,8,15,270,4
3167,:,O,3319,15,16,270,4
3168,Cachaça,O,3319,17,24,270,4
3169,Salinas,B-NOME_BEBIDA,3319,25,32,270,4
3170,Umburana,B-TIPO_MADEIRA,3319,33,41,270,4
3171,700,B-VOLUME,3319,42,45,270,4
3172,ML,I-VOLUME,3319,46,48,270,4
3173,PREÇO,O,3320,0,5,270,4
3174,:,O,3320,5,6,270,4
3175,R$,B-PRECO,3320,7,9,270,4
3176,39,I-PRECO,3320,10,12,270,4
3177,",",I-PRECO,3320,12,13,270,4
3178,90,I-PRECO,3320,13,15,270,4
3179,Volume,O,3321,0,6,270,4
3180,:,O,3321,6,7,270,4
3181,700,B-VOLUME,3321,8,11,270,4
3182,ml,I-VOLUME,3321,12,14,270,4
3183,DESCRIÇÃO,O,3322,0,9,270,4
3184,DA,O,3322,10,12,270,4
3185,CACHAÇA,O,3322,13,20,270,4
3186,:,O,3322,20,21,270,4
3187,Cachaça,O,3322,22,29,270,4
3188,Salinas,B-NOME_BEBIDA,3322,30,37,270,4
3189,em,O,3322,38,40,270,4
3190,Umburana,B-TIPO_MADEIRA,3322,41,49,270,4
3191,700,B-VOLUME,3322,50,53,270,4
3192,ML,I-VOLUME,3322,54,56,270,4
3193,Com,O,3323,0,3,270,4
3194,mais,O,3323,4,8,270,4
3195,de,O,3323,9,11,270,4
3196,20,B-TEMPO,3323,12,14,270,4
3197,Anos,I-TEMPO,3323,15,19,270,4
3198,de,O,3323,20,22,270,4
3199,Tradição,O,3323,23,31,270,4
3200,o,O,3323,32,33,270,4
3201,Grupo,B-NOME_ORGANIZACAO,3323,34,39,270,4
3202,Salinas,I-NOME_ORGANIZACAO,3323,40,47,270,4
3203,e,O,3323,48,49,270,4
3204,lider,O,3323,50,55,270,4
3205,em,O,3323,56,58,270,4
3206,vendas,O,3323,59,65,270,4
3207,e,O,3323,66,67,270,4
3208,referencia,O,3323,68,78,270,4
3209,no,O,3323,79,81,270,4
3210,setor,O,3323,82,87,270,4
3211,",",O,3323,87,88,270,4
3212,contando,O,3323,89,97,270,4
3213,com,O,3323,98,101,270,4
3214,a,O,3323,102,103,270,4
3215,maior,O,3323,104,109,270,4
3216,e,O,3323,110,111,270,4
3217,mais,O,3323,112,116,270,4
3218,moderna,O,3323,117,124,270,4
3219,fabrica,O,3323,125,132,270,4
3220,de,O,3323,133,135,270,4
3221,Cachaça,O,3323,136,143,270,4
3222,Artesanal,O,3323,144,153,270,4
3223,do,O,3323,154,156,270,4
3224,Brasil,B-NOME_LOCAL,3323,157,163,270,4
3225,.,O,3323,163,164,270,4
3226,A,O,3324,0,1,270,4
3227,Salinas,B-NOME_BEBIDA,3324,2,9,270,4
3228,em,O,3324,10,12,270,4
3229,Umburana,B-TIPO_MADEIRA,3324,13,21,270,4
3230,tem,O,3324,22,25,270,4
3231,2,B-TEMPO_ARMAZENAMENTO,3324,26,27,270,4
3232,anos,I-TEMPO_ARMAZENAMENTO,3324,28,32,270,4
3233,de,O,3324,33,35,270,4
3234,Envelhecimento,O,3324,36,50,270,4
3235,tornando,O,3324,51,59,270,4
3236,-,O,3324,60,61,270,4
3237,se,O,3324,62,64,270,4
3238,uma,O,3324,65,68,270,4
3239,exelente,O,3324,69,77,270,4
3240,cachaça,O,3324,78,85,270,4
3241,.,O,3324,85,86,270,4
3242,Cachaça,O,3325,0,7,270,4
3243,pra,O,3325,8,11,270,4
3244,quem,O,3325,12,16,270,4
3245,gosta,O,3325,17,22,270,4
3246,e,O,3325,23,24,270,4
3247,conhece,O,3325,25,32,270,4
3248,realmente,O,3325,33,42,270,4
3249,de,O,3325,43,45,270,4
3250,Cachaça,O,3325,46,53,270,4
3251,Caracteristicas,O,3326,0,15,270,4
3252,Produzida,O,3326,16,25,270,4
3253,:,O,3326,25,26,270,4
3254,Região,O,3326,27,33,270,4
3255,de,O,3326,34,36,270,4
3256,Salinas,B-NOME_LOCAL,3326,37,44,270,4
3257,Madeira,O,3327,0,7,270,4
3258,:,O,3327,7,8,270,4
3259,Umburana,B-TIPO_MADEIRA,3327,9,17,270,4
3260,Envelhecimento,O,3328,0,14,270,4
3261,:,O,3328,14,15,270,4
3262,2,B-TEMPO_ARMAZENAMENTO,3328,16,17,270,4
3263,anos,I-TEMPO_ARMAZENAMENTO,3328,18,22,270,4
3264,Garrafa,O,3329,0,7,270,4
3265,:,O,3329,7,8,270,4
3266,Transparente,O,3329,9,21,270,4
3267,700,B-VOLUME,3329,22,25,270,4
3268,ML,I-VOLUME,3329,26,28,270,4
3269,Evite,O,3330,0,5,270,4
3270,o,O,3330,6,7,270,4
3271,Consumo,O,3330,8,15,270,4
3272,exessivo,O,3330,16,24,270,4
3273,de,O,3330,25,27,270,4
3274,Alcool,O,3330,28,34,270,4
3275,Peso,O,3331,0,4,270,4
3276,:,O,3331,5,6,270,4
3277,1,O,3331,7,8,270,4
3278,",",O,3331,8,9,270,4
3279,100,O,3331,9,12,270,4
3280,Kg,O,3331,14,16,270,4
3281,Altura,O,3332,0,6,270,4
3282,:,O,3332,7,8,270,4
3283,30,O,3332,9,11,270,4
3284,Cm,O,3332,13,15,270,4
3285,Largura,O,3333,0,7,270,4
3286,:,O,3333,8,9,270,4
3287,8,O,3333,10,11,270,4
3288,Cm,O,3333,14,16,270,4
3289,Comprimento,O,3334,0,11,270,4
3290,:,O,3334,12,13,270,4
3291,8,O,3334,14,15,270,4
3292,Cm,O,3334,17,19,270,4
3293,Este,O,3335,0,4,270,4
3294,produto,O,3335,5,12,270,4
3295,não,O,3335,13,16,270,4
3296,possui,O,3335,17,23,270,4
3297,avaliações,O,3335,24,34,270,4
3298,Produzida,O,3336,0,9,270,4
3299,em,O,3336,10,12,270,4
3300,:,O,3336,12,13,270,4
3301,Região,O,3336,14,20,270,4
3302,Tempo,O,3337,0,5,270,4
3303,de,O,3337,6,8,270,4
3304,Envelhecimento,O,3337,9,23,270,4
3305,:,O,3337,23,24,270,4
3306,2,B-TEMPO_ARMAZENAMENTO,3337,25,26,270,4
3307,anos,I-TEMPO_ARMAZENAMENTO,3337,27,31,270,4
3308,NOME,O,3484,0,4,283,4
3309,DA,O,3484,5,7,283,4
3310,CACHAÇA,O,3484,8,15,283,4
3311,:,O,3484,15,16,283,4
3312,Cachaça,O,3484,17,24,283,4
3313,Terra,B-NOME_BEBIDA,3484,25,30,283,4
3314,de,I-NOME_BEBIDA,3484,31,33,283,4
3315,Ouro,I-NOME_BEBIDA,3484,34,38,283,4
3316,Porcelena,O,3484,39,48,283,4
3317,PREÇO,O,3485,0,5,283,4
3318,:,O,3485,5,6,283,4
3319,R$,B-PRECO,3485,7,9,283,4
3320,79,I-PRECO,3485,10,12,283,4
3321,",",I-PRECO,3485,12,13,283,4
3322,90,I-PRECO,3485,13,15,283,4
3323,Volume,O,3486,0,6,283,4
3324,:,O,3486,6,7,283,4
3325,700,B-VOLUME,3486,8,11,283,4
3326,ml,I-VOLUME,3486,12,14,283,4
3327,DESCRIÇÃO,O,3487,0,9,283,4
3328,DA,O,3487,10,12,283,4
3329,CACHAÇA,O,3487,13,20,283,4
3330,:,O,3487,20,21,283,4
3331,Cachaça,O,3487,22,29,283,4
3332,Terra,B-NOME_BEBIDA,3487,30,35,283,4
3333,de,I-NOME_BEBIDA,3487,36,38,283,4
3334,ouro,I-NOME_BEBIDA,3487,39,43,283,4
3335,Porcelana,O,3487,44,53,283,4
3336,700,B-VOLUME,3487,54,57,283,4
3337,ML,I-VOLUME,3487,58,60,283,4
3338,Esta,O,3488,0,4,283,4
3339,e,O,3488,5,6,283,4
3340,uma,O,3488,7,10,283,4
3341,versão,O,3488,11,17,283,4
3342,especial,O,3488,18,26,283,4
3343,da,O,3488,27,29,283,4
3344,Terra,B-NOME_BEBIDA,3488,30,35,283,4
3345,de,I-NOME_BEBIDA,3488,36,38,283,4
3346,Ouro,I-NOME_BEBIDA,3488,39,43,283,4
3347,agora,O,3488,44,49,283,4
3348,em,O,3488,50,52,283,4
3349,Porcelana,O,3488,53,62,283,4
3350,Grad,O,3489,0,4,283,4
3351,.,O,3489,4,5,283,4
3352,Alcool,O,3489,6,12,283,4
3353,.,O,3489,12,13,283,4
3354,:,O,3489,13,14,283,4
3355,44,B-GRADUACAO_ALCOOLICA,3489,15,17,283,4
3356,%,I-GRADUACAO_ALCOOLICA,3489,18,19,283,4
3357,Vol,O,3489,20,23,283,4
3358,.,O,3489,23,24,283,4
3359,),O,3489,24,25,283,4
3360,Envelhecimento,O,3490,0,14,283,4
3361,:,O,3490,14,15,283,4
3362,2,B-TEMPO_ARMAZENAMENTO,3490,16,17,283,4
3363,anos,I-TEMPO_ARMAZENAMENTO,3490,18,22,283,4
