,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao
1839,de,O,1296,26,28,141,3
1840,Jequitibá,B-TIPO_MADEIRA,1296,29,38,141,3
1841,Rosa,I-TIPO_MADEIRA,1296,39,43,141,3
1842,",",O,1296,43,44,141,3
1843,que,O,1296,45,48,141,3
1844,não,O,1296,49,52,141,3
1845,alteram,O,1296,53,60,141,3
1846,o,O,1296,61,62,141,3
1847,sabor,O,1296,63,68,141,3
1848,original,O,1296,69,77,141,3
1849,da,O,1296,78,80,141,3
1850,cachaça,O,1296,81,88,141,3
1851,.,O,1296,88,89,141,3
1852,A,O,1297,0,1,141,3
1853,cachaça,O,1297,2,9,141,3
1854,Dois,B-NOME_BEBIDA,1297,10,14,141,3
1855,Dedos,I-NOME_BEBIDA,1297,15,20,141,3
1856,de,I-NOME_BEBIDA,1297,21,23,141,3
1857,Minas,I-NOME_BEBIDA,1297,24,29,141,3
1858,é,O,1297,30,31,141,3
1859,produzida,O,1297,32,41,141,3
1860,de,O,1297,42,44,141,3
1861,maneira,O,1297,45,52,141,3
1862,artesanal,O,1297,53,62,141,3
1863,",",O,1297,62,63,141,3
1864,com,O,1297,64,67,141,3
1865,muito,O,1297,68,73,141,3
1866,carinho,O,1297,74,81,141,3
1867,desde,O,1297,82,87,141,3
1868,o,O,1297,88,89,141,3
1869,cultivo,O,1297,90,97,141,3
1870,da,O,1297,98,100,141,3
1871,cana,O,1297,101,105,141,3
1872,",",O,1297,105,106,141,3
1873,na,O,1297,107,109,141,3
1874,sua,O,1297,110,113,141,3
1875,moagem,O,1297,114,120,141,3
1876,e,O,1297,121,122,141,3
1877,fermentação,O,1297,123,134,141,3
1878,natural,O,1297,135,142,141,3
1879,.,O,1297,142,143,141,3
1880,No,O,1298,0,2,141,3
1881,processo,O,1298,3,11,141,3
1882,de,O,1298,12,14,141,3
1883,alambicagem,O,1298,15,26,141,3
1884,retiramos,O,1298,27,36,141,3
1885,a,O,1298,37,38,141,3
1886,cabeça,O,1298,39,45,141,3
1887,e,O,1298,46,47,141,3
1888,a,O,1298,48,49,141,3
1889,cauda,O,1298,50,55,141,3
1890,",",O,1298,55,56,141,3
1891,separando,O,1298,57,66,141,3
1892,somente,O,1298,67,74,141,3
1893,o,O,1298,75,76,141,3
1894,coração,O,1298,77,84,141,3
1895,da,O,1298,85,87,141,3
1896,cachaça,O,1298,88,95,141,3
1897,.,O,1298,95,96,141,3
1898,Prata,O,1299,0,5,141,3
1899,:,O,1299,5,6,141,3
1900,Descansanda,O,1299,7,18,141,3
1901,por,O,1299,19,22,141,3
1902,vários,B-TEMPO_ARMAZENAMENTO,1299,23,29,141,3
1903,meses,I-TEMPO_ARMAZENAMENTO,1299,30,35,141,3
1904,em,O,1299,36,38,141,3
1905,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1299,39,45,141,3
1906,de,O,1299,46,48,141,3
1907,Jequitibá,B-TIPO_MADEIRA,1299,49,58,141,3
1908,Rosa,I-TIPO_MADEIRA,1299,59,63,141,3
1909,",",O,1299,63,64,141,3
1910,ela,O,1299,65,68,141,3
1911,mantém,O,1299,69,75,141,3
1912,sua,O,1299,76,79,141,3
1913,cor,O,1299,80,83,141,3
1914,e,O,1299,84,85,141,3
1915,sabor,O,1299,86,91,141,3
1916,",",O,1299,91,92,141,3
1917,acentuando,O,1299,93,103,141,3
1918,ainda,O,1299,104,109,141,3
1919,mais,O,1299,110,114,141,3
1920,o,O,1299,115,116,141,3
1921,seu,O,1299,117,120,141,3
1922,aroma,O,1299,121,126,141,3
1923,e,O,1299,127,128,141,3
1924,maciez,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,1299,129,135,141,3
1925,.,O,1299,135,136,141,3
1926,Teor,O,1300,0,4,141,3
1927,Alcoólico:40%,O,1300,5,18,141,3
1928,País,O,1301,0,4,141,3
1929,:,O,1301,4,5,141,3
1930,Brasil,B-NOME_LOCAL,1301,5,11,141,3
1931,Região,O,1302,0,6,141,3
1932,:,O,1302,6,7,141,3
1933,Piranguçu,B-NOME_LOCAL,1302,7,16,141,3
1934,/,O,1302,17,18,141,3
1935,MG,B-NOME_LOCAL,1302,19,21,141,3
1936,GRADUAÇÃO,O,1303,0,9,141,3
1937,ALCOÓLICA,O,1303,10,19,141,3
1938,:,O,1303,19,20,141,3
1939,40%,B-GRADUACAO_ALCOOLICA,1303,21,24,141,3
1940,LOCAL,O,1304,0,5,141,3
1941,DE,O,1304,6,8,141,3
1942,PRODUÇÃO,O,1304,9,17,141,3
1943,:,O,1304,17,18,141,3
1944,Piranguçu,B-NOME_LOCAL,1304,19,28,141,3
1945,/,O,1304,29,30,141,3
1946,MG,B-NOME_LOCAL,1304,31,33,141,3
1947,Brasil,B-NOME_LOCAL,1304,34,40,141,3
1948,NOME,O,1479,0,4,154,3
1949,DA,O,1479,5,7,154,3
1950,CACHAÇA,O,1479,8,15,154,3
1951,:,O,1479,15,16,154,3
1952,Cachaça,O,1479,17,24,154,3
1953,Companheira,B-NOME_BEBIDA,1479,25,36,154,3
1954,Envelhecida,O,1479,37,48,154,3
1955,670,B-VOLUME,1479,49,52,154,3
1956,ml,I-VOLUME,1479,53,55,154,3
1957,PREÇO,O,1480,0,5,154,3
1958,:,O,1480,5,6,154,3
1959,R$140,B-PRECO,1480,7,12,154,3
1960,",",I-PRECO,1480,12,13,154,3
1961,62,I-PRECO,1480,13,15,154,3
1962,VOLUME,O,1481,0,6,154,3
1963,:,O,1481,6,7,154,3
1964,670ml,B-VOLUME,1481,8,13,154,3
1965,DESCRIÇÃO,O,1482,0,9,154,3
1966,DA,O,1482,10,12,154,3
1967,CACHAÇA,O,1482,13,20,154,3
1968,:,O,1482,20,21,154,3
1969,Cachaça,O,1482,22,29,154,3
1970,Companheira,B-NOME_BEBIDA,1482,30,41,154,3
1971,Envelhecida,O,1482,42,53,154,3
1972,670ml,B-VOLUME,1482,54,59,154,3
1973,A,O,1483,0,1,154,3
1974,cachaça,O,1483,2,9,154,3
1975,Companheira,B-NOME_BEBIDA,1483,10,21,154,3
1976,Envelhecida,O,1483,22,33,154,3
1977,é,O,1483,34,35,154,3
1978,produzida,O,1483,36,45,154,3
1979,de,O,1483,46,48,154,3
1980,forma,O,1483,49,54,154,3
1981,artesanal,O,1483,55,64,154,3
1982,no,O,1483,65,67,154,3
1983,norte,B-NOME_LOCAL,1483,68,73,154,3
1984,do,I-NOME_LOCAL,1483,74,76,154,3
1985,Paraná,I-NOME_LOCAL,1483,77,83,154,3
1986,",",O,1483,83,84,154,3
1987,na,O,1483,85,87,154,3
1988,cidade,O,1483,88,94,154,3
1989,de,O,1483,95,97,154,3
1990,Jandaia,B-NOME_LOCAL,1483,98,105,154,3
1991,do,I-NOME_LOCAL,1483,106,108,154,3
1992,Sul,I-NOME_LOCAL,1483,109,112,154,3
1993,.,O,1483,112,113,154,3
1994,Envelhecida,O,1484,0,11,154,3
1995,em,O,1484,12,14,154,3
1996,toneis,B-RECIPIENTE_ARMAZENAMENTO,1484,15,21,154,3
1997,de,O,1484,22,24,154,3
1998,Carvalho,B-TIPO_MADEIRA,1484,25,33,154,3
1999,o,O,1484,34,35,154,3
2000,que,O,1484,36,39,154,3
2001,lhe,O,1484,40,43,154,3
2002,confere,O,1484,44,51,154,3
2003,um,O,1484,52,54,154,3
2004,paladar,O,1484,55,62,154,3
2005,suave,B-CARACTERISTICA_SENSORIAL_SABOR,1484,63,68,154,3
2006,e,O,1484,69,70,154,3
2007,extremamente,O,1484,71,83,154,3
2008,agradavel,O,1484,84,93,154,3
2009,.,O,1484,93,94,154,3
2010,Graduação,O,1485,0,9,154,3
2011,Alcoólica,O,1485,10,19,154,3
2012,:,O,1485,19,20,154,3
2013,40%,B-GRADUACAO_ALCOOLICA,1485,21,24,154,3
2014,vol,O,1485,25,28,154,3
2015,.,O,1485,28,29,154,3
2016,Uma,O,1486,0,3,154,3
2017,cachaça,O,1486,4,11,154,3
2018,equilibrada,O,1486,12,23,154,3
2019,onde,O,1486,24,28,154,3
2020,o,O,1486,29,30,154,3
2021,aroma,O,1486,31,36,154,3
2022,e,O,1486,37,38,154,3
2023,sabor,O,1486,39,44,154,3
2024,do,O,1486,45,47,154,3
2025,carvalho,B-CARACTERISTICA_SENSORIAL_SABOR,1486,48,56,154,3
2026,combinam,O,1486,57,65,154,3
2027,com,O,1486,66,69,154,3
2028,o,O,1486,70,71,154,3
2029,da,O,1486,72,74,154,3
2030,cana,B-CARACTERISTICA_SENSORIAL_SABOR,1486,75,79,154,3
2031,.,O,1486,79,80,154,3
2032,Origem,O,1487,0,6,154,3
2033,:,O,1487,6,7,154,3
2034,Jandaia,B-NOME_LOCAL,1487,8,15,154,3
2035,do,I-NOME_LOCAL,1487,16,18,154,3
2036,Sul,I-NOME_LOCAL,1487,19,22,154,3
2037,/,O,1487,23,24,154,3
2038,PR,B-NOME_LOCAL,1487,25,27,154,3
2039,Madeira,O,1488,1,8,154,3
2040,:,O,1488,8,9,154,3
2041,Carvalho,B-TIPO_MADEIRA,1488,10,18,154,3
2042,Envelhecimento,O,1489,1,15,154,3
2043,:,O,1489,15,16,154,3
2044,4,B-TEMPO_ARMAZENAMENTO,1489,17,18,154,3
2045,anos,I-TEMPO_ARMAZENAMENTO,1489,19,23,154,3
2046,Graduação,O,1490,1,10,154,3
2047,Alcoólica,O,1490,11,20,154,3
2048,:,O,1490,20,21,154,3
2049,40%,B-GRADUACAO_ALCOOLICA,1490,22,25,154,3
2050,GRADUAÇÃO,O,1491,0,9,154,3
2051,ALCOÓLICA,O,1491,10,19,154,3
2052,:,O,1491,19,20,154,3
2053,40%,B-GRADUACAO_ALCOOLICA,1491,21,24,154,3
2054,RECIPIENTE,O,1492,0,10,154,3
2055,DE,O,1492,11,13,154,3
2056,ARMAZENAMENTO,O,1492,14,27,154,3
2057,:,O,1492,27,28,154,3
2058,Envelhecida,O,1492,29,40,154,3
2059,em,O,1492,41,43,154,3
2060,toneis,B-RECIPIENTE_ARMAZENAMENTO,1492,44,50,154,3
2061,de,O,1492,51,53,154,3
2062,carvalho,B-TIPO_MADEIRA,1492,54,62,154,3
2063,o,O,1492,63,64,154,3
2064,que,O,1492,65,68,154,3
2065,lhe,O,1492,69,72,154,3
2066,confere,O,1492,73,80,154,3
2067,um,O,1492,81,83,154,3
2068,paladar,O,1492,84,91,154,3
2069,suave,B-CARACTERISTICA_SENSORIAL_SABOR,1492,92,97,154,3
2070,e,O,1492,98,99,154,3
2071,extremamente,O,1492,100,112,154,3
2072,agradavel,O,1492,113,122,154,3
2073,.,O,1492,122,123,154,3
2074,graduação,O,1493,0,9,154,3
2075,alcoólica,O,1493,10,19,154,3
2076,:,O,1493,19,20,154,3
2077,40%,B-GRADUACAO_ALCOOLICA,1493,21,24,154,3
2078,vol,O,1493,25,28,154,3
2079,.,O,1493,28,29,154,3
2080,Armazenada,O,1494,0,10,154,3
2081,em,O,1494,11,13,154,3
2082,madeira,O,1494,14,21,154,3
2083,de,O,1494,22,24,154,3
2084,carvalho,B-TIPO_MADEIRA,1494,25,33,154,3
2085,LOCAL,O,1495,0,5,154,3
2086,DE,O,1495,6,8,154,3
2087,PRODUÇÃO,O,1495,9,17,154,3
2088,:,O,1495,17,18,154,3
2089,Jandaia,B-NOME_LOCAL,1495,19,26,154,3
2090,do,I-NOME_LOCAL,1495,27,29,154,3
2091,Sul,I-NOME_LOCAL,1495,30,33,154,3
2092,/,O,1495,34,35,154,3
2093,PR,B-NOME_LOCAL,1495,36,38,154,3
2094,TEMPO,O,1496,0,5,154,3
2095,DE,O,1496,6,8,154,3
2096,ARMAZENAMENTO,O,1496,9,22,154,3
2097,:,O,1496,22,23,154,3
2098,Envelhecida,O,1496,24,35,154,3
2099,por,O,1496,36,39,154,3
2100,4,B-TEMPO_ARMAZENAMENTO,1496,40,41,154,3
2101,anos,I-TEMPO_ARMAZENAMENTO,1496,42,46,154,3
2102,NOME,O,1526,0,4,157,3
2103,DA,O,1526,5,7,157,3
2104,CACHAÇA,O,1526,8,15,157,3
2105,:,O,1526,15,16,157,3
2106,Cachaça,O,1526,17,24,157,3
2107,Orgulho,B-NOME_BEBIDA,1526,25,32,157,3
2108,Mineiro,I-NOME_BEBIDA,1526,33,40,157,3
2109,670,B-VOLUME,1526,41,44,157,3
2110,ml,I-VOLUME,1526,45,47,157,3
2111,PREÇO,O,1527,0,5,157,3
2112,:,O,1527,5,6,157,3
2113,R$127,B-PRECO,1527,7,12,157,3
2114,",",I-PRECO,1527,12,13,157,3
2115,91,I-PRECO,1527,13,15,157,3
2116,VOLUME,O,1528,0,6,157,3
2117,:,O,1528,6,7,157,3
2118,670ml,B-VOLUME,1528,8,13,157,3
2119,DESCRIÇÃO,O,1529,0,9,157,3
2120,DA,O,1529,10,12,157,3
2121,CACHAÇA,O,1529,13,20,157,3
2122,:,O,1529,20,21,157,3
2123,Cachaça,O,1529,22,29,157,3
2124,Orgulho,B-NOME_BEBIDA,1529,30,37,157,3
2125,Mineiro,I-NOME_BEBIDA,1529,38,45,157,3
2126,670,B-VOLUME,1529,46,49,157,3
2127,ml,I-VOLUME,1529,50,52,157,3
2128,Cachaça,O,1530,0,7,157,3
2129,artesanal,O,1530,8,17,157,3
2130,ouro,B-CLASSIFICACAO_BEBIDA,1530,18,22,157,3
2131,.,O,1530,22,23,157,3
2132,Envelhecida,O,1531,0,11,157,3
2133,em,O,1531,12,14,157,3
2134,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1531,15,21,157,3
2135,de,O,1531,22,24,157,3
2136,Carvalho,B-TIPO_MADEIRA,1531,25,33,157,3
2137,.,O,1531,33,34,157,3
2138,Garrafa,O,1532,0,7,157,3
2139,empalhada,O,1532,8,17,157,3
2140,com,O,1532,18,21,157,3
2141,1,O,1532,22,24,157,3
2142,copo,O,1532,25,29,157,3
2143,dose,O,1532,30,34,157,3
2144,.,O,1532,34,35,157,3
2145,A,O,1533,0,1,157,3
2146,cachaça,O,1533,2,9,157,3
2147,Orgulho,B-NOME_BEBIDA,1533,10,17,157,3
2148,Mineiro,I-NOME_BEBIDA,1533,18,25,157,3
2149,é,O,1533,26,27,157,3
2150,produzida,O,1533,28,37,157,3
2151,na,O,1533,38,40,157,3
2152,cidade,O,1533,41,47,157,3
2153,de,O,1533,48,50,157,3
2154,Borda,B-NOME_LOCAL,1533,51,56,157,3
2155,da,I-NOME_LOCAL,1533,57,59,157,3
2156,Mata,I-NOME_LOCAL,1533,60,64,157,3
2157,Minas,B-NOME_LOCAL,1533,65,70,157,3
2158,Gerais,I-NOME_LOCAL,1533,71,77,157,3
2159,",",O,1533,77,78,157,3
2160,onde,O,1533,79,83,157,3
2161,é,O,1533,84,85,157,3
2162,envelhecida,O,1533,86,97,157,3
2163,em,O,1533,98,100,157,3
2164,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1533,101,107,157,3
2165,de,O,1533,108,110,157,3
2166,Carvalho,B-TIPO_MADEIRA,1533,111,119,157,3
2167,",",O,1533,119,120,157,3
2168,e,O,1533,121,122,157,3
2169,engarrafada,O,1533,123,134,157,3
2170,em,O,1533,135,137,157,3
2171,vidro,O,1533,138,143,157,3
2172,com,O,1533,144,147,157,3
2173,tampa,O,1533,148,153,157,3
2174,de,O,1533,154,156,157,3
2175,rosca,O,1533,157,162,157,3
2176,.,O,1533,162,163,157,3
2177,Cachaça,O,1534,0,7,157,3
2178,100%,O,1534,8,12,157,3
2179,natural,O,1534,13,20,157,3
2180,.,O,1534,20,21,157,3
2181,Destilado,O,1535,0,9,157,3
2182,artesanalmente,O,1535,10,24,157,3
2183,em,O,1535,25,27,157,3
2184,alambique,B-EQUIPAMENTO_DESTILACAO,1535,28,37,157,3
2185,de,I-EQUIPAMENTO_DESTILACAO,1535,38,40,157,3
2186,cobre,I-EQUIPAMENTO_DESTILACAO,1535,41,46,157,3
2187,.,O,1535,46,47,157,3
2188,Envelhecida,O,1536,0,11,157,3
2189,em,O,1536,12,14,157,3
2190,Tonéis,B-RECIPIENTE_ARMAZENAMENTO,1536,15,21,157,3
2191,de,I-RECIPIENTE_ARMAZENAMENTO,1536,22,24,157,3
2192,Madeira,I-RECIPIENTE_ARMAZENAMENTO,1536,25,32,157,3
2193,Nobre,O,1536,33,38,157,3
2194,(,O,1536,39,40,157,3
2195,carvalho,B-TIPO_MADEIRA,1536,40,48,157,3
2196,),O,1536,48,49,157,3
2197,.,O,1536,49,50,157,3
2198,Respeitando,O,1537,0,11,157,3
2199,a,O,1537,12,13,157,3
2200,mais,O,1537,14,18,157,3
2201,pura,O,1537,19,23,157,3
2202,Tradição,O,1537,24,32,157,3
2203,Mineira,O,1537,33,40,157,3
2204,.,O,1537,40,41,157,3
2205,O,O,1538,0,1,157,3
2206,Carvalho,B-TIPO_MADEIRA,1538,2,10,157,3
2207,é,O,1538,11,12,157,3
2208,uma,O,1538,13,16,157,3
2209,das,O,1538,17,20,157,3
2210,madeiras,O,1538,21,29,157,3
2211,mais,O,1538,30,34,157,3
2212,usadas,O,1538,35,41,157,3
2213,no,O,1538,42,44,157,3
2214,mundo,O,1538,45,50,157,3
2215,e,O,1538,51,52,157,3
2216,indicada,O,1538,53,61,157,3
2217,para,O,1538,62,66,157,3
2218,diversos,O,1538,67,75,157,3
2219,tipo,O,1538,76,80,157,3
2220,de,O,1538,81,83,157,3
2221,destilados,O,1538,84,94,157,3
2222,",",O,1538,94,95,157,3
2223,como,O,1538,96,100,157,3
2224,o,O,1538,101,102,157,3
2225,whisky,O,1538,103,109,157,3
2226,",",O,1538,109,110,157,3
2227,run,O,1538,111,114,157,3
2228,",",O,1538,114,115,157,3
2229,conhaque,O,1538,116,124,157,3
2230,e,O,1538,125,126,157,3
2231,outros,O,1538,127,133,157,3
2232,.,O,1538,133,134,157,3
2233,Esta,O,1539,0,4,157,3
2234,madeira,O,1539,5,12,157,3
2235,promove,O,1539,13,20,157,3
2236,a,O,1539,21,22,157,3
2237,oxidação,O,1539,23,31,157,3
2238,ideal,O,1539,32,37,157,3
2239,das,O,1539,38,41,157,3
2240,bebidas,O,1539,42,49,157,3
2241,contidas,O,1539,50,58,157,3
2242,em,O,1539,59,61,157,3
2243,seu,O,1539,62,65,157,3
2244,interior,O,1539,66,74,157,3
2245,.,O,1539,74,75,157,3
2246,Além,O,1540,0,4,157,3
2247,disso,O,1540,5,10,157,3
2248,",",O,1540,10,11,157,3
2249,um,O,1540,12,14,157,3
2250,pouco,O,1540,15,20,157,3
2251,da,O,1540,21,23,157,3
2252,resina,O,1540,24,30,157,3
2253,do,O,1540,31,33,157,3
2254,malte,O,1540,34,39,157,3
2255,impregnado,O,1540,40,50,157,3
2256,na,O,1540,51,53,157,3
2257,madeira,O,1540,54,61,157,3
2258,e,O,1540,62,63,157,3
2259,dos,O,1540,64,67,157,3
2260,taninos,O,1540,68,75,157,3
2261,são,O,1540,76,79,157,3
2262,absorvidos,O,1540,80,90,157,3
2263,pela,O,1540,91,95,157,3
2264,cachaça,O,1540,96,103,157,3
2265,durante,O,1540,104,111,157,3
2266,o,O,1540,112,113,157,3
2267,envelhecimento,O,1540,114,128,157,3
2268,",",O,1540,128,129,157,3
2269,o,O,1540,130,131,157,3
2270,que,O,1540,132,135,157,3
2271,lhe,O,1540,136,139,157,3
2272,dá,O,1540,140,142,157,3
2273,a,O,1540,143,144,157,3
2274,cor,O,1540,145,148,157,3
2275,dourada,B-CARACTERISTICA_SENSORIAL_COR,1540,149,156,157,3
2276,e,O,1540,157,158,157,3
2277,o,O,1540,159,160,157,3
2278,sabor,O,1540,161,166,157,3
2279,amaciado,B-CARACTERISTICA_SENSORIAL_SABOR,1540,167,175,157,3
2280,",",O,1540,175,176,157,3
2281,engrandecendo,O,1540,177,190,157,3
2282,a,O,1540,191,192,157,3
2283,cachaça,O,1540,193,200,157,3
2284,ao,O,1540,201,203,157,3
2285,paladar,O,1540,204,211,157,3
2286,dos,O,1540,212,215,157,3
2287,mais,O,1540,216,220,157,3
2288,fiéis,O,1540,221,226,157,3
2289,apreciadores,O,1540,227,239,157,3
2290,Teor,O,1541,0,4,157,3
2291,Álcoolico,O,1541,5,14,157,3
2292,:,O,1541,14,15,157,3
2293,40%,B-GRADUACAO_ALCOOLICA,1541,16,19,157,3
2294,vol,O,1541,20,23,157,3
2295,País,O,1542,0,4,157,3
2296,:,O,1542,4,5,157,3
2297,Brasil,B-NOME_LOCAL,1542,6,12,157,3
2298,Região,O,1543,0,6,157,3
2299,:,O,1543,6,7,157,3
2300,Borda,B-NOME_LOCAL,1543,8,13,157,3
2301,da,I-NOME_LOCAL,1543,14,16,157,3
2302,Mata,I-NOME_LOCAL,1543,17,21,157,3
2303,-,O,1543,21,22,157,3
2304,MG,B-NOME_LOCAL,1543,23,25,157,3
2305,GRADUAÇÃO,O,1544,0,9,157,3
2306,ALCOÓLICA,O,1544,10,19,157,3
2307,:,O,1544,19,20,157,3
2308,40%,B-GRADUACAO_ALCOOLICA,1544,21,24,157,3
2309,RECIPIENTE,O,1545,0,10,157,3
2310,DE,O,1545,11,13,157,3
2311,ARMAZENAMENTO,O,1545,14,27,157,3
2312,:,O,1545,27,28,157,3
2313,Envelhecida,O,1545,29,40,157,3
2314,em,O,1545,41,43,157,3
2315,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1545,44,50,157,3
2316,de,O,1545,51,53,157,3
2317,carvalho,B-TIPO_MADEIRA,1545,54,62,157,3
2318,.,O,1545,62,63,157,3
2319,LOCAL,O,1546,0,5,157,3
2320,DE,O,1546,6,8,157,3
2321,PRODUÇÃO,O,1546,9,17,157,3
2322,:,O,1546,17,18,157,3
2323,Borda,B-NOME_LOCAL,1546,19,24,157,3
2324,da,I-NOME_LOCAL,1546,25,27,157,3
2325,Mata,I-NOME_LOCAL,1546,28,32,157,3
2326,-,O,1546,32,33,157,3
2327,MG,B-NOME_LOCAL,1546,34,36,157,3
2328,Brasil,B-NOME_LOCAL,1546,37,43,157,3
2329,NOME,O,1568,0,4,160,3
2330,DA,O,1568,5,7,160,3
2331,CACHAÇA,O,1568,8,15,160,3
2332,:,O,1568,15,16,160,3
2333,Cachaça,O,1568,17,24,160,3
2334,Salinas,B-NOME_BEBIDA,1568,25,32,160,3
2335,Umburana,B-TIPO_MADEIRA,1568,33,41,160,3
2336,600,B-VOLUME,1568,42,45,160,3
2337,ml,I-VOLUME,1568,46,48,160,3
2338,PREÇO,O,1569,0,5,160,3
2339,:,O,1569,5,6,160,3
2340,R$67,B-PRECO,1569,7,11,160,3
2341,",",I-PRECO,1569,11,12,160,3
2342,1,I-PRECO,1569,12,14,160,3
2343,VOLUME,O,1570,0,6,160,3
2344,:,O,1570,6,7,160,3
2345,600ml,B-VOLUME,1570,8,13,160,3
2346,DESCRIÇÃO,O,1571,0,9,160,3
2347,DA,O,1571,10,12,160,3
2348,CACHAÇA,O,1571,13,20,160,3
2349,:,O,1571,20,21,160,3
2350,CACHAÇA,O,1571,22,29,160,3
2351,SALINAS,B-NOME_BEBIDA,1571,30,37,160,3
2352,UMBURANA,B-TIPO_MADEIRA,1571,38,46,160,3
2353,600ML,B-VOLUME,1571,47,52,160,3
2354,A,O,1572,0,1,160,3
2355,cachaça,O,1572,2,9,160,3
2356,repousada,O,1572,10,19,160,3
2357,em,O,1572,20,22,160,3
2358,tonéis,B-RECIPIENTE_ARMAZENAMENTO,1572,23,29,160,3
2359,de,O,1572,30,32,160,3
2360,Umburana,B-TIPO_MADEIRA,1572,33,41,160,3
2361,",",O,1572,41,42,160,3
2362,assim,O,1572,43,48,160,3
2363,",",O,1572,48,49,160,3
2364,perdendo,O,1572,50,58,160,3
2365,sua,O,1572,59,62,160,3
2366,acidez,O,1572,63,69,160,3
2367,",",O,1572,69,70,160,3
2368,ganhando,O,1572,71,79,160,3
2369,uma,O,1572,80,83,160,3
2370,coloração,O,1572,84,93,160,3
2371,amarelada,B-CARACTERISTICA_SENSORIAL_COR,1572,94,103,160,3
2372,",",O,1572,103,104,160,3
2373,perfume,O,1572,105,112,160,3
2374,amadeirado,B-CARACTERISTICA_SENSORIAL_AROMA,1572,113,123,160,3
2375,e,O,1572,124,125,160,3
2376,sabor,O,1572,126,131,160,3
2377,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,1572,132,141,160,3
2378,.,O,1572,141,142,160,3
2379,Pode,O,1573,0,4,160,3
2380,ser,O,1573,6,9,160,3
2381,provada,O,1573,10,17,160,3
2382,pura,O,1573,18,22,160,3
2383,ou,O,1573,23,25,160,3
2384,em,O,1573,26,28,160,3
2385,drinks,O,1573,29,35,160,3
2386,delicados,O,1573,36,45,160,3
2387,.,O,1573,45,46,160,3
2388,Teor,O,1574,0,4,160,3
2389,Alcoolico,O,1574,5,14,160,3
2390,:,O,1574,14,15,160,3
2391,42%,B-GRADUACAO_ALCOOLICA,1574,16,19,160,3
2392,GRADUAÇÃO,O,1575,0,9,160,3
2393,ALCOÓLICA,O,1575,10,19,160,3
2394,:,O,1575,19,20,160,3
2395,42%,B-GRADUACAO_ALCOOLICA,1575,21,24,160,3
2396,NOME,O,1936,0,4,182,3
2397,DA,O,1936,5,7,182,3
2398,CACHAÇA,O,1936,8,15,182,3
2399,:,O,1936,15,16,182,3
2400,Cachaça,O,1936,17,24,182,3
2401,Salinas,B-NOME_BEBIDA,1936,25,32,182,3
2402,Garrafa,O,1936,33,40,182,3
2403,600,B-VOLUME,1936,41,44,182,3
2404,ml,I-VOLUME,1936,45,47,182,3
2405,VOLUME,O,1937,0,6,182,3
2406,:,O,1937,6,7,182,3
2407,600ml,B-VOLUME,1937,8,13,182,3
2408,DESCRIÇÃO,O,1938,0,9,182,3
2409,DA,O,1938,10,12,182,3
2410,CACHAÇA,O,1938,13,20,182,3
2411,:,O,1938,20,21,182,3
2412,Cachaça,O,1938,22,29,182,3
2413,Salinas,B-NOME_BEBIDA,1938,30,37,182,3
2414,Garrafa,O,1938,38,45,182,3
2415,Característica,O,1938,46,60,182,3
2416,:,O,1938,60,61,182,3
2417,Salinas,B-NOME_BEBIDA,1938,61,68,182,3
2418,é,O,1938,69,70,182,3
2419,produzida,O,1938,71,80,182,3
2420,na,O,1938,81,83,182,3
2421,cidade,O,1938,84,90,182,3
2422,de,O,1938,91,93,182,3
2423,Salinas,B-NOME_LOCAL,1938,94,101,182,3
2424,(,O,1938,102,103,182,3
2425,Capital,O,1938,103,110,182,3
2426,Mundial,O,1938,111,118,182,3
2427,da,O,1938,119,121,182,3
2428,Cachaça,O,1938,122,129,182,3
2429,),O,1938,129,130,182,3
2430,na,O,1938,131,133,182,3
2431,região,O,1938,134,140,182,3
2432,do,O,1938,141,143,182,3
2433,vale,B-NOME_LOCAL,1938,144,148,182,3
2434,do,I-NOME_LOCAL,1938,149,151,182,3
2435,Jequitinhonha,I-NOME_LOCAL,1938,152,165,182,3
2436,.,O,1938,165,166,182,3
2437,A,O,1939,0,1,182,3
2438,região,O,1939,2,8,182,3
2439,proporciona,O,1939,9,20,182,3
2440,um,O,1939,21,23,182,3
2441,clima,O,1939,24,29,182,3
2442,quente,O,1939,30,36,182,3
2443,e,O,1939,37,38,182,3
2444,seco,O,1939,39,43,182,3
2445,produzindo,O,1939,44,54,182,3
2446,uma,O,1939,55,58,182,3
2447,cana,O,1939,59,63,182,3
2448,de,O,1939,64,66,182,3
2449,alto,O,1939,67,71,182,3
2450,teor,O,1939,72,76,182,3
2451,de,O,1939,77,79,182,3
2452,açúcar,O,1939,80,86,182,3
2453,.,O,1939,86,87,182,3
2454,Salinas,B-NOME_BEBIDA,1940,0,7,182,3
2455,é,O,1940,8,9,182,3
2456,considerada,O,1940,10,21,182,3
2457,uma,O,1940,22,25,182,3
2458,das,O,1940,26,29,182,3
