,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao
2817,de,I-EQUIPAMENTO_DESTILACAO,2420,129,131,210,1
2818,cobra,I-EQUIPAMENTO_DESTILACAO,2420,132,137,210,1
2819,",",O,2420,137,138,210,1
2820,utilizando,O,2420,139,149,210,1
2821,técnicas,O,2420,150,158,210,1
2822,aprimoradas,O,2420,159,170,210,1
2823,e,O,2420,171,172,210,1
2824,atualizadas,O,2420,173,184,210,1
2825,",",O,2420,184,185,210,1
2826,originando,O,2420,186,196,210,1
2827,uma,O,2420,197,200,210,1
2828,bebida,O,2420,201,207,210,1
2829,de,O,2420,208,210,210,1
2830,qualidade,O,2420,211,220,210,1
2831,e,O,2420,221,222,210,1
2832,muito,O,2420,223,228,210,1
2833,apreciada,O,2420,229,238,210,1
2834,pelos,O,2420,239,244,210,1
2835,consumidores,O,2420,245,257,210,1
2836,nacionais,O,2420,258,267,210,1
2837,e,O,2420,268,269,210,1
2838,internacionais,O,2420,270,284,210,1
2839,.,O,2420,284,285,210,1
2840,É,O,2421,0,1,210,1
2841,um,O,2421,2,4,210,1
2842,produto,O,2421,5,12,210,1
2843,tipo,O,2421,13,17,210,1
2844,exportação,O,2421,18,28,210,1
2845,.,O,2421,28,29,210,1
2846,Tipo,O,2422,0,4,210,1
2847,:,O,2422,4,5,210,1
2848,Cachaça,O,2422,6,13,210,1
2849,Ouro,B-CLASSIFICACAO_BEBIDA,2422,14,18,210,1
2850,ou,O,2422,19,21,210,1
2851,Amarela,B-CLASSIFICACAO_BEBIDA,2422,22,29,210,1
2852,Região,O,2423,0,6,210,1
2853,:,O,2423,6,7,210,1
2854,Luiz,B-NOME_LOCAL,2423,8,12,210,1
2855,Alves,I-NOME_LOCAL,2423,13,18,210,1
2856,Produtor,O,2424,0,8,210,1
2857,:,O,2424,8,9,210,1
2858,Spézia,B-NOME_ORGANIZACAO,2424,10,16,210,1
2859,Ind,I-NOME_ORGANIZACAO,2424,17,20,210,1
2860,.,I-NOME_ORGANIZACAO,2424,20,21,210,1
2861,Com,I-NOME_ORGANIZACAO,2424,22,25,210,1
2862,.,I-NOME_ORGANIZACAO,2424,25,26,210,1
2863,de,I-NOME_ORGANIZACAO,2425,0,2,210,1
2864,Aguardente,I-NOME_ORGANIZACAO,2425,3,13,210,1
2865,País,O,2426,0,4,210,1
2866,:,O,2426,4,5,210,1
2867,Brasil,B-NOME_LOCAL,2426,6,12,210,1
2868,Harmonização,O,2427,0,12,210,1
2869,:,O,2427,12,13,210,1
2870,Indicado,O,2427,14,22,210,1
2871,para,O,2427,23,27,210,1
2872,ser,O,2427,28,31,210,1
2873,apreciada,O,2427,32,41,210,1
2874,antes,O,2427,42,47,210,1
2875,e,O,2427,48,49,210,1
2876,após,O,2427,50,54,210,1
2877,as,O,2427,55,57,210,1
2878,refeições,O,2427,58,67,210,1
2879,e,O,2427,68,69,210,1
2880,acompanhar,O,2427,70,80,210,1
2881,queijos,O,2427,81,88,210,1
2882,",",O,2427,88,89,210,1
2883,amendoim,O,2427,90,98,210,1
2884,e,O,2427,99,100,210,1
2885,azeitonas,O,2427,101,110,210,1
2886,.,O,2427,110,111,210,1
2887,Graduação,O,2428,0,9,210,1
2888,Alcóolica,O,2428,10,19,210,1
2889,:,O,2428,19,20,210,1
2890,38%,B-GRADUACAO_ALCOOLICA,2428,21,24,210,1
2891,Volume,O,2429,0,6,210,1
2892,:,O,2429,6,7,210,1
2893,500,B-VOLUME,2429,8,11,210,1
2894,ml,I-VOLUME,2429,12,14,210,1
2895,Tipo,O,2430,0,4,210,1
2896,:,O,2430,4,5,210,1
2897,Cachaça,O,2430,6,13,210,1
2898,Ouro,B-CLASSIFICACAO_BEBIDA,2430,14,18,210,1
2899,ou,O,2430,19,21,210,1
2900,Amarela,B-CLASSIFICACAO_BEBIDA,2430,22,29,210,1
2901,Região,O,2431,0,6,210,1
2902,:,O,2431,6,7,210,1
2903,Luiz,B-NOME_LOCAL,2431,8,12,210,1
2904,Alves,I-NOME_LOCAL,2431,13,18,210,1
2905,País,O,2432,0,4,210,1
2906,:,O,2432,4,5,210,1
2907,Brasil,B-NOME_LOCAL,2432,6,12,210,1
2908,Volume,O,2433,0,6,210,1
2909,:,O,2433,6,7,210,1
2910,500ML,B-VOLUME,2433,8,13,210,1
2911,Graduação,O,2434,0,9,210,1
2912,Alcóolica,O,2434,10,19,210,1
2913,:,O,2434,19,20,210,1
2914,38%,B-GRADUACAO_ALCOOLICA,2434,21,24,210,1
2915,Harmonização,O,2435,0,12,210,1
2916,:,O,2435,12,13,210,1
2917,Indicado,O,2435,14,22,210,1
2918,para,O,2435,23,27,210,1
2919,ser,O,2435,28,31,210,1
2920,apreciada,O,2435,32,41,210,1
2921,antes,O,2435,42,47,210,1
2922,e,O,2435,48,49,210,1
2923,após,O,2435,50,54,210,1
2924,as,O,2435,55,57,210,1
2925,refeições,O,2435,58,67,210,1
2926,e,O,2435,68,69,210,1
2927,acompanhar,O,2435,70,80,210,1
2928,queijos,O,2435,81,88,210,1
2929,",",O,2435,88,89,210,1
2930,amendoim,O,2435,90,98,210,1
2931,e,O,2435,99,100,210,1
2932,azeitonas,O,2435,101,110,210,1
2933,.,O,2435,110,111,210,1
2934,NOME,O,2566,0,4,218,1
2935,DA,O,2566,5,7,218,1
2936,CACHAÇA,O,2566,8,15,218,1
2937,:,O,2566,15,16,218,1
2938,CACHAÇA,O,2566,17,24,218,1
2939,EXTRA,B-CLASSIFICACAO_BEBIDA,2566,25,30,218,1
2940,PREMIUM,I-CLASSIFICACAO_BEBIDA,2566,31,38,218,1
2941,SACCA,B-NOME_BEBIDA,2566,39,44,218,1
2942,5,B-TEMPO_ARMAZENAMENTO,2566,45,46,218,1
2943,ANOS,I-TEMPO_ARMAZENAMENTO,2566,47,51,218,1
2944,CARVALHO,B-TIPO_MADEIRA,2566,52,60,218,1
2945,750ML,B-VOLUME,2566,61,66,218,1
2946,PREÇO,O,2567,0,5,218,1
2947,:,O,2567,5,6,218,1
2948,R$,B-PRECO,2567,7,9,218,1
2949,79,I-PRECO,2567,10,12,218,1
2950,",",I-PRECO,2567,12,13,218,1
2951,90,I-PRECO,2567,13,15,218,1
2952,DESCRIÇÃO,O,2568,0,9,218,1
2953,DA,O,2568,10,12,218,1
2954,CACHACA,O,2568,13,20,218,1
2955,:,O,2568,20,21,218,1
2956,Cachaça,O,2568,22,29,218,1
2957,ouro,B-CLASSIFICACAO_BEBIDA,2568,30,34,218,1
2958,produzida,O,2568,35,44,218,1
2959,com,O,2568,45,48,218,1
2960,o,O,2568,49,50,218,1
2961,mais,O,2568,51,55,218,1
2962,alto,O,2568,56,60,218,1
2963,grau,O,2568,61,65,218,1
2964,de,O,2568,66,68,218,1
2965,qualidade,O,2568,69,78,218,1
2966,.,O,2568,78,79,218,1
2967,Processo,O,2569,0,8,218,1
2968,exclusivo,O,2569,9,18,218,1
2969,de,O,2569,19,21,218,1
2970,produção,O,2569,22,30,218,1
2971,da,O,2569,31,33,218,1
2972,Família,O,2569,34,41,218,1
2973,Rech,O,2569,42,46,218,1
2974,.,O,2569,46,47,218,1
2975,Armazenada,O,2570,0,10,218,1
2976,em,O,2570,11,13,218,1
2977,barril,B-RECIPIENTE_ARMAZENAMENTO,2570,14,20,218,1
2978,de,O,2570,21,23,218,1
2979,carvalho,B-TIPO_MADEIRA,2570,24,32,218,1
2980,",",O,2570,32,33,218,1
2981,que,O,2570,34,37,218,1
2982,proporciona,O,2570,38,49,218,1
2983,cores,O,2570,50,55,218,1
2984,que,O,2570,56,59,218,1
2985,va,O,2570,60,62,218,1
2986,?,O,2570,62,63,218,1
2987,o,O,2570,63,64,218,1
2988,do,O,2570,65,67,218,1
2989,amarelo,B-CARACTERISTICA_SENSORIAL_COR,2570,68,75,218,1
2990,-,I-CARACTERISTICA_SENSORIAL_COR,2570,75,76,218,1
2991,pa,I-CARACTERISTICA_SENSORIAL_COR,2570,76,78,218,1
2992,?,I-CARACTERISTICA_SENSORIAL_COR,2570,78,79,218,1
2993,lido,I-CARACTERISTICA_SENSORIAL_COR,2570,79,83,218,1
2994,ao,O,2570,84,86,218,1
2995,mogno,B-CARACTERISTICA_SENSORIAL_COR,2570,87,92,218,1
2996,e,O,2570,93,94,218,1
2997,aromas,O,2570,95,101,218,1
2998,mais,O,2570,102,106,218,1
2999,sutis,O,2570,107,112,218,1
3000,e,O,2570,113,114,218,1
3001,temperados,O,2570,115,125,218,1
3002,",",O,2570,125,126,218,1
3003,lembrando,O,2570,127,136,218,1
3004,ame,B-CARACTERISTICA_SENSORIAL_AROMA,2570,137,140,218,1
3005,?,I-CARACTERISTICA_SENSORIAL_AROMA,2570,140,141,218,1
3006,ndoa,I-CARACTERISTICA_SENSORIAL_AROMA,2570,141,145,218,1
3007,",",O,2570,145,146,218,1
3008,e,O,2570,147,148,218,1
3009,adocicados,B-CARACTERISTICA_SENSORIAL_AROMA,2570,149,159,218,1
3010,",",O,2570,159,160,218,1
3011,contribuindo,O,2570,161,173,218,1
3012,com,O,2570,174,177,218,1
3013,textura,O,2570,178,185,218,1
3014,e,O,2570,186,187,218,1
3015,adstringe,B-CARACTERISTICA_SENSORIAL_SABOR,2570,188,197,218,1
3016,?,I-CARACTERISTICA_SENSORIAL_SABOR,2570,197,198,218,1
3017,ncia,I-CARACTERISTICA_SENSORIAL_SABOR,2570,198,202,218,1
3018,.,O,2570,202,203,218,1
3019,O,O,2571,0,1,218,1
3020,carvalho,B-TIPO_MADEIRA,2571,2,10,218,1
3021,europeu,I-TIPO_MADEIRA,2571,11,18,218,1
3022,e,O,2571,19,20,218,1
3023,?,O,2571,20,21,218,1
3024,a,O,2571,22,23,218,1
3025,madeira,O,2571,24,31,218,1
3026,mais,O,2571,32,36,218,1
3027,usada,O,2571,37,42,218,1
3028,no,O,2571,43,45,218,1
3029,envelhecimento,O,2571,46,60,218,1
3030,de,O,2571,61,63,218,1
3031,cachaça,O,2571,64,71,218,1
3032,apresenta,O,2571,72,81,218,1
3033,um,O,2571,82,84,218,1
3034,sabor,O,2571,85,90,218,1
3035,único,O,2571,91,96,218,1
3036,para,O,2571,97,101,218,1
3037,os,O,2571,102,104,218,1
3038,mais,O,2571,105,109,218,1
3039,rigorosos,O,2571,110,119,218,1
3040,apreciadores,O,2571,120,132,218,1
3041,.,O,2571,132,133,218,1
3042,Tipo,O,2572,0,4,218,1
3043,:,O,2572,4,5,218,1
3044,Cachaça,O,2572,6,13,218,1
3045,Extra,B-CLASSIFICACAO_BEBIDA,2572,14,19,218,1
3046,Premium,I-CLASSIFICACAO_BEBIDA,2572,20,27,218,1
3047,SACCA,B-NOME_BEBIDA,2572,28,33,218,1
3048,Região,O,2573,0,6,218,1
3049,:,O,2573,6,7,218,1
3050,Luiz,B-NOME_LOCAL,2573,8,12,218,1
3051,Alves,I-NOME_LOCAL,2573,13,18,218,1
3052,Produtor,O,2574,0,8,218,1
3053,:,O,2574,8,9,218,1
3054,Destilaria,B-NOME_ORGANIZACAO,2574,10,20,218,1
3055,Rech,I-NOME_ORGANIZACAO,2574,21,25,218,1
3056,País,O,2575,0,4,218,1
3057,:,O,2575,4,5,218,1
3058,Brasil,B-NOME_LOCAL,2575,6,12,218,1
3059,Harmonização,O,2576,0,12,218,1
3060,:,O,2576,12,13,218,1
3061,Indicado,O,2576,14,22,218,1
3062,para,O,2576,23,27,218,1
3063,ser,O,2576,28,31,218,1
3064,apreciada,O,2576,32,41,218,1
3065,antes,O,2576,42,47,218,1
3066,e,O,2576,48,49,218,1
3067,após,O,2576,50,54,218,1
3068,as,O,2576,55,57,218,1
3069,refeições,O,2576,58,67,218,1
3070,e,O,2576,68,69,218,1
3071,acompanhar,O,2576,70,80,218,1
3072,queijos,O,2576,81,88,218,1
3073,",",O,2576,88,89,218,1
3074,amendoim,O,2576,90,98,218,1
3075,e,O,2576,99,100,218,1
3076,azeitonas,O,2576,101,110,218,1
3077,.,O,2576,110,111,218,1
3078,Graduação,O,2577,0,9,218,1
3079,Alcóolica,O,2577,10,19,218,1
3080,:,O,2577,19,20,218,1
3081,38%,B-GRADUACAO_ALCOOLICA,2577,21,24,218,1
3082,Volume,O,2578,0,6,218,1
3083,:,O,2578,6,7,218,1
3084,500ml,B-VOLUME,2578,8,13,218,1
3085,Tipo,O,2579,0,4,218,1
3086,:,O,2579,4,5,218,1
3087,Cachaça,O,2579,6,13,218,1
3088,Extra,B-CLASSIFICACAO_BEBIDA,2579,14,19,218,1
3089,Premium,I-CLASSIFICACAO_BEBIDA,2579,20,27,218,1
3090,SACCA,B-NOME_BEBIDA,2579,28,33,218,1
3091,Região,O,2580,0,6,218,1
3092,:,O,2580,6,7,218,1
3093,Luiz,B-NOME_LOCAL,2580,8,12,218,1
3094,Alves,I-NOME_LOCAL,2580,13,18,218,1
3095,País,O,2581,0,4,218,1
3096,:,O,2581,4,5,218,1
3097,Brasil,B-NOME_LOCAL,2581,6,12,218,1
3098,Volume,O,2582,0,6,218,1
3099,:,O,2582,6,7,218,1
3100,750ML,B-VOLUME,2582,8,13,218,1
3101,Envelhecimento,O,2583,0,14,218,1
3102,:,O,2583,14,15,218,1
3103,5,B-TEMPO_ARMAZENAMENTO,2583,16,17,218,1
3104,ANOS,I-TEMPO_ARMAZENAMENTO,2583,18,22,218,1
3105,Graduação,O,2584,0,9,218,1
3106,Alcóolica,O,2584,10,19,218,1
3107,:,O,2584,19,20,218,1
3108,38%,B-GRADUACAO_ALCOOLICA,2584,21,24,218,1
3109,Harmonização,O,2585,0,12,218,1
3110,:,O,2585,12,13,218,1
3111,Indicado,O,2585,14,22,218,1
3112,para,O,2585,23,27,218,1
3113,ser,O,2585,28,31,218,1
3114,apreciada,O,2585,32,41,218,1
3115,antes,O,2585,42,47,218,1
3116,e,O,2585,48,49,218,1
3117,após,O,2585,50,54,218,1
3118,as,O,2585,55,57,218,1
3119,refeições,O,2585,58,67,218,1
3120,e,O,2585,68,69,218,1
3121,acompanhar,O,2585,70,80,218,1
3122,queijos,O,2585,81,88,218,1
3123,",",O,2585,88,89,218,1
3124,amendoim,O,2585,90,98,218,1
3125,e,O,2585,99,100,218,1
3126,azeitonas,O,2585,101,110,218,1
3127,.,O,2585,110,111,218,1
3128,NOME,O,2754,0,4,232,1
3129,DA,O,2754,5,7,232,1
3130,CACHAÇA,O,2754,8,15,232,1
3131,:,O,2754,15,16,232,1
3132,Cachaça,O,2754,17,24,232,1
3133,Companheira,B-NOME_BEBIDA,2754,25,36,232,1
3134,Gatinha,I-NOME_BEBIDA,2754,37,44,232,1
3135,PREÇO,O,2755,0,5,232,1
3136,:,O,2755,5,6,232,1
3137,R$43,B-PRECO,2755,7,11,232,1
3138,",",I-PRECO,2755,11,12,232,1
3139,0,I-PRECO,2755,12,14,232,1
3140,VOLUME,O,2756,0,6,232,1
3141,:,O,2756,6,7,232,1
3142,600,B-VOLUME,2756,8,11,232,1
3143,ml,I-VOLUME,2756,12,14,232,1
3144,.,O,2756,14,15,232,1
3145,DESCRIÇÃO,O,2757,0,9,232,1
3146,DA,O,2757,10,12,232,1
3147,CACHAÇA,O,2757,13,20,232,1
3148,:,O,2757,20,21,232,1
3149,Um,O,2757,22,24,232,1
3150,extraordinário,O,2757,25,39,232,1
3151,blend,B-CLASSIFICACAO_BEBIDA,2757,40,45,232,1
3152,de,O,2757,46,48,232,1
3153,madeiras,O,2757,49,57,232,1
3154,",",O,2757,57,58,232,1
3155,o,O,2757,59,60,232,1
3156,encontro,O,2757,61,69,232,1
3157,perfeito,O,2757,70,78,232,1
3158,entre,O,2757,79,84,232,1
3159,o,O,2757,85,86,232,1
3160,carvalho,B-TIPO_MADEIRA,2757,87,95,232,1
3161,do,O,2757,96,98,232,1
3162,velho,O,2757,99,104,232,1
3163,mundo,O,2757,105,110,232,1
3164,e,O,2757,111,112,232,1
3165,o,O,2757,113,114,232,1
3166,que,O,2757,115,118,232,1
3167,há,O,2757,119,121,232,1
3168,de,O,2757,122,124,232,1
3169,melhor,O,2757,125,131,232,1
3170,no,O,2757,132,134,232,1
3171,brasil,B-NOME_LOCAL,2757,135,141,232,1
3172,.,O,2757,141,142,232,1
3173,A,O,2758,0,1,232,1
3174,cachaça,O,2758,2,9,232,1
3175,Companheira,B-NOME_BEBIDA,2758,10,21,232,1
3176,Gatinha,I-NOME_BEBIDA,2758,22,29,232,1
3177,é,O,2758,30,31,232,1
3178,produzida,O,2758,32,41,232,1
3179,com,O,2758,42,45,232,1
3180,cana,O,2758,46,50,232,1
3181,selecionada,O,2758,51,62,232,1
3182,",",O,2758,62,63,232,1
3183,com,O,2758,64,67,232,1
3184,alto,O,2758,68,72,232,1
3185,teor,O,2758,73,77,232,1
3186,de,O,2758,78,80,232,1
3187,açúcar,O,2758,81,87,232,1
3188,",",O,2758,87,88,232,1
3189,com,O,2758,89,92,232,1
3190,colheita,O,2758,93,101,232,1
3191,feita,O,2758,102,107,232,1
3192,de,O,2758,108,110,232,1
3193,forma,O,2758,111,116,232,1
3194,manual,O,2758,117,123,232,1
3195,",",O,2758,123,124,232,1
3196,sem,O,2758,125,128,232,1
3197,queima,O,2758,129,135,232,1
3198,",",O,2758,135,136,232,1
3199,e,O,2758,137,138,232,1
3200,somente,O,2758,139,146,232,1
3201,no,O,2758,147,149,232,1
3202,período,O,2758,150,157,232,1
3203,do,O,2758,158,160,232,1
3204,inverno,O,2758,161,168,232,1
3205,.,O,2758,168,169,232,1
3206,A,O,2759,0,1,232,1
3207,partir,O,2759,2,8,232,1
3208,do,O,2759,9,11,232,1
3209,caldo,O,2759,12,17,232,1
3210,da,O,2759,18,20,232,1
3211,cana,O,2759,21,25,232,1
3212,é,O,2759,26,27,232,1
3213,preparado,O,2759,28,37,232,1
3214,o,O,2759,38,39,232,1
3215,mosto,O,2759,40,45,232,1
3216,",",O,2759,45,46,232,1
3217,que,O,2759,47,50,232,1
3218,é,O,2759,51,52,232,1
3219,fermentado,O,2759,53,63,232,1
3220,por,O,2759,64,67,232,1
3221,leveduras,O,2759,68,77,232,1
3222,autóctones,O,2759,78,88,232,1
3223,.,O,2759,88,89,232,1
3224,A,O,2760,0,1,232,1
3225,destilação,O,2760,2,12,232,1
3226,é,O,2760,13,14,232,1
3227,feita,O,2760,15,20,232,1
3228,num,O,2760,21,24,232,1
3229,destilador,O,2760,25,35,232,1
3230,projetado,O,2760,36,45,232,1
3231,pelo,O,2760,46,50,232,1
3232,próprio,O,2760,51,58,232,1
3233,Bonicontro,B-NOME_PESSOA,2760,59,69,232,1
3234,.,O,2760,69,70,232,1
3235,O,O,2761,0,1,232,1
3236,Blend,B-CLASSIFICACAO_BEBIDA,2761,2,7,232,1
3237,de,O,2761,8,10,232,1
3238,Madeiras,O,2761,11,19,232,1
3239,é,O,2761,20,21,232,1
3240,Composto,O,2761,22,30,232,1
3241,por,O,2761,31,34,232,1
3242,:,O,2761,34,35,232,1
3243,Cachaça,O,2761,36,43,232,1
3244,Envelhecida,O,2761,44,55,232,1
3245,em,O,2761,56,58,232,1
3246,Barris,B-RECIPIENTE_ARMAZENAMENTO,2761,59,65,232,1
3247,de,O,2761,66,68,232,1
3248,Carvalho,B-TIPO_MADEIRA,2761,69,77,232,1
3249,(,O,2761,78,79,232,1
3250,Americano,O,2761,79,88,232,1
3251,e,O,2761,89,90,232,1
3252,Europeu,O,2761,91,98,232,1
3253,),O,2761,98,99,232,1
3254,com,O,2761,100,103,232,1
3255,Cachaça,O,2761,104,111,232,1
3256,Armazenada,O,2761,112,122,232,1
3257,em,O,2761,123,125,232,1
3258,Tonéis,B-RECIPIENTE_ARMAZENAMENTO,2761,126,132,232,1
3259,de,O,2761,133,135,232,1
3260,Imburana,B-TIPO_MADEIRA,2761,136,144,232,1
3261,e,O,2761,145,146,232,1
3262,Cachaça,O,2761,147,154,232,1
3263,Prata,B-CLASSIFICACAO_BEBIDA,2761,155,160,232,1
3264,Armazenada,O,2761,161,171,232,1
3265,em,O,2761,172,174,232,1
3266,Tonéis,B-RECIPIENTE_ARMAZENAMENTO,2761,175,181,232,1
3267,de,I-RECIPIENTE_ARMAZENAMENTO,2761,182,184,232,1
3268,Aço,I-RECIPIENTE_ARMAZENAMENTO,2761,185,188,232,1
3269,Inox,I-RECIPIENTE_ARMAZENAMENTO,2761,189,193,232,1
3270,.,O,2761,193,194,232,1
3271,A,O,2762,0,1,232,1
3272,Companheira,B-NOME_BEBIDA,2762,2,13,232,1
3273,Gatinha,I-NOME_BEBIDA,2762,14,21,232,1
3274,é,O,2762,22,23,232,1
3275,o,O,2762,24,25,232,1
3276,que,O,2762,26,29,232,1
3277,há,O,2762,30,32,232,1
3278,de,O,2762,33,35,232,1
3279,excelência,O,2762,36,46,232,1
3280,quando,O,2762,47,53,232,1
3281,o,O,2762,54,55,232,1
3282,assunto,O,2762,56,63,232,1
3283,é,O,2762,64,65,232,1
3284,blend,B-CLASSIFICACAO_BEBIDA,2762,66,71,232,1
3285,de,O,2762,72,74,232,1
3286,madeiras,O,2762,75,83,232,1
3287,.,O,2762,83,84,232,1
3288,600,B-VOLUME,2763,0,3,232,1
3289,ml,I-VOLUME,2763,4,6,232,1
3290,.,O,2763,6,7,232,1
3291,40%,B-GRADUACAO_ALCOOLICA,2764,0,3,232,1
3292,em,O,2764,4,6,232,1
3293,volume,O,2764,7,13,232,1
3294,.,O,2764,13,14,232,1
3295,Blend,B-CLASSIFICACAO_BEBIDA,2765,0,5,232,1
3296,de,O,2765,6,8,232,1
3297,Maderias,O,2765,9,17,232,1
3298,:,O,2765,17,18,232,1
3299,Cachaça,O,2765,19,26,232,1
3300,Envelhecida,O,2765,27,38,232,1
3301,em,O,2765,39,41,232,1
3302,Barris,B-RECIPIENTE_ARMAZENAMENTO,2765,42,48,232,1
3303,de,O,2765,49,51,232,1
3304,Carvalho,B-TIPO_MADEIRA,2765,52,60,232,1
3305,(,O,2765,61,62,232,1
3306,Americano,O,2765,62,71,232,1
3307,e,O,2765,72,73,232,1
3308,Europeu,O,2765,74,81,232,1
3309,),O,2765,81,82,232,1
3310,com,O,2765,83,86,232,1
3311,Cachaça,O,2765,87,94,232,1
3312,Armazenada,O,2765,95,105,232,1
3313,em,O,2765,106,108,232,1
3314,Tonéis,B-RECIPIENTE_ARMAZENAMENTO,2765,109,115,232,1
3315,de,O,2765,116,118,232,1
3316,Imburana,B-TIPO_MADEIRA,2765,119,127,232,1
3317,e,O,2765,128,129,232,1
3318,Cachaça,O,2765,130,137,232,1
3319,Prata,B-CLASSIFICACAO_BEBIDA,2765,138,143,232,1
3320,Armazenada,O,2765,144,154,232,1
3321,em,O,2765,155,157,232,1
3322,Tonéis,B-RECIPIENTE_ARMAZENAMENTO,2765,158,164,232,1
3323,de,I-RECIPIENTE_ARMAZENAMENTO,2765,165,167,232,1
3324,Aço,I-RECIPIENTE_ARMAZENAMENTO,2765,168,171,232,1
3325,Inox,I-RECIPIENTE_ARMAZENAMENTO,2765,172,176,232,1
3326,.,O,2765,176,177,232,1
3327,Tampa,O,2766,0,5,232,1
3328,de,O,2766,6,8,232,1
3329,rolha,O,2766,9,14,232,1
3330,sintética,O,2766,15,24,232,1
3331,que,O,2766,25,28,232,1
3332,facilita,O,2766,29,37,232,1
3333,a,O,2766,38,39,232,1
3334,abertura,O,2766,40,48,232,1
3335,e,O,2766,49,50,232,1
3336,garante,O,2766,51,58,232,1
3337,a,O,2766,59,60,232,1
3338,qualidade,O,2766,61,70,232,1
3339,no,O,2766,71,73,232,1
3340,armazenamento,O,2766,74,87,232,1
3341,.,O,2766,87,88,232,1
3342,Análise,O,2767,0,7,232,1
3343,Sensorial,O,2767,8,17,232,1
3344,por,O,2767,18,21,232,1
3345,Felipe,B-NOME_PESSOA,2767,22,28,232,1
3346,Jannuzzi,I-NOME_PESSOA,2767,29,37,232,1
3347,–,O,2767,38,39,232,1
3348,Mapa,O,2767,40,44,232,1
3349,da,O,2767,45,47,232,1
3350,Cachaça,O,2767,48,55,232,1
3351,:,O,2767,55,56,232,1
3352,A,O,2767,57,58,232,1
3353,Gatinha,B-NOME_BEBIDA,2767,59,66,232,1
3354,apresenta,O,2767,67,76,232,1
3355,vários,O,2767,77,83,232,1
3356,aromas,O,2767,84,90,232,1
3357,e,O,2767,91,92,232,1
3358,sabores,O,2767,93,100,232,1
3359,ao,O,2767,101,103,232,1
3360,longo,O,2767,104,109,232,1
3361,da,O,2767,110,112,232,1
3362,degustação,O,2767,113,123,232,1
3363,.,O,2767,123,124,232,1
3364,O,O,2768,0,1,232,1
3365,que,O,2768,2,5,232,1
3366,aparece,O,2768,6,13,232,1
3367,no,O,2768,14,16,232,1
3368,início,O,2768,17,23,232,1
3369,é,O,2768,24,25,232,1
3370,a,O,2768,26,27,232,1
3371,cana,B-CARACTERISTICA_SENSORIAL_SABOR,2768,28,32,232,1
3372,",",O,2768,32,33,232,1
3373,com,O,2768,34,37,232,1
3374,o,O,2768,38,39,232,1
3375,vegetal,B-CARACTERISTICA_SENSORIAL_SABOR,2768,40,47,232,1
3376,típico,O,2768,48,54,232,1
3377,da,O,2768,55,57,232,1
3378,cachaça,O,2768,58,65,232,1
3379,prata,B-CLASSIFICACAO_BEBIDA,2768,66,71,232,1
3380,",",O,2768,71,72,232,1
3381,seguido,O,2768,73,80,232,1
3382,dos,O,2768,81,84,232,1
3383,carvalhos,B-TIPO_MADEIRA,2768,85,94,232,1
3384,",",O,2768,94,95,232,1
3385,com,O,2768,96,99,232,1
3386,baunilha,B-CARACTERISTICA_SENSORIAL_SABOR,2768,100,108,232,1
3387,e,O,2768,109,110,232,1
3388,caramelo,B-CARACTERISTICA_SENSORIAL_SABOR,2768,111,119,232,1
3389,",",O,2768,119,120,232,1
3390,e,O,2768,121,122,232,1
3391,no,O,2768,123,125,232,1
3392,final,O,2768,126,131,232,1
3393,fica,O,2768,132,136,232,1
3394,o,O,2768,137,138,232,1
3395,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,2768,139,148,232,1
3396,da,O,2768,149,151,232,1
3397,amburana,B-TIPO_MADEIRA,2768,152,160,232,1
3398,.,O,2768,160,161,232,1
3399,Nesse,O,2769,0,5,232,1
3400,blend,B-CLASSIFICACAO_BEBIDA,2769,6,11,232,1
3401,",",O,2769,11,12,232,1
3402,a,O,2769,13,14,232,1
3403,amburana,B-TIPO_MADEIRA,2769,15,23,232,1
3404,é,O,2769,24,25,232,1
3405,coadjuvante,O,2769,26,37,232,1
3406,",",O,2769,37,38,232,1
3407,ajudando,O,2769,39,47,232,1
3408,a,O,2769,48,49,232,1
3409,dar,O,2769,50,53,232,1
3410,cor,O,2769,54,57,232,1
3411,",",O,2769,57,58,232,1
3412,corpo,O,2769,59,64,232,1
3413,",",O,2769,64,65,232,1
3414,equilíbrio,O,2769,66,76,232,1
3415,e,O,2769,77,78,232,1
3416,excentricidade,O,2769,79,93,232,1
3417,ao,O,2769,94,96,232,1
3418,tradicional,O,2769,97,108,232,1
3419,carvalho,B-TIPO_MADEIRA,2769,109,117,232,1
3420,",",O,2769,117,118,232,1
3421,madeira,O,2769,119,126,232,1
3422,que,O,2769,127,130,232,1
3423,aparece,O,2769,131,138,232,1
3424,em,O,2769,139,141,232,1
3425,maior,O,2769,142,147,232,1
3426,destaque,O,2769,148,156,232,1
3427,nessa,O,2769,157,162,232,1
3428,gostosa,O,2769,163,170,232,1
3429,combinação,O,2769,171,181,232,1
3430,.,O,2769,181,182,232,1
3431,GRADUAÇÃO,O,2770,0,9,232,1
3432,ALCOÓLICA,O,2770,10,19,232,1
3433,:,O,2770,19,20,232,1
3434,40%,B-GRADUACAO_ALCOOLICA,2770,21,24,232,1
3435,em,O,2770,25,27,232,1
3436,volume,O,2770,28,34,232,1
3437,.,O,2770,34,35,232,1
